id,title,authors,venue,paper year
l207,GENESYS: A System for Efficient Spatial Query Processing,"Thomas Brinkhoff, Hans-Peter Kriegel, Ralf Schneider, Bernhard Seeger",SIGMOD Conference,1994
l208,Aggregate Maintenance for Data Warehousing in Informix Red Brick Vista,"Latha S. Colby, Gopal Mulagund, Richard L. Cole, Craig J. Bunker, William J. McKenna, David Wilhite",VLDB,2001
l209,Efficient and Tunable Similar Set Retrieval,"Dimitrios Gunopulos, Aristides Gionis, Nick Koudas",SIGMOD Conference,2001
l210,On Index Selection Schemes for Nested Object Hierarchies,"Sudarshan S. Chawathe, Ming-Syan Chen, Philip S. Yu",VLDB,1994
l211,BeSS: Storage Support for Interactive Visualization Systems,"William O'Connell, Thomas A. Funkhouser, Alexandros Biliris, Euthimios Panagos",SIGMOD Conference,1996
l212,The Challenge of Process Data Warehousing,"Matthias Jarke, Jrg Kller, Thomas List",VLDB,2000
l213,A Data Model and Data Structures for Moving Objects Databases,"Markus Schneider, Enrico Nardelli, Luca Forlizzi, Ralf Hartmut Gting",SIGMOD Conference,2000
l214,Effective Timestamping in Databases,"Christian S. Jensen, Kristian Torp, Richard T. Snodgrass",VLDB J.,2000
l215,Automated Resolution of Semantic Heterogeneity in Multidatabases,"A. R. Hurson, Simin H. Pakzad, M. W. Bright",ACM Trans. Database Syst.,1994
l216,Homer: a Model-Based CASE Tool for Data-Intensive Web Sites,"Paolo Atzeni, Paolo Merialdo, Marco Pecorone, Marco Magnante, Giansalvatore Mecca",SIGMOD Conference,2000
l217,On Schema Matching with Opaque Column Names and Data Values,"Jaewoo Kang, Jeffrey F. Naughton",SIGMOD Conference,2003
l218,Unix RDBMS: The Next Generation,Bill Rosneblatt,SIGMOD Record,1994
l219,Concurrency in the Data Warehouse,Richard Taylor,VLDB,2000
l220,NoDoSE - A Tool for Semi-Automatically Extracting Semi-Structured Data from Text Documents,Brad Adelberg,SIGMOD Conference,1998
l221,Transactional Client-Server Cache Consistency: Alternatives and Performance,"Michael J. Franklin, Michael J. Carey, Miron Livny",ACM Trans. Database Syst.,1997
l222,Spatial indexing of high-dimensional data based on relative approximation,"Shunsuke Uemura, Masatoshi Yoshikawa, Yasushi Sakurai, Haruhiko Kojima",VLDB J.,2002
l223,Issues in Developing Very Large Data Warehouses,"Vish Jumani, Lyman Do, David Van Rossum, Pamela Drew, Wei Jin",VLDB,1998
l224,STING: A Statistical Information Grid Approach to Spatial Data Mining,"Wei Wang, Richard R. Muntz, Jiong Yang",VLDB,1997
l225,On-line Reorganization in Object Databases,"S. Sudarshan, Rajeev Rastogi, S. Seshadri, Mohana Krishna Lakhamraju",SIGMOD Conference,2000
l226,Improving Adaptable Similarity Query Processing by Using Approximations,"Hans-Peter Kriegel, Bernhard Braunmller, Thomas Seidl, Mihael Ankerst",VLDB,1998
l227,Incremental data Structures and Algorithms for Dynamic Query Interfaces,"Ben Shneiderman, Richard Beigel, Egemen Tanin",SIGMOD Record,1996
l228,"Scalable Feature Selection, Classification and Signature Generation for Organizing Large Text Databases into Hierarchical Topic Taxonomies","Prabhakar Raghavan, Byron Dom, Rakesh Agrawal, Soumen Chakrabarti",VLDB J.,1998
l229,Orthogonal Optimization of Subqueries and Aggregation,"Milind Joshi, Csar A. Galindo-Legaria",SIGMOD Conference,2001
l230,Using Referential Integrity To Easily Define Consistent Subset Replicas,Brad Hammond,VLDB,1996
l231,Indexing Large Metric Spaces for Similarity Search Queries,"Z. Meral zsoyoglu, Tolga Bozkaya",ACM Trans. Database Syst.,1999
l232,The MEDUSA Project: Autonomous Data Management in a Shared-Nothing Parallel Database Machine,"George M. Bryan, J. Geyer, Wayne E. Moore, B. J. Curry, K. W. Lodge",SIGMOD Conference,1994
l233,Dynamic multidimensional histograms,"Piotr Indyk, Sudipto Guha, Nitin Thaper, Nick Koudas",SIGMOD Conference,2002
l234,Workflow management with service quality guarantees,"Wolfgang Wonner, Gerhard Weikum, Michael Gillmann",SIGMOD Conference,2002
l235,Leveraging The Information Asset,Janet Perna,SIGMOD Conference,1995
l236,MOCHA: A Self-Extensible Database Middleware System for Distributed Data Sources,"Manuel Rodriguez-Martinez, Nick Roussopoulos",SIGMOD Conference,2000
l237,Java and Relational Databases: SQLJ (Tutorial),"Johannes Klein, Richard Pledereder, Gray Clossman, Brian Becker, Phil Shaw, Mark Hapner",SIGMOD Conference,1998
l238,Is Web-site Management a Database Problem?,"Daniela Florescu, Dan Suciu, Alon Y. Levy",VLDB,1998
l239,Workshop Report on Experiences Using Object Data Management in the Real-World,Akmal B. Chaudhri,SIGMOD Record,1998
l240,Information Management for Genome Level Bioinformatics,"Norman W. Paton, Carole A. Goble",VLDB,2001
l241,Nearest Neighbor Queries,"Stephen Kelley, Frdic Vincent, Nick Roussopoulos",SIGMOD Conference,1995
l242,Record-Boundary Discovery in Web Documents,"Yiu-Kai Ng, Y. S. Jiang, David W. Embley",SIGMOD Conference,1999
l243,Solving Satisfiability and Implication Problems in Database Systems,"Sha Guo, Mark Allen Weiss, Wei Sun",ACM Trans. Database Syst.,1996
l244,A Generic Approach to Bulk Loading Multidimensional Index Structures,"Bernhard Seeger, Peter Widmayer, Jochen Van den Bercken",VLDB,1997
l245,OFL: A Functional Execution Model for Object Query Languages,"Georges Gardarin, Fernando Machuca, Philippe Pucheral",SIGMOD Conference,1995
l246,FinTime - A Financial Time Series Benchmark,"Kaippallimalil J. Jacob, Dennis Shasha",SIGMOD Record,1999
l247,The Prototype of the DARE System,"Tiziana Catarci, Giuseppe Santucci",SIGMOD Conference,2001
l248,EROC: A Toolkit for Building NEATO Query Optimizers,"Melissa Truong, Louis Burger, William J. McKenna, Chi Hoang",VLDB,1996
l249,"Database Research at the Indian Institute of Technology, Bombay","S. Seshadri, Nandlal L. Sarda, D. B. Phatak, S. Sudarshan",SIGMOD Record,1996
l250,Scalablity and Availability in Oracle7 7.3,Dieter Gawlick,VLDB,1996
l251,User Interfaces; Who Cares?,Stefano Spaccapietra,VLDB,1994
l252,Filter Trees for Managing Spatial Data over a Range of Size Granularities,"Kenneth C. Sevcik, Nick Koudas",VLDB,1996
l253,ANSI SQL Hierarchical Processing Can Fully Integrate Native XML,Michael M. David,SIGMOD Record,2003
l254,Document Management as a Database Problem,Rudolf Bayer,VLDB,1995
l255,Outerjoins as Disjunctions,Csar A. Galindo-Legaria,SIGMOD Conference,1994
l256,Guest editorial,"Yannis E. Ioannidis, Raghu Ramakrishnan, Philip A. Bernstein",VLDB J.,2003
l257,Data Modelling in the Large,Martin Bertram,SIGMOD Record,1994
l258,Experiences in Federated Databases: From IRO-DB to MIRO-Web,"Anthony Tomasic, Peter Fankhauser, J. Muoz, M. Lopez, Georges Gardarin",VLDB,1998
l259,Linking Business to Deliver Value: A Data Management Challenge,Anand Deshpande,VLDB,2000
l260,Graphical Interaction with Heterogeneous Databases,"Tiziana Catarci, John Cardiff, Giuseppe Santucci",VLDB J.,1997
l261,Enabling Dynamic Content Caching for Database-Driven Web Sites,"Qiong Luo, Divyakant Agrawal, Wen-Syan Li, Wang-Pin Hsiung, K. Seluk Candan",SIGMOD Conference,2001
l262,Distributed query evaluation on semistructured data,Dan Suciu,ACM Trans. Database Syst.,2002
l263,Efficient User-Adaptable Similarity Search in Large Multimedia Databases,"Thomas Seidl, Hans-Peter Kriegel",VLDB,1997
l264,Report on Second International Workshop on Advanced Issues of E-Commerce and Web-based Information Systems,"Philip S. Yu, Kun-Lung Wu",SIGMOD Record,2000
l265,Optimization Techniques for Queries with Expensive Methods,Joseph M. Hellerstein,ACM Trans. Database Syst.,1998
l266,A Cost Model for Clustered Object-Oriented Databases,"Zhao-Hui Tang, Jean-Robert Gruser, Georges Gardarin",VLDB,1995
l267,The ECRC Multi Database System,"Heribert Schtz, Willem Jonker",SIGMOD Conference,1995
l268,Enhancing Database Correctness: a Statistical Approach,"Wen-Chi Hou, Zhongyang Zhang",SIGMOD Conference,1995
l269,TIGUKAT: A Uniform Behavioral Objectbase Management System,"Randal J. Peters, M. Tamer zsu, Boman Irani, Adriana Muoz, Anna Lipka, Duane Szafron",VLDB J.,1995
l270,"Optimizing Queries Using Materialized Views: A practical, scalable solution","Per-ke Larson, Jonathan Goldstein",SIGMOD Conference,2001
l271,Value-cognizant Speculative Concurrency Control,"Azer Bestavros, Spyridon Braoudakis",VLDB,1995
l272,Your Mediators Need Data Conversion!,"Sophie Cluet, Katarzyna Smaga, Jrme Simon, Claude Delobel",SIGMOD Conference,1998
l273,Spatial Joins Using R-trees: Breadth-First Traversal with Global Optimizations,"Ning Jing, Yun-Wu Huang, Elke A. Rundensteiner",VLDB,1997
l274,Applying Update Streams in a Soft Real-Time Database System,"Brad Adelberg, Hector Garcia-Molina, Ben Kao",SIGMOD Conference,1995
l275,Predator: A Resource for Database Research,Praveen Seshadri,SIGMOD Record,1998
l276,Efficient Support for Interactive Service in Multi-Resolution VOD Systems,"Leana Golubchik, Kelvin Kwok-Wai Law, John C. S. Lui",VLDB J.,1999
l277,Provision of Market Services for eCo Compliant Electronic Market Places,"Sena Nural Arpinar, Asuman Dogac",SIGMOD Record,2000
l278,An adaptive peer-to-peer network for distributed caching of OLAP results,"Beng Chin Ooi, Dimitris Papadias, Kian-Lee Tan, Wee Siong Ng, Panos Kalnis",SIGMOD Conference,2002
l279,Discovering all most specific sentences,"Sanjeev Saluja, Hannu Toivonen, Roni Khardon, Heikki Mannila, Ram Sewak Sharm, Dimitrios Gunopulos",ACM Trans. Database Syst.,2003
l280,VideoAnywhere: A System for Searching and Managing Distributed Video Assets,"Amit P. Sheth, Kshitij Shah, Clemens Bertram",SIGMOD Record,1999
l281,Metadata for Integrating Speech Documents in a Text Retrieval System,"Martin Wechsler, Ulrike Glavitsch, Peter Schuble",SIGMOD Record,1994
l282,OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,"Sorana Rabinovici, John Catozzi",VLDB,1995
l283,Snowball: A Prototype System for Extracting Relations from Large Text Collections,"Jeff Pavel, Luis Gravano, Aleksandr Voskoboynik, Eugene Agichtein, Viktoriya Sokolova",SIGMOD Conference,2001
l284,Declustering of Key-Based Partitioned Signature Files,"Pavel Zezula, Paolo Ciaccia, Paolo Tiberio",ACM Trans. Database Syst.,1996
l285,A Super Scalar Sort Algorithm for RISC Processors,Ramesh C. Agarwal,SIGMOD Conference,1996
l286,DBXplorer: enabling keyword search over relational databases,"Gautam Das, Sanjay Agrawal, Surajit Chaudhuri",SIGMOD Conference,2002
l287,Management of Multidimensional Discrete Data,Peter Baumann,VLDB J.,1994
l288,INSITE: A Tool for Interpreting Users? Interaction with a Web Space,"Farnoush Banaei Kashani, Jabed Faruque, Adil Faisal, Cyrus Shahabi",VLDB,2000
l289,NAOS - Efficient and Modular Reactive Capabilities in an Object-Oriented Database System,"Thierry Coupaye, T. Svensen, Christine Collet",VLDB,1994
l290,Performance Tradeoffs for Client-Server Query Processing,"Donald Kossmann, Michael J. Franklin, Bjrn r Jnsson",SIGMOD Conference,1996
l291,Materialized Views in Oracle,"Randall G. Bello, William D. Norcott, Mohamed Ziauddin, Harry Sun, Karl Dias, Alan Downing, James J. Feenan Jr., Andrew Witkowski, James L. Finnerty",VLDB,1998
l292,Buffering and Read-Ahead Strategies for External Mergesort,"Per-ke Larson, Weiye Zhang",VLDB,1998
l293,"Probe, Count, and Classify: Categorizing Hidden Web Databases","Mehran Sahami, Panagiotis G. Ipeirotis, Luis Gravano",SIGMOD Conference,2001
l294,DOMINO: Databases fOr MovINg Objects tracking,"Jutai Zhou, Ouri Wolfson, Sam Chamberlain, A. Prasad Sistla, Bo Xu",SIGMOD Conference,1999
l295,I/O reference behavior of production database workloads and the TPC benchmarks - an analysis at the logical level,"Windsor W. Hsu, Alan Jay Smith, Honesty C. Young",ACM Trans. Database Syst.,2001
l296,Algorithms for Deferred View Maintenance,"Leonid Libkin, Inderpal Singh Mumick, Latha S. Colby, Howard Trickey, Timothy Griffin",SIGMOD Conference,1996
l297,Are the Terms Version and Variant Orthogonal to One Another? A Critical Assessment of the STEP Standardization,Hartmut Wedekind,SIGMOD Record,1994
l298,Exploiting Main Memory DBMS Features to Improve Real-Time Concurrency Control Protocols,"zgr Ulusoy, Alejandro P. Buchmann",SIGMOD Record,1996
l299,Standards for databases on the grid,"Andrew Eisenberg, Jim Melton, Susan Malaika",SIGMOD Record,2003
l300,CONTROL: Continuous Output and Navigation Technology with Refinement On-Line,"Bruce Lo, Tali Roth, Ron Avnur, Joseph M. Hellerstein, Chris Olston, Kirk Wylie, Bhaskaran Raman, Vijayshankar Raman",SIGMOD Conference,1998
l301,Decision Tables: Scalable Classification Exploring RDBMS Capabilities,"Hongyan Liu, Hongjun Lu",VLDB,2000
l302,Exploiting early sorting and early partitioning for decisionsupport query processing,"Jens Clauen, Christian Wiesner, Donald Kossmann, Alfons Kemper",VLDB J.,2000
l303,Processing Object-Oriented Queries with Invertible Late Bound Functions,"Tore Risch, Staffan Flodin",VLDB,1995
l304,Enhancing External Consistency in Real-Time Transactions,"Shing-Shan Peng, Kwei-Jay Lin",SIGMOD Record,1996
l305,Using Metadata for the Intelligent Browsing of Structured Media Objects,"William I. Grosky, Farshad Fotouhi, Ishwar K. Sethi",SIGMOD Record,1994
l306,Using SQL to Build New Aggregates and Extenders for Object- Relational Systems,"Haixun Wang, Carlo Zaniolo",VLDB,2000
l307,Indexing Multiple Sets,"Christoph Kilger, Guido Moerkotte",VLDB,1994
l308,Florida International University High Performance Database Research Center,"Leonard Loureiro, Yi Deng, Carlos Ordonez 0002, Mario Sanchez, Cyril U. Orji, Wei Sun, Artyom Shaposhnikov, Naphtali Rishe, Michael Alexopoulos, David Barton",SIGMOD Record,1995
l309,"Integrating Temporal, Real-Time, and Active Databases","John A. Stankovic, Krithi Ramamritham, Ming Xiong, Rajendran M. Sivasankaran, Donald F. Towsley",SIGMOD Record,1996
l310,Real-Time Database - Similarity Semantics and Resource Scheduling,"Tei-Wei Kuo, Aloysius K. Mok",SIGMOD Record,1996
l311,ACDN: a content delivery network for applications,"Michael Rabinovich, Pradnya Karbhari, Fred Douglis, Zhen Xiao",SIGMOD Conference,2002
l312,Design and Implementation of a Genetic-Based Algorithm for Data Mining,Sunil Choenni,VLDB,2000
l313,Keynote Address,Larry Ellison,SIGMOD Conference,1995
l314,Building Hierarchical Classifiers Using Class Proximity,"Shiang Chen Liew, Senqiang Zhou, Ke Wang",VLDB,1999
l315,Similarity Search for Adaptive Ellipsoid Queries Using Spatial Transformation,"Yasushi Sakurai, Shunsuke Uemura, Masatoshi Yoshikawa, Ryoji Kataoka",VLDB,2001
l316,Supporting State-Wide Immunisation Tracking Using Multi-Paradigm Workflow Technology,"Devashish Worah, Souvik Das, Ivan Shevchenko, Amit P. Sheth, John A. Miller, Chenye Lin, Devanand Palaniswami, Krys Kochut, John Lynch",VLDB,1996
l317,Database Issues in Telecommunications Network Management,Ilsoo Ahn,SIGMOD Conference,1994
l318,Multiple-View Self-Maintenance in Data Warehousing Environments,Nam Huyn,VLDB,1997
l319,Comparing Hybrid Peer-to-Peer Systems,"Beverly Yang, Hector Garcia-Molina",VLDB,2001
l320,Research Directions in Biodiversity Informatics,John L. Schnase,VLDB,2000
l321,Content-Based Image Indexing,Tzi-cker Chiueh,VLDB,1994
l322,Toward Learning Based Web Query Processing,"Yanlei Diao, Hongjun Lu, Zengping Tian, Songting Chen",VLDB,2000
l323,Practical Applications of Triggers and Constraints: Success and Lingering Issues (10-Year Award),"Jennifer Widom, Stefano Ceri, Roberta Cochrane",VLDB,2000
l324,A performance study of four index structures for set-valued attributes of low cardinality,"Guido Moerkotte, Sven Helmer",VLDB J.,2003
l325,A Framework for Information Visualisation,"Peter J. Barclay, Kenneth J. Mitchell, Jessie B. Kennedy",SIGMOD Record,1996
l326,Self-similarity in the Web,"Stephen Dill, Andrew Tomkins, Ravi Kumar, Sridhar Rajagopalan, Kevin S. McCurley, D. Sivakumar",VLDB,2001
l327,Aggregation Algorithms for Very Large Compressed Data Warehouses,"Jaideep Srivastava, Jianzhong Li, Doron Rotem",VLDB,1999
l328,Answering Complex SQL Queries Using Automatic Summary Tables,"Roberta Cochrane, Hamid Pirahesh, Monica Urata, Markos Zaharioudakis, George Lapis",SIGMOD Conference,2000
l329,Querying Continuous Time Sequences,"Tore Risch, Ling Lin",VLDB,1998
l330,In-Memory Data Management for Consumer Transactions The Times-Ten Approach,Times-Ten Team,SIGMOD Conference,1999
l331,Automatic Segmentation of Text into Structured Records,"Vinayak R. Borkar, Sunita Sarawagi, Kaustubh Deshmukh",SIGMOD Conference,2001
l332,Lineage tracing for general data warehouse transformations,"Jennifer Widom, Yingwei Cui",VLDB J.,2003
l333,Unrolling Cycles to Decide Trigger Termination,"Tok Wang Ling, Sin Yeung Lee",VLDB,1999
l334,Semantic Data Caching and Replacement,"Bjrn r Jnsson, Shaul Dar, Divesh Srivastava, Michael Tan, Michael J. Franklin",VLDB,1996
l335,Building Database-driven Electronic Catalogs,Sherif Danish,SIGMOD Record,1998
l336,Amicalola Report: Database and Information System Research Challenges and Opportunities in Semantic Web and Enterprises,"Robert Meersman, Amit P. Sheth",SIGMOD Record,2002
l337,Compressing SQL workloads,"Surajit Chaudhuri, Ashish Kumar Gupta, Vivek R. Narasayya",SIGMOD Conference,2002
l338,The Aditi Deductive Database System,"Kotagiri Ramamohanarao, David B. Kemp, Jayen Vaghani, Tim S. Leask, James Harland, Peter J. Stuckey, Zoltan Somogyi",VLDB J.,1994
l339,A Non-Uniform Data Fragmentation Strategy for Parallel Main-Menory Database Systems,"Nick Bassiliades, Ioannis P. Vlahavas",VLDB,1995
l340,GeoMiner: A System Prototype for Spatial Data Mining,"Jiawei Han, Nebojsa Stefanovic, Krzysztof Koperski",SIGMOD Conference,1997
l341,Learning to match ontologies on the Semantic Web,"Jayant Madhavan, Robin Dhamankar, Alon Y. Halevy, Pedro Domingos, AnHai Doan",VLDB J.,2003
l342,Scientific Journals: Extinction or Explosion? (Panel),"Gio Wiederhold, Abraham Silberschatz, Gerhard Rossbach, Raghu Ramakrishnan, Jaco Zijlstra, Hector Garcia-Molina",VLDB,1995
