ID,Brand,Name,Amazon_Price,Original_Price,Features
57,Dell,"Dell Inspiron 15 5000 Series i5548-1669SLV 15.6-Inch Touchscreen Notebook (2.20 GHz Intel Core i5 Processor, 8 GB Memory, 1 TB Hard Drive, Windows 8.1) Silver",$608.88,$699.99,Intel Core i5 Processor (2.2 GHz). 8 GB DDR3 RAM. 1 TB 5400 rpm Hard Drive. 15.6 Inch Touch Screen Display. Windows 8.1; Free upgrade to Windows 10 when available
58,HP,HP Touchsmart 14-V148 Sleek PC HP Hexa-Core 2.0GHz 8GB 1TB 14\  Touch HD LED DVD+/-RW Beats Audio HDMI (Certified Refurbished),$379.99,$699.00,"Manufacturer Refurbished with 90 day HP Warranty (Extended Warranty Plans Available Directly from HP). Ships only within continental USA (please no PO BOX; APO/FPO/DPO and AK/PR/HI/GU/VI/MP).. Only 1-inch thin in Silver Color; Windows 8.1 - 64-bit version; HP Hexa-Core 2.0GHz Processor;. 8GB DDR3 System Memory (1 Dimm); 1TB (1000GB) Hard Drive with HP ProtectSmart; Optical Drive: Super Multi DVD+/-RW with Double Layer Support. 14-inch diagonal HD WLED touchscreen display (1366x768); BeatsAudio dual speakers; HD Audio; AMD Radeon R5 graphics with up to 4352MB total graphics memory;  HP TrueVision HD Webcam with integrated digital microphone;. Full-size keyboard; HP Imagepad supporting multi-touch gestures without on/off button; Fast 10/100 Ethernet Lan (RJ-45 connector); 802.11 b/g/n WLAN + Bluetooth 4.0; Multi-Format Digital Media Card Reader; 2 SuperSpeed USB 3.0; 1 Universal Serial Bus (USB) 2.0; 1 x HDMI port; 1 x headphone/microphone jack, 1 x RJ-45 Ethernet port"
59,Dell,"Dell Latitude E6420 Premium-Built 14.1-Inch Business Laptop, Intel Core i5 2.5GHz with 3.2G Turbo Frequency, 8GB RAM, 240GB SSD, Windows 7 Professional 64-bit (Certified Refurbished)",$469.00,$899.00,"This Certified Refurbished product is manufacturer refurbished, shows limited or no wear, and includes all original accessories plus a 90 day warranty.. 14 Inch HD 1366 x 768 Display with build in webcam, DVDROM, Intel HD Graphics 3000, 10/100/1000 Gigabit Ethernet. Intel Core i5-2520M 3MB Cache, 2.5GHz, Max Turbo Frequency 3.2GHz, 8GB DDR3, 240GB SSD Hard Drive;. Network connector (RJ-45), Optional Modem connector (RJ-11), USB 2.0 (4), Microphone jack, Headphone/speaker out, IEEE 1394, Docking Connector, VGA, DisplayPort, SmartCard Reader and optional Contactless SmartCard Reader. MIL-STD 810G tested, spill-resistant keyboard, protective LCD seal.6-in-1 card reader; PCMCIA or ExpressCard 54; Recovery partition only, no recovery disc."
60,Dell,"2015 Newest Version Dell Inspiron 5000 15.6-Inch Touchscreen Laptop (Intel Core i5 Processor, 8GB RAM,1TB)",$627.99,$999.99,"15.6 in LED-backlit touchscreen with Truelife (1366 x 768), 10-finger multi-touch support. Intel Core i5-5200U 2.20 GHz with Turbo Boost Technology up to 2.70 GHz. 8GB DDR3L 1600 MHz ? 1TB 5400 RPM HDD. 2 USB 3.0 ? 1 USB 2.0 ? HDMI ? Headphone output/Microphone input combo ? LAN (10/100) ? Security lock port. Waves MaxxAudio Pro ? 5-in-1 card reader (SD/SD 3.0/SDHC/Memory Stick/Memory Stick Pro)  ? Windows 8.1, 64-bit"
61,Asus,"ASUS F554LA 15.6 Inch Laptop (Intel Core i7, 8 GB, 1TB HDD, Black) - Free Upgrade to Windows 10",$569.00,$629.00,Intel Core i7-5500U 2.4 GHz Processor. 8 GB DDR3L SDRAM. 1TB HDD Storage; DL DVD��RW/CD-RW. 15.6 inches 1366*768 pixels LED-lit Screen. Windows 8 Operating System; Black Chassis
62,Asus,Asus - X555LA-SI50203H 15.6\  Laptop / Intel Core i5-4210U d/ 6GB Memory / 1TB Hard Drive DVD/CD RW / HD Webcam / Windows 8.1 64-bit (Matte Black),,,5th Gen Intel Core i5-4210U mobile processor UMA graphics. 6GB DDR3 memory   1TB hard drive. 15.6\  high-definition display. DVD��RW/CD-RW drive   Built-in VGA webcam. Windows 8.1 64-bit 802.11b/g/n WLAN Bluetooth interface
63,HP,2015 Newest Model HP 15.6\  Laptop AMD A6-Series 8GB Memory 500GB HD DVD��RW CD-RW AMD Radeon HD 8400 USB 3.0 HDMI Webcam Windows 10 Black,$399.99,$550.00,Microsoft Windows 10 operating system. AMD A6-5200 accelerated processor / AMD Radeon HD 8400 graphics. 8GB Memory / 500GB HD. 15.6\  WLED backlight display /Wireless LAN 802.11b/g/n. DVD��RW/CD-RW / HP TrueVision high-definition webcam
64,Lenovo,"Lenovo ThinkPad X240 20AM001UUS 12.5-Inch Laptop (1.9 GHz Intel Core i5-4288U Processor, 4GB DDR3L, 128GB SSD, Windows 8 Professional) Black",$684.99,"$2,209.00","Intel Core i5-4288U 1.9 GHz (3 MB Cache). 4 GB DDR3L SDRAM. 1 rpm 128 GB Solid-State Drive. 12.5-Inch Screen, Intel HD Graphics 4400. Windows 8 Professional"
65,Apple,"Mosiso - Chevron Red Canvas Fabric 13-13.3 Inch Laptop / Notebook Computer / MacBook Air / MacBook Pro Briefcase Carry Case, Chevron Red",$20.99,$49.99,"Outer canvas fabric of the case is printed with Chevron style patterns that enable you to carry your MacBook / laptop / notebook / Ultrabook computer in a uniquely sleek style. Features a polyester foam padding layer and fluffy fleece fabric lining for bump and shock absorption and protection of your computer from accidental scratches. Slim and lightweight; does not bulk your laptop up and can easily slide into your briefcase, backpack, or other bag. Top handles of the case enable you to carry your laptop in comfort, and can tuck away in the pockets when not needed. Suitable for most popular 13-13.3 inch MacBooks / laptops / notebooks / Ultrabooks; may not snugly fit all computers due to variations in the sizes of different models"
66,Lenovo,LENOVO G50 15.6\  Laptop PC / AMD Quad-Core A8-6410 Processor with integrated AMD Radeon R5 graphics / 6GB Memory / 500GB HD / DVD��RW/CD-RW / Bluetooth 4.0 / HD Webcam / Windows 8.1 64-bit,$324.38,$499.99,"AMD Quad-Core A8-6410 Processor with integrated AMD Radeon R5 graphics. 15.6\  LED-backlit LCD high-definition widescreen display With 200 cd/m? brightness and 1366 x 768 resolution showcases movies, games and Web content in crisp detail.. 6GB DDR3L Memory / 500GB Hard Drive / Microsoft Windows 8.1 operating system preinstalled. Multiformat DVD��RW/CD-RW drive; Built-in 0.3MP webcam with microphone; 2-in-1 media reader. 1 USB 3.0 port and 2 USB 2.0 ports;Built-in high-speed wireless LAN (802.11b/g/n);Bluetooth 4.0 interface;Built-in 100/1000 Mbps Ethernet LAN"
67,Acer,Acer Aspire Switch 10 E SW3-013-12PS 2-in-1 Tablet & Laptop - (64GB & Windows 10),$299.99,,"Intel Atom Z3735F 1.33 GHz (2 MB Cache). 2GB of DDR3L Onboard Memory. 64GB Internal Storage. 10.1-Inch HD Screen, Intel HD Graphics. Windows 10, Up to 12-hour battery life"
68,HP,"Super Power Supply? AC / DC Laptop Adapter Charger Cord for HP Elitebook 820, 840, 850 G1; Hp 250, 255 G1; Hp Probook 430, 440, 450, 455, 645 G1 Netbook Notebook Battery Plug",$17.88,,Input: 110-220V Output: 18.5V 3.5A 65W. Warranty: 1 Year. Super Power Supply? are manufactured and tested to match or exceed OEM products.. Trademarked by Super Power Supply?. Sold exclusively by Super Power Supply?
69,Toshiba,TOSHIBA SATELLITE C55-B5277 INTEL windows 10 installed laptop,$251.89,,Intel? Celeron? N2830 Processor. 2GB DDR3L RAM. 500GB Serial ATA hard disk drive. 15.6\  diagonal widescreen TruBrite? TFT display at 1366 x 768 native resolution (HD). Windows 10 Operating System
70,Dell,"Dell XPS 13 QHD 13.3 Inch Touchscreen Laptop (Intel Core i5 5200U, 8 GB RAM, 256 GB SSD, Silver) Microsoft Signature Image","$1,249.99","$1,399.99",Intel Core i5 5200U 2.2 GHz Processor. 8 GB DDR3L SDRAM. 256 GB SSD Storage; No Optical Drive. 13.3 Inch WQXGA+ (3200x1800) LED-lit Infinity Touchscreen. Windows 10 Operating System; Silver Chassis
71,Asus,Asus X551MAV 15.6\  Laptop Intel Celeron 2.16GHz 4GB RAM 500GB HDD DVD��RW/CD-RW WIN 8.1 HDMI,$262.00,$399.99,"Intel Celeron N2830 2.16 GHz, 4GB DDR3 RAM, 500GB SATA III hard drive (5400 rpm). 15.6-Inch High-Definition display (1366 x 768). Intel HD UMA graphics, 0.3MP webcam, 1 USB 3.0 and 1 USB 2.0. High-speed wireless LAN (802.11n), 10/100 Mbps Fast Ethernet LAN. Windows 8.1"
72,Other,Hewlett Packard 15-p030nr 15.6-Inch Special Edition Beats Laptop with AMD Quad-Core Processor & Wenger SwissGear 15.6\  Granite Computer Backpack (Red/Black) Bundle,$666.98,,Hewlett Packard 15-p030nr 15.6-Inch Special Edition Laptop w/ Beats and AMD Quad-Core Processor. Wenger SwissGear 15.6\  Granite Computer Backpack (Red/Black)
73,Toshiba,Toshiba Satellite C55-B5100 15.6\  Laptop PC -Intel Celeron / 4GB Memory / 500GB HD / DVD��RW/CD-RW / Webcam / Windows 8.1 64-bit,$301.99,$399.99,"Intel Celeron processor N2840 &amp; Intel HD graphics. 16-inch LED-backlit TFT high-definition widescreen with HD TruBrite LED Backlit display. 4GB DDR3L memory / 500GB Hard Drive. DVD��RW/CD-RW drive / HD webcam with microphone / Bluetooth 4.0, WLAN 802.11b/g/n. WWindows 8.1 with Bing"
74,HP,HP Pavilion DM3-3012NR Notebook Pc,$728.88,,"Dual Core Intel Pentium Processor U5400 1.20GHz. 4GB DDR3 System Memory (2 DIMM), 320GB (7200RPM) hard drive. 13.3\  diagonal High-Definition HP BrightView LED Display (1366 x 768), Intel HD Graphics card. HP TrueVision Webcam with integrated digital microphone, 6-Cell 62WHr Lithium-Ion Battery. Windows 7 Home Premium 64-bit, This PC comes with Microsoft Signature. There is no built-in CD driver for the laptop"
75,Micro-Star International,Custom MSI GP72 Leopard Pro-002-16-128 17.3\  Gaming Notebook Computer / Upgraded 16GB RAM + 128GB SSD / Intel i7-5700HQ / Nvidia GTX 950M,"$1,119.00",,"17.3\  FHD 16:9 \ Matte Type\  Anti-Glare Ultra Bright Screen (1920x1080). 5th Generation Intel? BroadwellTM i7-5700HQ (2.7GHz - 3.5GHz, 6MB Intel? Smart Cache). NVIDIA? GeForceTM GTX 950M (2.0GB) GDDR3 PCI-Express  (Maxwell) w/ OptimusTM Technology. RAM: 16GB DDR3 1600MHz (Dual Channel Memory (2x8GB SODIMMS)) Upgraded by Xotic PC / m.2 Slot 1: 128GB SSD Upgraded by Xotic PC Preconfigured as the OS Drive / HDD: 1TB 7200RPM (SATA III - 6GB/s) / ODD: 8x Super Multi DVDRW/CDRW Combo Drive (Dual Layer w/ Software) / WiFi: Intel? Dual Band AC 3160 802.11 A/AC/B/G/N 2.4/5.0GHz + Bluetooth 4.0 Up to 433Mbps (2x2. WINDOWS 8.1 - 64-Bit (Pre-Installed) / 2 Year MSI US/Canada Parts &amp; Labor + 1 Year US Accidental Damage Warranty (Requires Registration within 30 Days from Ship Date) 1 Year Global Warranty w/ Lifetime Tech Support / Warranty for parts Upgraded by Xotic PC 1yr (Domestic)"
76,Lenovo,"Lenovo Z70 17.3 Inch Laptop (Intel Core i7, 16 GB, 1TB HDD, Black) - Free Upgrade to Windows 10",$944.95,$979.99,Intel Core i7-5500U 2.4 GHz Processor. 16 GB DDR3 RAM. 1TB HDD Storage; DVDRW. 17.3 inches 1920x1080 pixels LED-lit Screen. Windows 8.1 Operating System; Black Chassis
77,HP,HP 15-f215dx 15.6-inch Laptop PC - AMD Quad-core A8 / 4GB Memory / 750GB HD / DVD��RW/CD-RW / HD Webcam / Windows 8.1 64-bit (Black),$379.99,$499.98,AMD Quad-Core A8-6410 Accelerated Processor with AMD Radeon R5 graphics��. 4GB DDR3L SDRAM/750GB Serial ATA hard drive (5400 rpm);. 15.6\  WLED-backlit high-definition display/1366 x 768 resolution;. DVD��RW/CD-RW drive/Built-in webcam and integrated digital microphone;. Windows 8.1 64-bit /Built-in wireless LAN (802.11b/g/n);
78,Dell,"Dell Latitude E6420 Premium-Built 14.1-Inch Business Laptop, Intel Core i5 2.5GHz with 3.2G Turbo Frequency, 8GB RAM, 128GB SSD, Windows 7 Professional 64-bit (Certified Refurbished)",$429.00,$799.00,"This Certified Refurbished product is manufacturer refurbished, shows limited or no wear, and includes all original accessories plus a 90 day warranty.. 14 Inch HD 1366 x 768 Display with build in webcam, DVDROM, Intel HD Graphics 3000, 10/100/1000 Gigabit Ethernet. Intel Core i5-2520M 3MB Cache, 2.5GHz, Max Turbo Frequency 3.2GHz, 8GB DDR3, 128GB SSD Hard Drive;. Network connector (RJ-45), Optional Modem connector (RJ-11), USB 2.0 (4), Microphone jack, Headphone/speaker out, IEEE 1394, Docking Connector, VGA, DisplayPort, SmartCard Reader and optional Contactless SmartCard Reader. MIL-STD 810G tested, spill-resistant keyboard, protective LCD seal.6-in-1 card reader; PCMCIA or ExpressCard 54; Recovery partition only, no recovery disc."
79,Lenovo,"Lenovo G50 Entertainment Laptop - Black: DOORBUSTER - Intel Core i7-5500U (2.4GHz / 3.0 GHz Turbo), 12GB RAM, 1TB HDD, 15.6\  FHD 1080P Display, DVD Burner,AC-WiFi, USB3.0, HDMI,Bluetooth, Windows 8.1",$899.77,"$1,099.99","5th Generation Intel Core i7-5500U Processor (2.4 GHz Turbo / 3.0 GHz Base, 1600MHz 4MB). 15.6\  FULL HD 1080P LED Display with integrated camera (1920x1080). 12.0GB PC3-12800 DDR3 SDRAM 1600 MHz. Windows 8.1 (Free Windows 10 Upgrade Eligible) / AC Wireless / Bluetooth 4.0. 1TB Hard Drive / DVD Recordable Drive / USB 3.0"
80,Toshiba,Toshiba 2-in-1 Convertible Tablet UltraBook 15.6\  Touchscreen Laptop - Intel Core i7 - 12GB DDR3L Ram Memory - 256GB SSD Solid State Drive P55W-B5318,$959.00,"$1,999.99","15.6\  WLED-Backlit Full HD Touchscreen Display with 10-point Multi-touch Function. 4th Gen Intel Core i7-4510U Processor 2.0GHz, up to 3.1GHz. 12GB DDR3L RAM / 256GB SSD. Windows 8.1 (64-bit) Operating System. Backlit Keyboard / WLAN / Bluetooth 4.0"
81,HP,HP Chromebook 14 Intel Celeron 2GB 16GB 14-inch Google Chromebook Laptop,$195.97,,"Processor: Intel Celeron 2955U with Intel HD Graphics (1.4 GHz, 2 MB cache, 2 cores). RAM: 2GB SDRAM DDR3L 1600MHz (onboard) | Storage: 16GB eMMC Flash Drive. Optical Drive: None | Operating System: Chrome OS. Graphics Card: Intel HD Graphics | Display: 14-inch HD WLED Brightview flat SVA (1366 x 768)"
82,Lenovo,"Lenovo Thinkpad Edge 15 Laptop with 15.6 Inch FHD Touchscreen Convertible 2 in 1, Intel Core i5-4210U (3M Cache, up to 2.70 GHz), 6GB RAM, 1TB HDD (Certified Refurbished)",$549.00,$999.00,"This Certified Refurbished product is manufacturer refurbished, shows limited or no wear, and includes all original accessories plus a 180-day warranty.. 15.6-Inch FHD (1920 x 1080) IPS LED Backlight Display with 10-Point Multi-Touch, screen can rotate 300�� to vary between laptop mode and stand mode. 6 GB DDR3 RAM, 1TB 5400 rpm Hard Drive, Intel HD Graphics 4400, Wi-Fi 802.11ac. Intel Core i5-4210U Processor (3M Cache, up to 2.70 GHz), Windows 8.1 (64-bit) free upgrade to Windows 10. Bluetooth 4.0, 1x USB 3.0 (A), 2x USB 2.0 (A), 1x HDMI,1x SD, 1x MMC, 10/100/1000 Mbps Gigabit Ethernet (RJ-45),"
83,Dell,"Dell Latitude E5540 Business Laptop Core I5-4200u 1.6 Ghz, Windows 7 Professional 64 Bit, 4 Gb Ram, 320 Gb Hard Drive, Dvd-writer",$679.99,$999.99,"Intel Core i5-4200U 1.60GHz Processor. 4GB DDR3 RAM, 320GB Hard Drive. Dell HD (1366x768) Wide View Anti-Glare WLED-backlit. Intel HD 4400 Graphics, DVD+/-RW. Windows 7 Professional 64-bit,"
84,Asus,"ASUS Flip 2-in-1 15.6 Inch Laptop (Intel Core i7, 8 GB, 1TB HDD, Black) - Free Upgrade to Windows 10",$735.99,$849.00,Intel Core i7-5500U 2.4 GHz Processor. 8 GB DDR3 RAM. 1TB HDD Storage; No Optical Drive. 15.6 inches 1366*768 pixels LED-lit Screen. Windows 8.1 Operating System; Black Chassis
85,Dell,"New Extended Replacement Laptop Battery for Dell Inspiron 1526 1525 1545 1546 - Li-ion, 11.1V, 6600mAh, 87wHr, 9 cells - with 2 Year Warranty",$9.99,,"Special design,High quality electric cell ! Say goodbye to dead digital devices !"
86,Dell,"Dell 15 5000 i15547-5003sLV 16-Inch Touch Screen Laptop (Core i5-4210U, 8GB RAM, 1TB HDD, Windows 8.1) Signature Edition",$508.35,$699.00,Vibrant TrueLife Touch display. Ultraportable sidekick. Powerful Intel Core i5 processor. Spill-resistant keyboard. Built to last
87,Asus,"ASUS ROG G751JL FHD 17.3 Inch Laptop (Intel Core i7, 16 GB, 1TB HDD, Black) with  NVIDIA GTX965M - Free Upgrade to Windows 10","$1,458.99",,"Intel Core i7-4720HQ 2.6 GHz Processor. 16 GB DDR3 RAM. 1TB HDD Storage; DL DVD��RW/CD-RW. 17.3 inches 1920*1080 pixels LED-lit Screen. Windows 8.1 Operating System, Black Chassis"
88,Acer,"Acer Aspire E5-571P 15.6-Inch Touchscreen Laptop - Intel Core i5 Processor, 4GB Memory, 500GB Hard Drive, Windows 8",$433.99,$599.99,"Intel Core i5-4210U 1.70 GHz with Turbo Boost Technology up to 2.70 GHz. 4GB DDR3L 1600 MHz - 500GB 5400 RPM HDD - SD/SDHC card reader - DVD SuperMulti DL Drive. 15.6 in HD widescreen CineCrystal LED-backlit (1366 x 768), 10-finger multi-touch support. Intel HD Graphics 4400 with shared graphics memory - Integrated audio. 1 USB 3.0 - 2 USB 2.0 - HDMI - VGA - Headphone output/Microphone input combo - LAN (10/100/1000)"
89,HP,"HP Elitebook 2540p 12-Inch Widescreen Display Notebook (Core i7 2.13GHz, 8GB Ram, 120GB Hard Drive, Windows 7 Professional)",$269.00,,SSD. Cute. i7. Light
90,Lenovo,Lenovo Z50 Laptop Computer - 59436279 - Black - 4th Generation Intel Core i7-4510U / 1TB Hard Drive / 8GB RAM / 15.6\  FHD 1920x1080 Display /Dual Band Wireless AC / DVD-Drive / Windows 8.1,$649.99,"$1,199.99","4th Generation Intel Core i7-4510U Processor (3.10GHz Turbo, 2.00GHz Base 1600MHz 4MB). Intel Dual Band Wireless-AC 3160. Full HD 1080p Display (1920x1080) with 720p HD Webcam. 1TB Hard Drive / Windows 8.1 / DVD Drive. 8.0GB PC3-12800 DDR3L SDRAM 1600 MHz / Bluetooth Version 4.0"
91,Acer,Acer Aspire V 15 V3-572G-76EM 15.6-Inch Full HD Laptop (Platinum Silver),$699.00,$799.99,"Intel Core i7-5500U Processor (2.4 GHz). 8 GB DDR3L SDRAM. 1 TB 5400 rpm Hard Drive. 15.6-Inch Screen, NVIDIA GeForce 840M. Windows 8.1, 7-hour battery life"
92,Toshiba,Super Power Supply? AC / DC Laptop Adapter Cord for Toshiba Satellite C655-s5060 C855-s5239p C855-s5306 C855-s5346 C855-s5348 C855d-s5203 C855d-s5205 C875-s7303 C875-s7340 C875-s7205 L775d-s7206 L855-s5210 L855-s5244 L875-s7208 L955-s5330; C855-s5308; C855d-s5110 C855d-s5307; C875-s7304; S855-s5378; Toshiba Portege Z830-s8302 Z935-p300 Netbook Notebook Battery Plug,$14.89,$29.99,Input: 110-220V Output: 19V 3.42A 65W. Warranty: 1 Year. Super Power Supply? are manufactured and tested to match or exceed OEM products.. Trademarked by Super Power Supply?. Sold exclusively by Super Power Supply?
93,Lenovo,Lenovo Flex 3 11.6\  TouchScreen 2-in-1 Laptop PC - Intel Celeron processor N2840/ 4GB DDR3L / 500GB HD / HD Webcam / WLAN 802.11b/g/n / Bluetooth 4.0 / Windows 10,$312.60,,Intel Celeron processor N2840. 4GB DDR3L Memory / 500GB Hard Drive / NO Optical Drive. 11.6\  LCD 10-point multitouch screen / Intel HD Graphics. Built-in HD Webcam / WLAN (802.11b/g/n) / Bluetooth 4.0 interface. Windows 10 / 360�� hinge / Weighs only 3 lbs
94,Toshiba,"Toshiba Satellite C55D-B5160 Laptop, AMD Dual-Core E1-6010, 1.35GHz, 4GB DDR3L, 500GB, 15.6\  HD, HD Webcam, Wireless, Memory Card Reader, Textured Resin in Jet Black, No Optical Drive, Windows 8.1 with Bing",$279.99,,"Toshiba Satellite C55 Laptop Computer with AMD E1 Processor. AMD Dual-Core E1-6010, 1.35GHz. 4GB, 500GB, 15.6. Wireless, Webcam, Textured Resin in Jet Black. Windows 8.1 with Bing"
95,Toshiba,"Eathtek New Bottom Case Base Cover for Toshiba C655 C655D series Laptop, Compatible with part# V000220070 (Note: The part# may be different)",$39.45,,Brand New. 6 Months Quality Warranty
96,Other,Tonor? Foldable Folding Arc Optical Wireless Mouse For Laptop Mac Computer (Red),,,"Compatible with Windows 2000/Vista/Win7/Win8/Mac OS X(10.2.8) or higher. Upgraded version for the same mode in all the market.More durable material, higher quality two-side mouse board. Works on all kinds of surface, the bare desk surface, the mouse pad, the glass and even on your palm.. Folds to 60% of its fully expanded size when you're on the go,easy to put into your laptop case. Fold to turn off, save power in a second,easy and convenient. 1200DPI, Ideal for home and office use.. LIFETIME GUARANTEE:We stand behind our mouse 100% therefore we are willing to offer this phenomenal guarantee. When you got any problem with the item you receive, simply send a product inquiry message to Tonor(make sure you don't reach Amazon FBA Customer Service in stead)Our guarantee is simple if you have any problems with our mouse we will replace it no questions asked.We only want happy customers! Purchase Tonor now and rest satisfied that a great product is on its way!"
97,Lenovo,"Lenovo G50-80 80E501U3US 16-Inch LED Notebook (2.20GHz Intel Core i5-5200U, 6GB Memory, 500GB Hard Drive, Windows 8.1) Textured Black",$569.99,,"Processor Type: Intel 5th Generation Dual-core i5-5200U 2.20GHz, up to 2.7Ghz by Turbo boost. Screen Size: 15.6\  widescreen 1366 x 768. 6 GB DDR3 memory, 500GB Hard drive, 8X DVD+/-RW,. Operating System: Windows 8.1 Home Premium 64 bit. 1 x USB 3.0, 2 x USB 2.0, 1 x HDMI, 802.11b/g/n Wireless LAN, Bluetooth 4.0"
