_id,ltable.id,rtable.id,ltable.authors,ltable.title,ltable.venue,ltable.year,rtable.authors,rtable.title,rtable.venue,rtable.year,gold
342,journals/sigmod/ShethM02,637418,"Robert Meersman, Amit P. Sheth",Amicalola Report: Database and Information System Research Challenges and Opportunities in Semantic Web and Enterprises,SIGMOD Record,2002.0,"Kemafor Anyanwu, Amit Sheth",The  operator: discovering and ranking associations on the semantic web,ACM SIGMOD Record,2002,0
343,journals/sigmod/ShethMKA01,604286,"John A. Miller, Amit P. Sheth, Ismailcem Budak Arpinar, Krys Kochut",Research in Multi-Organizational Processes and Semantic Information Brokering at the LSDIS Lab,SIGMOD Record,2001.0,"Amit Sheth, John Miller, Krys Kochut, Budak Arpinar",Research in multi-organizational processes and semantic information brokering at the LSDIS lab,ACM SIGMOD Record,2001,1
344,journals/sigmod/ShinM94,190633,"Arnold Charles Meltzer, Dong Keun Shin",A New Join Algorithm,SIGMOD Record,1994.0,"Dong Keun Shin, Arnold Charles Meltzer",A new join algorithm,ACM SIGMOD Record,1994,1
345,journals/sigmod/SilberschatzSU96,671680,"Jeffrey D. Ullman, Abraham Silberschatz, Michael Stonebraker",Database Research: Achievements and Opportunities Into the 21st Century,SIGMOD Record,1996.0,Michael L. Brodie,"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2",Very Large Data Bases,2000,0
346,journals/sigmod/SmithO99,304204,"Ken Smith, Leo Obrst",Unpacking The Semantics Source Usage To Perform Semantic Reconciliation In Large-Scale Information Systems,SIGMOD Record,1999.0,"Gurmeet Singh Manku, Sridhar Rajagopalan, Bruce G. Lindsay",Random sampling techniques for space efficient online computation of order statistics of large datasets,International Conference on Management of Data,1999,0
347,journals/sigmod/Snodgrass98a,601875,Richard T. Snodgrass,Reminiscences on Influential Papers,SIGMOD Record,1998.0,"Kenneth A. Ross, Theodore Johnson, Richard Thomas Snodgrass",Reminiscences on influential papers,ACM SIGMOD Record,2002,0
348,journals/sigmod/SnodgrassGIMSU98,288087,"Hector Garcia-Molina, Patricia G. Selinger, Tomasz Imielinski, David Maier, Jeffrey D. Ullman, Richard T. Snodgrass",Reminiscences on Influential Papers,SIGMOD Record,1998.0,"Curtis E. Dyreson, Richard Thomas Snodgrass",Supporting valid-time indeterminacy,ACM Transactions on Database Systems (TODS),1998,0
349,journals/sigmod/StolfoLCFE01,604267,"Wenke Lee, Eleazar Eskin, Wei Fan, Salvatore J. Stolfo, Philip K. Chan",Data Mining-based Intrusion Detectors: An Overview of the Columbia IDS Project,SIGMOD Record,2001.0,"Salvatore J. Stolfo, Wenke Lee, Philip K. Chan, Wei Fan, Eleazar Eskin",Data mining-based intrusion detectors: an overview of the columbia IDS project,ACM SIGMOD Record,2001,1
350,journals/sigmod/Suciu97,271077,Dan Suciu,Foreword: Management of Semistructured Data,SIGMOD Record,1997.0,Dan Suciu,Management of semistructured data,ACM SIGMOD Record,1997,1
351,journals/sigmod/TianDCZ02,507341,"David J. DeWitt, Jianjun Chen, Chun Zhang, Feng Tian",The Design and Performance Evaluation of Alternative XML Storage Strategies,SIGMOD Record,2002.0,"Feng Tian, David J. DeWitt, Jianjun Chen, Chun Zhang",The design and performance evaluation of alternative XML storage strategies,ACM SIGMOD Record,2002,1
352,journals/sigmod/TianDCZ02,672966,"David J. DeWitt, Jianjun Chen, Chun Zhang, Feng Tian",The Design and Performance Evaluation of Alternative XML Storage Strategies,SIGMOD Record,2002.0,"Sarabjot S. Anand, David A. Bell, John G. Hughes",An Empirical Performance Study of the Ingres Search Accelerator for a Large Property Management Database System,Very Large Data Bases,1994,0
353,journals/sigmod/Vassilakis00,335473,Costas Vassilakis,An Optimisation Scheme for Coalesce/Valid Time Selection Operator Sequences,SIGMOD Record,2000.0,"Joseph M. Hellerstein, Hans-Peter Kriegel, David Comet, Christos Falsutsos, Raghu Ramakrishnan, Paul Brown",Index research (panel session): forest or trees?,International Conference on Management of Data,2000,0
354,journals/sigmod/VetterliVS00,362138,"Anca Vaduva, Thomas Vetterli, Martin Staudt",Metadata Standards for Data Warehousing: Open Information Model vs. Common Warehouse Metamodel,SIGMOD Record,2000.0,"Thomas Vetterli, Anca Vaduva, Martin Staudt",Metadata standards for data warehousing: open information model vs. common warehouse metadata,ACM SIGMOD Record,2000,1
355,journals/sigmod/Weikum02,601867,Gerhard Weikum,Foundations of Statistical Natural Language Processing - Book Review,SIGMOD Record,2002.0,Gerhard Weikum,Foundations of statistical natural language processing,ACM SIGMOD Record,2002,1
356,journals/sigmod/Winslett02b,601871,Marianne Winslett,Hector Garcia-Molina Speaks Out,SIGMOD Record,2002.0,Marianne Winslett,"Hector Garcia-Molina speaks out: regarding startups, how life is getting harder, delta papers, CS in Mexico, life as a department chair, and more",ACM SIGMOD Record,2002,1
357,journals/sigmod/YuenCLL00,671695,"Hei-Wing Leung, Joe Chun-Hung Yuen, Edward Chan, Kam-yiu Lam",Cache Invalidation Scheme for Mobile Computing Systems with Real-time Data,SIGMOD Record,2000.0,"Jayavel Shanmugasundaram, Eugene J. Shekita, Rimon Barr, Michael J. Carey, Bruce G. Lindsay, Hamid Pirahesh, Berthold Reinwald",Efficiently Publishing Relational Data as XML Documents,Very Large Data Bases,2000,0
358,journals/tods/Alagic99,328943,Suad Alagic,Type-Checking OQL Queries In the ODMG Type Systems,ACM Trans. Database Syst.,1999.0,Suad Alagc,Type-checking OQL queries in the ODMG type systems,ACM Transactions on Database Systems (TODS),1999,1
359,journals/tods/BaralisW00,363954,"Jennifer Widom, Elena Baralis",An algebraic approach to static analysis of active database rules,ACM Trans. Database Syst.,2000.0,"Elena Baralis, Jennifer Widom",An algebraic approach to static analysis of active database rules,ACM Transactions on Database Systems (TODS),2000,1
360,journals/tods/CasatiCPP99,328996,"Stefano Paraboschi, Stefano Ceri",Specification and Implementation of Exceptions in Workflow Management Systems,ACM Trans. Database Syst.,1999.0,"Fabio Casati, Stefano Ceri, Stefano Paraboschi, Guiseppe Pozzi",Specification and implementation of exceptions in workflow management systems,ACM Transactions on Database Systems (TODS),1999,1
361,journals/tods/ChaudhuriS99,320249,"Kyuseok Shim, Surajit Chaudhuri",Optimization of Queries with User-Defined Predicates,ACM Trans. Database Syst.,1999.0,"Surajit Chaudhuri, Kyuseok Shim",Optimization of queries with user-defined predicates,ACM Transactions on Database Systems (TODS),1999,1
362,journals/tods/ChenHM95,672042,"I-Min A. Chen, Dennis McLeod, Richard Hull",An Execution Model for Limited Ambiguity Rules and Its Application to Derived Data Update,ACM Trans. Database Syst.,1995.0,"Helena Galhardas, Daniela Florescu, Dennis Shasha, Eric Simon, Cristian-Augustin Saita","Declarative Data Cleaning: Language, Model, and Algorithms",Very Large Data Bases,2001,0
363,journals/tods/ChomickiTB01,383892,"Jan Chomicki, David Toman, Michael H. Bhlen",Querying ATSQL databases with temporal logic,ACM Trans. Database Syst.,2001.0,"Jan Chomicki, David Toman, Michael H. Bhlen",Querying ATSQL databases with temporal logic,ACM Transactions on Database Systems (TODS),2001,1
364,journals/tods/CliffordDIJS97,671857,"Christian S. Jensen, Toms Isakowitz, Richard T. Snodgrass, Curtis E. Dyreson, James Clifford",On the Semantics of ``Now'' in Databases,ACM Trans. Database Syst.,1997.0,"Meridith A. Lane, James L. Edwards, Ebbe Nielsen","Biodiversity Informatics: The Challenge of Rapid Development, Large Databases, and Complex Data (Keynote)",Very Large Data Bases,2000,0
365,journals/tods/EiterLLS01,502031,"Thomas Eiter, V. S. Subrahmanian, Thomas Lukasiewicz, James J. Lu",Probabilistic object bases,ACM Trans. Database Syst.,2001.0,"Thomas Eiter, James J. Lu, Thomas Lukasiewicz, V. S. Subrahmanian",Probabilistic object bases,ACM Transactions on Database Systems (TODS),2001,1
366,journals/tods/FernandezKSMT02,582413,"Dan Suciu, Yana Kadiyska, Wang Chiew Tan, Mary F. Fernandez, Atsuyuki Morishima",SilkRoute: A framework for publishing relational data in XML,ACM Trans. Database Syst.,2002.0,"Mary Fernndez, Yana Kadiyska, Dan Suciu, Atsuyuki Morishima, Wang-Chiew Tan",SilkRoute: A framework for publishing relational data in XML,ACM Transactions on Database Systems (TODS),2002,1
367,journals/tods/Galindo-LegariaR97,244812,"Csar A. Galindo-Legaria, Arnon Rosenthal",Outerjoin Simplification and Reordering for Query Optimization,ACM Trans. Database Syst.,1997.0,"Csar Galindo-Legaria, Arnon Rosenthal",Outerjoin simplification and reordering for query optimization,ACM Transactions on Database Systems (TODS),1997,1
368,journals/tods/GibbonsMP02,581753,"Viswanath Poosala, Phillip B. Gibbons, Yossi Matias",Fast incremental maintenance of approximate histograms,ACM Trans. Database Syst.,2002.0,"Phillip B. Gibbons, Yossi Matias, Viswanath Poosala",Fast incremental maintenance of approximate histograms,ACM Transactions on Database Systems (TODS),2002,1
369,journals/tods/GunopulosKMSTS03,777945,"Sanjeev Saluja, Hannu Toivonen, Roni Khardon, Heikki Mannila, Ram Sewak Sharm, Dimitrios Gunopulos",Discovering all most specific sentences,ACM Trans. Database Syst.,2003.0,"Dimitrios Gunopulos, Roni Khardon, Heikki Mannila, Sanjeev Saluja, Hannu Toivonen, Ram Sewak Sharma",Discovering all most specific sentences,ACM Transactions on Database Systems (TODS),2003,1
370,journals/tods/MokNE96,227612,"Yiu-Kai Ng, David W. Embley, Wai Yin Mok",A Normal Form for Precisely Characterizing Redundancy in Nested Relations,ACM Trans. Database Syst.,1996.0,"Wai Yin Mok, Yiu-Kai Ng, David W. Embley",A normal form for precisely characterizing redundancy in nested relations,ACM Transactions on Database Systems (TODS),1996,1
371,journals/tods/Ng01,375737,Wilfred Ng,An extension of the relational data model to incorporate ordered domains,ACM Trans. Database Syst.,2001.0,"Julio C. Navas, Michael Wynblatt",The network is the database: data management for highly distributed systems,International Conference on Management of Data,2001,0
372,journals/tods/OliverS94,174640,"Sebastiaan H. von Solms, Martin S. Olivier",A Taxonomy for Secure Object-Oriented Databases,ACM Trans. Database Syst.,1994.0,"Martin S. Olivier, Sebastiaan H. von Solms",A taxonomy for secure object-oriented databases,ACM Transactions on Database Systems (TODS),1994,1
373,journals/tods/OliverS94,673639,"Sebastiaan H. von Solms, Martin S. Olivier",A Taxonomy for Secure Object-Oriented Databases,ACM Trans. Database Syst.,1994.0,"Marc Gyssens, Laks V. S. Lakshmanan",A Foundation for Multi-dimensional Databases,Very Large Data Bases,1997,0
374,journals/tods/RaschidL96,564702,"Louiqa Raschid, Jorge Lobo",Semantics for Update Rule Programs and Implementations in a Relational Database Management System,ACM Trans. Database Syst.,1996.0,"Vladimir Zadorozhny, Louiqa Raschid, Maria Esther Vidal, Tolga Urhan, Laura Bright",Efficient evaluation of queries in a mediator for WebSources,International Conference on Management of Data,2002,0
375,journals/tods/ShashaLSV95,219774,"Dennis Shasha, Eric Simon, Patrick Valduriez, Franois Llirbat",Transaction Chopping: Algorithms and Performance Studies,ACM Trans. Database Syst.,1995.0,Doug Stacey,"Replication: DB2, Oracle, or Sybase?",ACM SIGMOD Record,1995,0
376,journals/tods/SistlaWYS98,277641,"A. Prasad Sistla, Robert H. Sloan, Yelena Yesha, Ouri Wolfson",Towards a Theory of Cost Management for Digital Libraries and Electronic Commerce,ACM Trans. Database Syst.,1998.0,"A. Prasad Sistla, Ouri Wolfson, Yelena Yesha, Robert Sloan",Towards a theory of cost management for digital libraries and electronic commerce,ACM Transactions on Database Systems (TODS),1998,1
377,journals/tods/SrivastavaSRN95,673295,"S. Sudarshan, Divesh Srivastava, Raghu Ramakrishnan, Jeffrey F. Naughton",Space Optimization in Deductive Databases,ACM Trans. Database Syst.,1995.0,"Peter J. Haas, Jeffrey F. Naughton, S. Seshadri, Lynne Stokes",Sampling-Based Estimation of the Number of Distinct Values of an Attribute,Very Large Data Bases,1995,0
378,journals/tods/StolboushkinT98,288089,"Alexei P. Stolboushkin, Michael A. Taitslin",Safe Stratified Datalog with Integer Order Does Not Have Syntax,ACM Trans. Database Syst.,1998.0,"Alexei P. Stolboushkin, Michael A. Taitslin",Safe stratified Datalog with integer order does not have syntax,ACM Transactions on Database Systems (TODS),1998,1
379,journals/tods/Subrahmanian94,673490,V. S. Subrahmanian,Amalgamating Knowledge Bases,ACM Trans. Database Syst.,1994.0,"Laks V. S. Lakshmanan, Fereidoon Sadri, Iyer N. Subramanian",SchemaSQL - A Language for Interoperability in Relational Multi-Database Systems,Very Large Data Bases,1996,0
380,journals/tods/TaoP03,777944,"Yufei Tao, Dimitris Papadias",Spatial queries in dynamic environments,ACM Trans. Database Syst.,2003.0,"Yufei Tao, Dimitris Papadias",Spatial queries in dynamic environments,ACM Transactions on Database Systems (TODS),2003,1
381,journals/tods/WangBBJ97,249979,"Alexander Brodsky, Sushil Jajodia, Claudio Bettini, Xiaoyang Sean Wang",Logical Design for Temporal Databases with Multiple Granularities,ACM Trans. Database Syst.,1997.0,"X. Sean Wang, Claudio Bettini, Alexander Brodsky, Sushil Jajodia",Logical design for temporal databases with multiple granularities,ACM Transactions on Database Systems (TODS),1997,1
382,journals/tods/YanG94,381882,"Tak W. Yan, Hector Garcia-Molina",Index Structures for Selective Dissemination of Information Under the Boolean Model,ACM Trans. Database Syst.,1994.0,"Brad Adelberg, Ben Kao, Hector Garcia-Molina",Overview of the STanford Real-time Information Processor (STRIP),ACM SIGMOD Record,1996,0
383,journals/vldb/AbadiCCCCLSTZ03,672820,"Christian Convey, Sangdon Lee, Ugur etintemel, Daniel J. Abadi, Michael Stonebraker, Mitch Cherniack, Donald Carney, Stanley B. Zdonik, Nesime Tatbul",Aurora: a new model and architecture for data stream management,VLDB J.,2003.0,"Alice H. Muntz, Christian T. Ramiller",A Requirement-Based Approach to Data Modeling and Re-Engineering,Very Large Data Bases,1994,0
384,journals/vldb/AntoshenkovZ96,765852,"Gennady Antoshenkov, Mohamed Ziauddin",Query Processing and Optimization in Oracle Rdb,VLDB J.,1996.0,"Gennady Antoshenkov, Mohamed Ziauddin",Query processing and optimization in Oracle Rdb,The VLDB Journal  The International Journal on Very Large Data Bases,1996,1
385,journals/vldb/AtzeniM00,671682,"Alberto O. Mendelzon, Paolo Atzeni",Guest Editorial: Databases and the Web,VLDB J.,2000.0,"Cyrus Shahabi, Adil Faisal, Farnoush Banaei Kashani, Jabed Faruque",INSITE: A Tool for Interpreting Users? Interaction with a Web Space,Very Large Data Bases,2000,0
386,journals/vldb/Barbara-MillaG94,223842,"Daniel Barbar, Hector Garcia-Molina",The Demarcation Protocol: A Technique for Maintaining Constraints in Distributed Database Systems,VLDB J.,1994.0,"B. Adelberg, H. Garcia-Molina, B. Kao",Applying update streams in a soft real-time database system,International Conference on Management of Data,1995,0
387,journals/vldb/BeckerGOSW96,765854,"Thomas Ohler, Peter Widmayer, Bruno Becker, Stephan Gschwind, Bernhard Seeger",An Asymptotically Optimal Multiversion B-Tree,VLDB J.,1996.0,"Bruno Becker, Stephan Gschwind, Thomas Ohler, Bernhard Seeger, Peter Widmayer",An asymptotically optimal multiversion B-tree,The VLDB Journal  The International Journal on Very Large Data Bases,1996,1
388,journals/vldb/BernsteinPS00,765235,"David Shutt, Philip A. Bernstein, Shankar Pal",Context-based prefetch - an optimization for implementing objects on relations,VLDB J.,2000.0,"Philip A. Bernstein, Shankar Pal, David Shutt",Context-based prefetch - an optimization for implementing objects on relations,The VLDB Journal  The International Journal on Very Large Data Bases,2000,1
389,journals/vldb/ChakrabartiGRS01,767147,"Rajeev Rastogi, Minos N. Garofalakis, Kyuseok Shim, Kaushik Chakrabarti",Approximate query processing using wavelets,VLDB J.,2001.0,"Kaushik Chakrabarti, Minos Garofalakis, Rajeev Rastogi, Kyuseok Shim",Approximate query processing using wavelets,The VLDB Journal  The International Journal on Very Large Data Bases,2001,1
390,journals/vldb/CliftonGB95,615214,"David Bloom, Chris Clifton, Hector Garcia-Molina",HyperFile: A Data and Query Model for Documents,VLDB J.,1995.0,"Chris Clifton, Hector Garcia-Molina, David Bloom",HyperFile: a data and query model for documents,The VLDB Journal  The International Journal on Very Large Data Bases,1995,1
391,journals/vldb/Cobb97,765555,Edward E. Cobb,The Impact of Technology on Commercial Transaction Processing,VLDB J.,1997.0,Edward E. Cobb,The impact of object technology on commercial transaction processing,The VLDB Journal  The International Journal on Very Large Data Bases,1997,1
392,journals/vldb/DeWittNSV96,765751,"Jeffrey F. Naughton, John C. Shafer, David J. DeWitt, Shivakumar Venkataraman",Parallelising OODBMS Traversals: A Performance Evaluation,VLDB J.,1996.0,"David J. De Witt, Jeffrey F. Naughton, John C. Shafer, Shivakumar Venkataraman",Parallelizing OODBMS traversals: a performance evaluation,The VLDB Journal  The International Journal on Very Large Data Bases,1996,1
393,journals/vldb/DesslochHMMT98,765526,"Nelson Mendona Mattos, Joachim Thomas, Theo Hrder, Stefan Deloch, Bernhard Mitschang","Advanced Data Processing in KRISYS: Modeling Concepts, Implementation Techniques, and Client/Server Issues",VLDB J.,1998.0,"Stefan Deloch, Theo Hrder, Nelson Mattos, Bernhard Mitschang, Joachim Thomas","Advanced data processing in KRISYS: modeling concepts, implementation techniques, and client/server issues",The VLDB Journal  The International Journal on Very Large Data Bases,1998,1
394,journals/vldb/EvangelidisS97,765544,"Betty Salzberg, David B. Lomet, Georgios Evangelidis","The hB-Pi-Tree: A Multi-Attribute Index Supporting Concurrency, Recovery and Node Consolidation",VLDB J.,1997.0,"Georgios Evangelidis, David Lomet, Betty Salzberg","The hB $^\\Pi$-tree: a multi-attribute index supporting concurrency, recovery and node consolidation",The VLDB Journal  The International Journal on Very Large Data Bases,1997,1
395,journals/vldb/FangGM96,765693,"Shahram Ghandeharizadeh, Doug Fang",An Experimental System for Object-Based Sharing in Federated Databases,VLDB J.,1996.0,"Doug Fang, Shahram Ghandeharizadeh, Dennis McLeod",An experimental object-based sharing system for networked databases,The VLDB Journal  The International Journal on Very Large Data Bases,1996,1
396,journals/vldb/FiletoLPAM03,953244,"Ling Liu, Eduardo Delgado Assad, Calton Pu, Renato Fileto, Claudia Bauzer Medeiros",POESIA: An ontological workflow approach for composing Web services in agriculture,VLDB J.,2003.0,"Renato Fileto, Ling Liu, Calton Pu, Eduardo Delgado Assad, Claudia Bauzer Medeiros",POESIA: An ontological workflow approach for composing Web services in agriculture,The VLDB Journal  The International Journal on Very Large Data Bases,2003,1
397,journals/vldb/HarderR96,765805,"Joachim Reinert, Theo Hrder",Access Path Support for Referential Integrity in SQL2,VLDB J.,,"Theo Hrder, Joachim Reinert",Access path support for referential integrity in SQL2,The VLDB Journal  The International Journal on Very Large Data Bases,1996,1
398,journals/vldb/HarderST99,564703,"Theo Hrder, Joachim Thomas, Gnter Sauter",The Intrinsic Problems of Structural Heterogeneity and an Approach to Their Solution,VLDB J.,1999.0,"Anindya Datta, Kaushik Dutta, Helen Thomas, Debra VanderMeer, Suresha, Krithi Ramamritham",Proxy-based acceleration of dynamically generated content on the world wide web: an approach and implementation,International Conference on Management of Data,2002,0
399,journals/vldb/IvesHW02,764206,"Daniel S. Weld, Alon Y. Halevy",An XML query engine for network-bound data,VLDB J.,2002.0,"Zachary G. Ives, A. Y. Halevy, D. S. Weld",An XML query engine for network-bound data,The VLDB Journal  The International Journal on Very Large Data Bases,2002,1
400,journals/vldb/KashyapS96,637430,"Vipul Kashyap, Amit P. Sheth",Semantic and Schematic Similarities Between Database Objects: A Context-Based Approach,VLDB J.,,"Amit Sheth, Robert Meersman",Amicalola report: database and information systems research challenges and opportunities in semantic web and enterprises,ACM SIGMOD Record,2002,0
401,journals/vldb/KraissW98,673664,"Achim Kraiss, Gerhard Weikum",Integrated Document Caching and Prefetching in Storage Hierarchies Based on Markov-Chain Predictions,VLDB J.,1998.0,"Achim Kraiss, Gerhard Weikum",Vertical Data Migration in Large Near-Line Document Archives Based on Markov-Chain Predictions,Very Large Data Bases,1997,0
402,journals/vldb/MaratheS02,767098,"Arunprasad P. Marathe, Kenneth Salem",Query processing techniques for arrays,VLDB J.,,"Arunprasad P. Marathe, Kenneth Salem",Query processing techniques for arrays,The VLDB Journal  The International Journal on Very Large Data Bases,2002,1
403,journals/vldb/MylopoulosCPST96,765853,"Thodoros Topaloglou, Adel Shrufi, Vinay K. Chaudhri, Dimitris Plexousakis, John Mylopoulos",Building Knowledge Base Management Systems,VLDB J.,1996.0,"John Mylopoulos, Vinay Chaudhri, Dimitris Plexousakis, Adel Shrufi, Thodoros Topologlou",Building knowledge base management systems,The VLDB Journal  The International Journal on Very Large Data Bases,1996,1
404,journals/vldb/NanopoulosM02,767130,"Alexandros Nanopoulos, Yannis Manolopoulos",Efficient similarity search for market basket data,VLDB J.,2002.0,"Alexandros Nanopoulos, Yannis Manolopoulos",Efficient similarity search for market basket data,The VLDB Journal  The International Journal on Very Large Data Bases,2002,1
405,journals/vldb/OoiHLT96,233338,"Jiawei Han, Beng Chin Ooi, Hongjun Lu, Kian-Lee Tan",Index Nesting - An Efficient Approach to Indexing in Object-Oriented Databases,VLDB J.,1996.0,"Jignesh M. Patel, David J. DeWitt",Partition based spatial-merge join,International Conference on Management of Data,1996,0
406,journals/vldb/OoiHLT96,673139,"Jiawei Han, Beng Chin Ooi, Hongjun Lu, Kian-Lee Tan",Index Nesting - An Efficient Approach to Indexing in Object-Oriented Databases,VLDB J.,1996.0,"Hongjun Lu, Kian-Lee Tan, Son Dao",The Fittest Survives: An Adaptive Approach to Query Optimization,Very Large Data Bases,1995,0
407,journals/vldb/OzsuPSILM95,615215,"Randal J. Peters, M. Tamer zsu, Boman Irani, Adriana Muoz, Anna Lipka, Duane Szafron",TIGUKAT: A Uniform Behavioral Objectbase Management System,VLDB J.,1995.0,"Divyakant Agrawal, Amr El Abbadi, Richard Jeffers, Lijing Lin",Ordered shared locks for real-time databases,The VLDB Journal  The International Journal on Very Large Data Bases,1995,0
408,journals/vldb/PapadiasS94,615209,"Dimitris Papadias, Timos K. Sellis",Qualitative Representation of Spatial Knowledge in Two-Dimensional Space,VLDB J.,1994.0,"Dimitris Papadias, Timos Sellis",Qualitative representation of spatial knowledge in two-dimensional space,The VLDB Journal  The International Journal on Very Large Data Bases,1994,1
409,journals/vldb/RamakrishnanSSS94,191979,"Raghu Ramakrishnan, S. Sudarshan, Divesh Srivastava, Praveen Seshadri",The CORAL Deductive System,VLDB J.,1994.0,"Jiawei Han, Yongjian Fu, Yue Huang, Yandong Cai, Nick Cercone",DBLearn: a system prototype for knowledge discovery in relational databases,International Conference on Management of Data,1994,0
410,journals/vldb/ScheuermannWZ98,765523,"Gerhard Weikum, Peter Zabback, Peter Scheuermann",Data Partitioning and Load Balancing in Parallel Disk Systems,VLDB J.,1998.0,"Peter Scheuermann, Gerhard Weikum, Peter Zabback",Data partitioning and load balancing in parallel disk systems,The VLDB Journal  The International Journal on Very Large Data Bases,1998,1
411,journals/vldb/SivasankaranSTPR96,253294,"Rajendran M. Sivasankaran, Bhaskar Purimetla, John A. Stankovic, Krithi Ramamritham, Donald F. Towsley",Priority Assignment in Real-Time Active Databases,VLDB J.,1996.0,"R. J. Bayardo, Jr., W. Bohrer, R. Brice, A. Cichocki, J. Fowler, A. Helal, V. Kashyap, T. Ksiezyk, G. Martin, M. Nodine, M. Rashid, M. Rusinkiewicz, R. Shea, C. Unnikrishnan, A. Unruh, D. Woelk",InfoSleuth: agent-based semantic integration of information in open and dynamic environments,International Conference on Management of Data,1997,0
412,journals/vldb/SivasankaranSTPR96,765752,"Rajendran M. Sivasankaran, Bhaskar Purimetla, John A. Stankovic, Krithi Ramamritham, Donald F. Towsley",Priority Assignment in Real-Time Active Databases,VLDB J.,1996.0,"Rajendran M. Sivasankaran, John A. Stankovic, Don Towsley, Bhaskar Purimetla, Krithi Ramamritham",Priority assignment in real-time active databases,The VLDB Journal  The International Journal on Very Large Data Bases,1996,1
413,journals/vldb/SwamiS95,191877,"K. Bernhard Schiefer, Arun N. Swami",Estimating Page Fetches for Index Scans with Finite LRU Buffers,VLDB J.,1995.0,"Arun Swami, K. Bernhard Schiefer",Estimating page fetches for index scans with finite LRU buffers,International Conference on Management of Data,1994,0
414,journals/vldb/TsatalosSI96,765690,"Yannis E. Ioannidis, Marvin H. Solomon, Odysseas G. Tsatalos",The GMAP: A Versatile Tool for Physical Data Independence,VLDB J.,1996.0,"Odysseas G. Tsatalos, Marvin H. Solomon, Yannis E. Ioannidis",The GMAP: a versatile tool for physical data independence,The VLDB Journal  The International Journal on Very Large Data Bases,1996,1
