id,movie_name,year,directors,actors,critic_rating,genre,pg_rating,duration
142,Ocean's Thirteen,2007,Steven Soderbergh,"George Clooney,Brad Pitt,Matt Damon,Ellen Barkin,Elliott Gould,Al Pacino,Bernie Mac,Don Cheadle,Andy Garcia",2.5,"Action, Comedy, Crime",Rated PG-13,122 minutes
143,You Kill Me,2007,John Dahl,"Ben Kingsley,Tea Leoni,Luke Wilson,Bill Pullman,Dennis Farina",2,"Action, Comedy, Crime, Thriller",Rated R,90 minutes
144,A Mighty Heart,2007,Michael Winterbottom,"Angelina Jolie,Dan Futterman,Will Patton,Denis O'Hare,Archie Panjabi",3.5,"Drama, Indie, Thriller",Rated R,100 minutes
145,Sicko,2007,,,3.5,Documentary,Rated PG-13,123 minutes
146,Live Free or Die Hard,2007,,,3,"Action, Thriller",Rated PG-13,128 minutes
147,Moolaade,2007,,"Fatoumata Coulibaly,Maimouna Helene Diarra,Salimata Traore,Dominique Zeida,Mah Compaore",4,"Drama, Foreign",Rated NR,124 minutes
148,Evening,2007,Lajos Koltai,"Vanessa Redgrave,Claire Danes,Natasha Richardson,Toni Collette,Mamie Gummer,Meryl Streep,Glenn Close,Hugh Dancy",1.5,"Drama, Romance",Rated PG-13,130 minutes
149,Lady Chatterley,2007,Pascale Ferran,"Marina Hands,Jean-Louis Coullo'ch,Hippolyte Girardot,Helene Alexandridis,Helene Fillieres,Bernard Verley,Sava Lolov",2,"Drama, Foreign, Indie, Romance",Rated NR,167 minutes
150,Transformers,2007,Michael Bay,"Shia LaBeouf,Tyrese Gibson,Josh Duhamel,Anthony Anderson,Megan Fox,Rachael Taylor,John Turturro,Jon Voight",3,"Action, Adventure, Science Fiction, Thriller",Rated PG-13,144 minutes
151,The Departed,2007,Martin Scorsese,"Leonardo DiCaprio,Matt Damon,Jack Nicholson,Mark Wahlberg,Martin Sheen,Ray Winstone,Vera Farmiga,Anthony Anderson,Alec Baldwin",4,"Action, Drama, Thriller",Rated R,151 minutes
152,Mountain Patrol: Kekexili,2006,,"Duo Bujie,Lei Zhang,Liang Qi,Xueying Zhao",3.5,"Action, Drama, Foreign",Rated NR,85 minutes
153,Mrs. Palfrey at the Claremont,2006,Dan Ireland,"Joan Plowright,Rupert Friend,Zoe Tapper,Anna Massey,Robert Lang,Marcia Warren,Georgina Hale,Millicent Martin",3,"Comedy, Drama, Foreign",Rated NR,108 minutes
154,Mission: Impossible III,2006,,"Tom Cruise,Philip Seymour Hoffman,Ving Rhames,Keri Russell,Laurence Fishburne,Billy Crudup,Jonathan Rhys-Meyers,Michelle Monaghan",2.5,"Action, Adventure, Thriller",Rated PG-13,126 minutes
155,The Promise,2006,,"Dong-Gun Jang,Hiroyuki Sanada,Cecilia Cheung,Nicholas Tse,Liu Ye",1.5,"Action, Drama, Fantasy, Foreign, Romance, Science Fiction, Thriller",Rated PG-13,98 minutes
156,Art School Confidential,2006,Terry Zwigoff,"Max Minghella,Sophia Myles,John Malkovich,Jim Broadbent,Ethan Suplee,Joel David Moore,Anjelica Huston,Matt Keeslar,Scoot McNairy",3,"Action, Comedy, Drama, Indie",Rated R,102 minutes
157,Goal! The Dream Begins,2006,Danny Cannon,"Kuno Becker,Alessandro Nivola,Stephen Dillane,Anna Friel,Marcel Iures,Sean Pertwee,Cassandra Bell",3,"Drama, Sports Film",Rated PG,118 minutes
158,Poseidon,2006,Wolfgang Petersen,"Josh Lucas,Kurt Russell,Jacinda Barrett,Richard Dreyfuss,Jimmy Bennett,Emmy Rossum,Andre Braugher",2,"Action, Adventure, Disaster, Thriller",Rated PG-13,99 minutes
159,Au revoir les enfants,1987,,,4,"Drama, Foreign, War",,104 minutes
160,Saving Shiloh,2006,Sandy Tung,"Jason Dolley,Scott Wilson,Gerald McRaney,Taylor Momsen,Kyle Chavarria,Ann Dowd,Liberty Smith,Bonnie Bartlett",3.5,"Drama, Family",Rated PG,90 minutes
161,Hate Crime,2006,,"Seth Peterson,Bruce Davison,Chad Donella,Cindy Pickett,Brian J. Smith,Susan Blakely,Farah White,Giancarlo Esposito",2.5,"Drama, Thriller",Rated NR,104 minutes
162,The Lost City,2006,Andy Garcia,"Andy Garcia,Bill Murray,Ines Sastre,Dustin Hoffman,Tomas Milian,Steven Bauer,Nestor Carbonell,William Marquez,Julio Oscar Mechoso,Enrique Murciano,Elizabeth Pena,Millie Perkins,Tony Plana",3,"Drama, Romance",Rated R,144 minutes
163,Just My Luck,2006,Donald Petrie,"Lindsay Lohan,Chris Pine,Samaire Armstrong,Bree Turner,Faizon Love,Missi Pyle,Carlos Ponce",2,"Comedy, Drama, Family, Fantasy, Romance",Rated PG-13,103 minutes
164,Down in the Valley,2006,,"Edward Norton,Evan Rachel Wood,David Morse,Bruce Dern,Rory Culkin,John Diehl,Geoffrey Lewis,Elizabeth Pena",2.5,"Drama, Indie, Romance",Rated R,112 minutes
165,The Death of Mr. Lazarescu,2006,Cristi Puiu,"Ion Fiscuteanu,Luminita Gheorghiu",4,"Comedy, Drama, Foreign",Rated R,150 minutes
166,Keeping Up with the Steins,2006,Scott Marshall,"Jeremy Piven,Larry Miller,Jami Gertz,Daryl Hannah,Garry Marshall,Daryl Sabara,Doris Roberts,Cheryl Hines,Carter Jenkins",3,"Comedy, Indie",Rated PG-13,90 minutes
167,The Da Vinci Code,2006,Ron Howard,"Tom Hanks,Audrey Tautou,Ian McKellen,Alfred Molina,Jurgen Prochnow,Paul Bettany,Jean Reno,Jean Pierre Marielle,Etienne Chicot",3,"Mystery, Thriller",Rated PG-13,149 minutes
168,Cat People,1942,Jacques Tourneur,"Simone Simon,Kent Smith,Jane Randolph,Tom Conway,Jack Holt",4,"Drama, Film Noir, Horror, Suspense, Thriller",Rated NR,73 minutes
169,The Break-Up,2006,Peyton Reed,"Vince Vaughn,Jennifer Aniston,Joey Lauren Adams,Cole Hauser,Jon Favreau,Jason Bateman,Judy Davis,John Michael Higgins,Vincent D'Onofrio,Ann-Margret",2,"Comedy, Drama, Romance",Rated PG-13,106 minutes
170,Overlord,2006,Stuart Cooper,"Brian Stirner,Davyd Harries,Nicholas Ball,Julie Neesam,Sam Sewell,John Franklyn-Robbins,Stella Tanner,Harry Shacklock,David Scheuer",4,"Action, Drama, Foreign",Rated NR,83 minutes
171,V for Vendetta,2006,James McTeigue,"Natalie Portman,Hugo Weaving,Stephen Rea,Stephen Fry,John Hurt",3,"Action, Science Fiction, Thriller",Rated R,132 minutes
172,Ask the Dust,2006,,"Colin Farrell,Salma Hayek,Donald Sutherland,Eileen Atkins,Justin Kirk,Idina Menzel",3,"Drama, Romance",Rated R,117 minutes
173,"Sorry, Haters",2006,,"Robin Wright Penn,Abdellatif Kechiche,Sandra Oh,Elodie Bouchez,Aasif Mandvi,Remy K. Selma,Fred Durst",3,"Drama, Indie, Thriller",Rated NR,83 minutes
174,She's the Man,2006,Andy Fickman,"Amanda Bynes,Channing Tatum,Robert Hoffman,Alex Breckenridge,David Cross,Laura Ramsey",3,"Comedy, Drama, Family, Romance",Rated PG-13,105 minutes
175,Game 6,2006,Michael Hoffman,"Michael Keaton,Robert Downey Jr.,Griffin Dunne,Ari Graynor,Catherine O'Hara,Bebe Neuwirth,Shalom Harlow,Roger Rees",3.5,"Comedy, Drama, Sports Film",Rated R,87 minutes
176,Find Me Guilty,2006,Sidney Lumet,"Vin Diesel,Paul Borghese,Michalina Almindo,Peter Dinklage,Alex Rocco,Annabella Sciorra,Linus Roache,Domenick Lombardozzi,Ron Silver",3,"Action, Comedy, Crime, Drama",Rated R,125 minutes
177,The Heart is Deceitful Above All Things,2006,Asia Argento,"Asia Argento,Peter Fonda,Marilyn Manson,Michael Pitt",2,"Drama, Indie",Rated R,98 minutes
178,Duck Season,2006,,"Diego Catano,Daniel Miranda,Danny Perea,Enrique Arreola,Carolina Politi",3,"Comedy, Drama, Foreign",Rated R,90 minutes
179,Inside Man,2006,Spike Lee,"Denzel Washington,Clive Owen,Jodie Foster,Willem Dafoe,Chiwetel Ejiofor,Christopher Plummer,Kim Director,James Ransone",2.5,"Action, Crime, Drama, Mystery, Thriller",Rated R,129 minutes
180,Thank You for Smoking,2006,,"Aaron Eckhart,Maria Bello,Cameron Bright,Adam Brody,Sam Elliott,Katie Holmes,David Koechner,William H. Macy,Rob Lowe,Robert Duvall",3.5,"Comedy, Drama",Rated R,92 minutes
181,Brooklyn Lobster,2006,,"Danny Aiello,Jane Curtin,Daniel Sauli,Marisa Ryan,Ian Kahn,Heather Burns,Henry Yuk",3,"Comedy, Drama, Indie",Rated NR,94 minutes
182,Night Moves,1975,Arthur Penn,"Gene Hackman,Harris Yulin,Jennifer Warren,Janet Ward,Susan Clark,Melanie Griffith,Edward Binns,Susan Clark,James Woods,Melanie Griffith",4,"Mystery, Neo-noir, Suspense, Thriller",,100 minutes
183,Slither,2006,,"Michael Rooker,Elizabeth Banks,Nathan Fillion,Gregg Henry,Tania Saulnier,Jenna Fischer",2,"Comedy, Horror, Science Fiction",Rated R,95 minutes
184,Basic Instinct 2,2006,Michael Caton-Jones,"Sharon Stone,David Morrissey,Charlotte Rampling,David Thewlis,Hugh Dancy,Indira Varma,Heathcote Williams",1.5,"Crime, Horror, Mystery, Romance, Thriller",Rated R,114 minutes
185,Lonesome Jim,2006,Steve Buscemi,"Casey Affleck,Liv Tyler,Mary Kay Place,Seymour Cassel,Kevin Corrigan,Mark Boone Junior",3,"Comedy, Drama, Indie, Romance",Rated R,91 minutes
186,Sophie Scholl: The Final Days,2006,Marc Rothemund,"Julia Jentsch,Alexander Held,Fabian Hinrichs,Johanna Gastdorf,Andre Hennicke,Florian Stetter,Johannes Suhm,Maximilian Bruckner",3,"Drama, Foreign",Rated NR,117 minutes
187,Americanese,2006,Eric Byler,"Chris Tashima,Allison Sie,Joan Chen,Kelly Hu,Ben Shenkman,Sab Shimono,Michale Paul Chan,Ryan Cutrona",3.5,,Rated NR,
188,Adam & Steve,2006,,"Craig Chester,Malcolm Gets,Parker Posey,Chris Kattan,Noah Segan,Sally Kirkland",2,"Comedy, Romance",Rated NR,99 minutes
189,ATL,2006,Chris Robinson,"Tip Harris,Evan Ross,Lauren London,Antwan Andre Patton,Keith David,Jackie Long,Albert Daniels,Mykelti Williamson",3,Drama,Rated PG-13,105 minutes
190,Ice Age: The Meltdown,2006,Carlos Saldanha,"Ray Romano,Denis Leary,Queen Latifah,Josh Peck,Jay Leno,Seann William Scott",2.5,"Adventure, Animation, Family",Rated PG,91 minutes
191,Take the Lead,2006,Liz Friedlander,"Antonio Banderas,Rob Brown,Alfre Woodard,Dante Basco,Yaya DaCosta,John Ortiz,Laura Benanti,Marcus T. Paulk",3,"Drama, Musical",Rated PG-13,108 minutes
192,Don't Come Knocking,2006,Wim Wenders,"Sam Shepard,Jessica Lange,Tim Roth,Gabriel Mann,Sarah Polley,Fairuza Balk,Eva Marie Saint",2.5,"Drama, Music",Rated R,123 minutes
193,American Gun,2006,,"Donald Sutherland,Forest Whitaker,Marcia Gay Harden,Linda Cardellini,Tony Goldwyn,Chris Marquette,Nikki Reed,Arlen Escarpeta",3,"Drama, Indie",Rated R,95 minutes
194,Twelve and Holding,2006,Michael Cuesta,"Conor Donovan,Jesse Camacho,Zoe Weizenbaum,Annabella Sciorra,Jeremy Renner,Linus Roache,Jayne Atkinson,Marcia Debonis,Michael Fuchs",3.5,"Drama, Indie",Rated R,90 minutes
195,An Inconvenient Truth,2006,Davis Guggenheim,Al Gore,4,Documentary,Rated PG,97 minutes
196,Sketches of Frank Gehry,2006,Sydney Pollack,,3,Documentary,Rated PG-13,83 minutes
197,Sir! No Sir!,2006,,"Edward Asner,Jane Fonda,Donald Sutherland,Terry Whitmore,Donald Duncan,Howard Levy,Oliver Hirsch,Susan Schnall,Randy Rowland,Louis Font,Dave Cline,Bill Short,Dave Blalock,Greg Payton,Darnell Summers,Michael Wong,Joe Bangert,Richard Boyle,Jerry Lembcke,Terry Iverson,Tom Bernard,Keith Mather",3,,Rated NR,
198,Chimes at Midnight,1965,,,4,"Comedy, Drama, History",,117 minutes
199,The Fast and the Furious: Tokyo Drift,2006,Justin Lin,"Lucas Black,Sung Kang,Bow Wow,Brian Tee,Nathalie Kelley,Sonny Chiba,Jason Tobin,Zachery Ty Bryan",3,"Action, Adventure, Crime, Drama, Thriller",Rated PG-13,104 minutes
200,Nacho Libre,2006,,"Jack Black,Hector Jimenez,Richard Montoya,Lauro Chartrand,Troy Gentile,Moises Arias,Cesar Gonzalez",1.5,"Comedy, Family, Sports Film",Rated PG,92 minutes
201,Cars,2006,,"Owen Wilson,Paul Newman,Bonnie Hunt,Cheech Marin,Tony Shalhoub,Richard Petty,Paul Dooley,Jeremy Piven,George Carlin,Michael Keaton",3,"Animation, Family",Rated G,117 minutes
202,The King,2006,James Marsh,"Gael Garcia Bernal,William Hurt,Pell James,Paul Dano,Laura Harring,Laura Clifton,Derek Alvarado,Milo Addica,Jessica Schwartz",3.5,,Rated R,
203,The Omen,2006,John Moore,"Seamus Davey-Fitzpatrick,Liev Schreiber,Julia Stiles,Mia Farrow,David Thewlis,Pete Postlethwaite,Michael Gambon",3,"Drama, Horror, Thriller",Rated R,110 minutes
204,Wah-Wah,2006,,"Gabriel Byrne,Miranda Richardson,Nicholas Hoult,Emily Watson,Julie Walters,Celia Imrie,Julian Wadham,Fenella Woolgar",3,"Drama, Foreign",Rated R,120 minutes
205,The Heart of the Game,2006,,"Ludacris,Bill Resler,Darnellia Russell,Devon Crosby Helms,Joyce Walker",3.5,"Documentary, Sports Film",Rated PG-13,97 minutes
206,The Lake House,2006,Alejandro Agresti,"Keanu Reeves,Sandra Bullock,Shoreh Aghdashloo,Christopher Plummer,Ebon Moss-Bachrach",3.5,"Drama, Fantasy, Romance, Science Fiction",Rated PG,99 minutes
207,Garfield: A Tail of Two Kitties,2006,Tim Hill,"Bill Murray,Tim Curry,Breckin Meyer,Jennifer Love Hewitt,Billy Connolly,Roger Rees,Bob Hoskins,Jane Leeves,Jane Horrocks,Rhys Ifans",3,"Animation, Comedy, Family",Rated PG,80 minutes
208,The Shining,1980,Stanley Kubrick,,4,"Drama, Horror, Thriller",Rated R,142 minutes
209,Click,2006,Frank Coraci,"Adam Sandler,Christopher Walken,Kate Beckinsale,David Hasselhoff,Sean Astin,Rachel Dratch,Henry Winkler,Julie Kavner",2,"Comedy, Drama, Fantasy, Science Fiction",Rated PG-13,107 minutes
210,Clean,2006,,"Maggie Cheung,Nick Nolte,James Johnston,James Dennis,Beatrice Dalle,Don McKellar,Martha Henry",3.5,"Drama, Foreign, Music",Rated R,111 minutes
211,Three Times,2006,Hou Hsiao-hsien,"Shi Qi,Chang Chen",4,"Crime, Drama, Foreign, Indie, Romance",Rated NR,136 minutes
212,Peaceful Warrior,2006,Victor Salva,"Nick Nolte,Scott Mechlowicz,Amy Smart,Tim Dekay,Paul Wesley,Ashton Holmes,Agnes Bruckner,B.J. Britt,Ray Wise",2.5,"Drama, Indie, Romance",Rated PG-13,120 minutes
213,Wordplay,2006,Patrick Creadon,,3,Documentary,Rated NR,94 minutes
214,Superman Returns,2006,Bryan Singer,"Brandon Routh,Kevin Spacey,Kate Bosworth,James Marsden,Frank Langella,Sam Huntington,Eva Marie Saint,Parker Posey",2,"Action, Adventure, Fantasy, Science Fiction",Rated PG-13,154 minutes
215,Wassup Rockers,2006,,"Jonathan Velasquez,Francisco Pedrasa,Milton Velasquez,Usvaldo Panameno,Eddie Velasquez,Luis Rojas Salgado,Carlos Ramirez,Iris Zelaya,Ashley Maldonado,Laura Cellner",3,"Drama, Indie",Rated R,111 minutes
216,Brick,2006,,"Joseph Gordon-Levitt,Lukas Haas,Nora Zehetner,Matt O'Leary,Noah Segan,Noah Fleiss,Emilie de Ravin,Meagan Good",3,"Crime, Drama, Indie, Mystery, Thriller",Rated R,110 minutes
217,Friends With Money,2006,,"Jennifer Aniston,Joan Cusack,Catherine Keener,Frances McDormand,Simon McBurney,Jason Isaacs,Greg Germann,Scott Caan,Bob Stephenson",2,"Comedy, Drama, Romance",Rated R,88 minutes
218,Lucky Number Slevin,2006,Paul McGuigan,"Josh Hartnett,Lucy Liu,Ben Kingsley,Bruce Willis,Morgan Freeman,Stanley Tucci,Dorian Missick,Michael Rubenfeld,Janet Lane",2,"Action, Crime, Drama, Mystery, Thriller",Rated R,110 minutes
219,Marilyn Hotchkiss' Ballroom Dancing and Charm School,2006,Randall Miller,"Marisa Tomei,John Goodman,Donnie Wahlberg,Sonia Braga,Robert Carlyle,Mary Steenburgen",2,"Comedy, Drama, Indie, Romance",Rated PG-13,103 minutes
220,Ripley's Game,2002,,,4,"Drama, Thriller",,110 minutes
221,On a Clear Day,2006,Gaby Dellal,"Peter Mullan,Brenda Blethyn,Billy Boyd,Ron Cook,Sean McGinley,Jamie Sives,Benedict Wong,Jodhi May",2,"Drama, Foreign, Indie",Rated PG-13,98 minutes
222,The Wild,2006,Steve,"Kiefer Sutherland,James Belushi,Janeane Garofalo,William Shatner,Eddie Izzard,Greg Cipes,Richard Kind",3,"Adventure, Animation, Family",Rated G,94 minutes
223,L'Enfant,2006,,"Jeremie Renier,Deborah Francois,Mireille Bailly,Jeremie Segard,Fabrizio Rongione,Olivier Gourmet,Samuel De Ryck",4,,Rated R,
224,Subject Two,2006,,"Christian Oliver,Dean Stapleton,Courtney Mace,Jurgen Jones",2,"Horror, Science Fiction, Thriller",Rated NR,93 minutes
225,The Syrian Bride,2006,Eran Riklis,"Clara Khoury,Hiam Abbass,Makram Khoury,Derar Sliman,Ashraf Barhom,Eyad Sheety,Evelyn Kaplun,Julie-Anne Roth,Adnan Tarabshi,Marlene Bajali",3,"Drama, Foreign",Rated NR,97 minutes
226,La Mujer de Mi Hermano,2006,Ricardo de Montreuil,"Barbara Mori,Christian Meier,Manolo Cardona,Beto Cuevas,Bruno Bichir,Angelica Aragon",1,"Drama, Foreign, Romance",Rated R,89 minutes
227,The Devil and Daniel Johnston,2006,,"Daniel Johnston,Louis Black,Bill Johnston,Mabel Johnston,Jeff Tartakov,Kathy McCarty,Gibby Haynes,Jad Fair",3,"Documentary, Indie",Rated PG-13,110 minutes
228,American Dreamz,2006,,"Hugh Grant,Dennis Quaid,Mandy Moore,Willem Dafoe,Marcia Gay Harden,Chris Klein,Jennifer Coolidge,Seth Meyers",3,"Comedy, Drama, Family, Musical",Rated PG-13,107 minutes
229,Take My Eyes,2006,Iciar Bollain,"Laia Marull,Luis Tosar,Candela Pena,Rosa Maria Sarda,Kiti Manver,Sergi Calleja,Nicolas Fernandez Luna,Elisabet Gelabert,Chus Gutierrez,David Mooney,Elena Irureta",3.5,Drama,Rated NR,109 minutes
230,The Sentinel,2006,Clark Johnson,"Michael Douglas,Kiefer Sutherland,Kim Basinger,Eva Longoria,David Rasche,Raoul Bhaneja,Simon Reynolds,Danny A. Gonzales",3,"Action, Adventure, Drama, Thriller",Rated PG-13,108 minutes
231,Kinky Boots,2006,Julian Jarrold,"Joel Edgerton,Chiwetel Ejiofor,Nick Frost,Linda Bassett,Kellie Bright,Mona Hammond,Sarah-Jane Potts,Josh Cole",3,"Comedy, Drama, Foreign, Indie",Rated PG-13,107 minutes
232,Silent Hill,2006,Christophe Gans,"Radha Mitchell,Laurie Holden,Sean Bean,Deborah Kara Unger,Tanya Allen,Jodelle Ferland,Kim Coates,Alice Krige",1.5,"Adventure, Horror, Thriller",Rated R,126 minutes
233,The Long Goodbye,1973,"Robert Altman,Edward Dmytryk,Howard Hawks,Paul Bogart,Dick Richards,Michael Winner",,4,"Crime, Drama, Mystery, Thriller",Rated R,112 minutes
234,The Notorious Bettie Page,2006,Mary Harron,"Gretchen Mol,Lili Taylor,Chris Bauer,Jonathan M. Woodward,David Strathairn,Cara Seymour,Tara Subkoff,Kevin Carroll,Molly Moore",3.5,Drama,Rated R,91 minutes
235,Look Both Ways,2006,,"William McInnes,Justine Clarke,Anthony Hayes,Lisa Flanagan,Andrew S. Gilbert,Daniela Farinacci,Sacha Horler,Maggie Dence,Edwin Hodgeman,Andreas Sobik",3.5,"Drama, Foreign, Indie, Romance",Rated PG-13,100 minutes
236,Stick It,2006,,"Jeff Bridges,Missy Peregrym,Vanessa Lengies,Tarah Paige,Nikki SooHoo,Maddy Curley,Kellan Lutz,John Patrick Amedori",2,"Comedy, Drama, Family, Sports Film",Rated PG-13,103 minutes
237,Hard Candy,2006,David Slade,"Patrick Wilson,Ellen Page,Sandra Oh,Jennifer Holmes,Gilbert John",3.5,"Crime, Drama, Romance, Thriller",Rated R,103 minutes
238,Akeelah and the Bee,2006,,"Keke Palmer,Angela Bassett,Laurence Fishburne,Curtis Armstrong,J.R. Villarreal,Sahara Garey,Sean Michael Afable,Erica Hubbard",4,"Drama, Family, Indie",Rated PG,112 minutes
239,United 93,2006,,"J.J. Johnson,Gregg Henry,David Alan Basche,Christian Clemenson,Becky London,Trish Gates,Cheyenne Jackson,Chip Zien",4,"Drama, Foreign, History",Rated R,111 minutes
240,Hoot,2006,,"Logan Lerman,Brie Larson,Cody Linley,Luke Wilson,Eric Phillips,Dean Collins,Jimmy Buffett,Tim Blake Nelson",1.5,"Drama, Family",Rated PG,91 minutes
241,Water,2006,,"Sarala,Lisa Ray,Seema Biswas,John Abraham,Manorma,Raghuvir Yadav,Kulbhushan Kharbanda,Waheeda Rehman,Vinay Pathak",3,"Drama, Eastern, Foreign, Romance",Rated PG-13,115 minutes
242,Army of Shadows,1969,,,4,"Drama, Foreign, History, Thriller",Rated NR,139 minutes
243,RV,2006,Barry Sonnenfeld,"Robin Williams,Cheryl Hines,Joanna ""JoJo"" Levesque,Josh Hutcherson,Jeff Daniels,Kristin Chenoweth,Hunter Parrish,Chloe Sonnenfeld",2,"Adventure, Comedy, Family",Rated PG,99 minutes
244,Over the Hedge,2006,Tim Johnson,"Bruce Willis,Garry Shandling,Steve Carell,Wanda Sykes,William Shatner,Eugene Levy,Nick Nolte,Thomas Haden Church,Allison Janney,Omid Djalili,Avril Lavigne,Catherine O'Hara",3,"Adventure, Animation, Family",Rated PG,83 minutes
245,X-Men: The Last Stand,2006,Brett Ratner,"Hugh Jackman,Patrick Stewart,Ian McKellen,Halle Berry,Famke Janssen,Kelsey Grammer",3,"Action, Adventure, Fantasy, Science Fiction",Rated PG-13,104 minutes
246,The Sisters,2006,Arthur Allan Seidelman,"Maria Bello,Mary Stuart Masterson,Erika Christensen,Eric McCormack,Chris O'Donnell,Tony Goldwyn,Steven Culp,Alessandro Nivola,Elizabeth Banks,Rip Torn",2,"Drama, Foreign, Horror",Rated R,113 minutes
247,The Proposition,2006,John Hillcoat,"Guy Pearce,Ray Winstone,Richard Wilson,Emily Watson,Danny Huston,John Hurt,David Wenham,Noah Taylor,David Gulpilil,Leah Purcell,Tom E. Lewis",4,,Rated R,
248,Bee Season,2005,"Scott McGehee,David Siegel","Richard Gere,Juliette Binoche,Flora Cross,Max Minghella,Kate Bosworth,Robyn Blair,Justin Alioto",4,"Drama, Family",Rated PG-13,104 minutes
249,Get Rich or Die Tryin',2005,Jim Sheridan,"Terrence Howard,Joy Bryant,Bill Duke,Adewale Akinnouye-Agbaje,Omar Benson Miller,Viola Davis",3,"Action, Adventure, Crime, Drama, Musical",Rated R,117 minutes
250,Zathura,2005,Jon Favreau,"Josh Hutcherson,Jonah Bobo,Tim Robbins,Dax Shepard,Kristen Stewart,Frank Oz",3,"Action, Adventure, Comedy, Family, Fantasy, Science Fiction",Rated PG,113 minutes
251,Pride and Prejudice,2005,Joe Wright,"Keira Knightley,Matthew MacFadyen,Brenda Blethyn,Donald Sutherland,Simon Woods,Rupert Friend,Tom Hollander,Rosamund Pike,Jena Malone,Judi Dench,Carey Mulligan,Talulah Riley",4,"Drama, Foreign, Romance",Rated PG,128 minutes
252,Wal-Mart: The High Cost of Low Price,2005,,,0,"Documentary, Family",,98 minutes
253,The Passenger,2005,Michelangelo Antonioni,"Jack Nicholson,Maria Schneider,Jenny Runacre,Ian Hendry,Steven Berkoff,Ambroise Bia,Jose Maria Caffarel,James Campbell",3.5,,Rated PG-13,
254,Finding Home,2009,,,0,"Action, Drama, Family, Western",,88 minutes
255,Harry Potter and the Goblet of Fire,2005,Mike Newell,"Daniel Radcliffe,Emma Watson,Rupert Grint,Michael Gambon,Brendan Gleeson,Robbie Coltrane",3.5,"Adventure, Family, Fantasy, Science Fiction",Rated PG-13,157 minutes
256,Walk the Line,2005,James Mangold,"Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin,Robert Patrick,Dallas Roberts,Dan John Miller,Larry Bagby,Shelby Lynne,Tyler Hilton,Waylon Malloy Payne,Shooter Jennings",3.5,"Drama, Music, Romance",Rated PG-13,136 minutes
257,Duane Hopwood,2005,,"David Schwimmer,Janeane Garofalo,Judah Friedlander,Susan Lynch,Dick Cavett,Steve Schirripa,Jerry Grayson,Bill Buell",3.5,"Comedy, Drama, Indie",Rated R,84 minutes
258,Crumb,1995,Terry Zwigoff,,4,Documentary,Rated R,119 minutes
259,"Yours, Mine & Ours",2005,Raja Gosnell,"Dennis Quaid,Rene Russo,Rip Torn,Linda Hunt,Jerry O'Connell,David Koechner",1.5,"Comedy, Family",Rated PG,90 minutes
