id,movie_name,year,directors,actors,movie_rating,genre,duration
206,Jai Ho,2014,Sohail Khan,"Salman Khan, Tabu, Sunil Shetty",5.6,"Action, Drama",135 min 
207,Jack Ryan: Shadow Recruit,2014,Kenneth Branagh,"Chris Pine, Kevin Costner, Keira Knightley",6.2,"Action, Thriller",105 min 
208,300: Rise of an Empire,2014,Noam Murro,"Sullivan Stapleton, Eva Green, Lena Headey",6.3,"Action, Drama, Fantasy",102 min 
209,Hercules,2014,Brett Ratner,"Dwayne Johnson, John Hurt, Ian McShane",6.1,"Action, Adventure",98 min 
210,Saints and Soldiers: The Void,2014,Ryan Little,"Adam Gregory, Timothy S. Shoemaker, Michael Todd Behrens",5,"Action, Drama, War",94 min 
211,Teenage Mutant Ninja Turtles,2014,Jonathan Liebesman,"Megan Fox, Will Arnett, William Fichtner",5.9,"Action, Adventure, Comedy",101 min 
212,Travelator,2014,Dusan Milic,"Nikola Rakocevic, Boris Isakovic, Khetanya Henderson",5.4,"Action, Drama",99 min 
213,Greyscale,2014,Ryan Dunlap,"Ryan Dunlap, Marisa Draeger, Tim Russ",7.5,"Action, Crime, Drama",105 min 
214,Good People,2014,Henrik Ruben Genz,"James Franco, Kate Hudson, Tom Wilkinson",5.5,"Action, Crime, Thriller",90 min 
215,Revenge of the Green Dragons,2014,Wai-Keung Lau,"Justin Chon, Kevin Wu, Harry Shum Jr.",5.2,"Action, Crime, Drama",94 min 
216,Wolves,2014,David Hayter,"Lucas Till, Stephen McHattie, John Pyper-Ferguson",5.2,"Action, Horror",91 min 
217,Sinbad: The Fifth Voyage,2014,Shahin Sean Solimon,"Patrick Stewart, Isaac C. Singleton Jr., Sadie Alexandru",6.1,"Action, Adventure, Fantasy",89 min 
218,Ride Along,2014,Tim Story,"Ice Cube, Kevin Hart, Tika Sumpter",6.1,"Action, Comedy",99 min 
219,Brick Mansions,2014,Camille Delamarre,"Paul Walker, David Belle, RZA",5.7,"Action, Crime, Drama",90 min 
220,Outcast,2014,Nick Powell,"Nicolas Cage, Hayden Christensen, Alexandre Bailly",4.6,"Action, Adventure",99 min 
221,Skin Trade,2014,Ekachai Uekrongtham,"Dolph Lundgren, Tony Jaa, Ron Perlman",5.7,"Action, Crime, Thriller",96 min 
222,How to Train Your Dragon 2,2014,Dean DeBlois,"Jay Baruchel, Cate Blanchett, Gerard Butler",7.9,"Animation, Action, Adventure",102 min 
223,Dead Sea,2014,Brandon Slagle,"James Duval, Candace Kita, Devanny Pinn",4,"Action, Horror, Sci-Fi",90 min 
224,The Algerian,2014,Giovanni Zelko,"Ben Youcef, Candice Coke, Harry Lennix",8.3,"Action, Romance, Thriller",99 min 
225,The Back Country,2014,Vincente Aguilera,"Josh Rengert, Chloe Francis, Brandon Vann",7.3,"Action, Adventure, Crime",108 min 
226,Vampire Academy,2014,Mark Waters,"Zoey Deutch, Lucy Fry, Danila Kozlovsky",5.6,"Action, Comedy, Fantasy",104 min 
227,The Bunker,2014,Joe Black,"Ken Shamrock, Mike Brown, Jess Weber",3.1,Action,90 min 
228,The Monkey King,2014,Pou-Soi Cheang,"Donnie Yen, Yun-Fat Chow, Aaron Kwok",4.7,"Action, Adventure, Family",119 min 
229,The Dark Forest,2014,Michael R. Morris,"Michael Biehn, Christine Dolce, Ash Gordey",5.7,"Action, Drama, Thriller",90 min 
230,Sabotage,2014,David Ayer,"Arnold Schwarzenegger, Sam Worthington, Terrence Howard",5.7,"Action, Crime, Drama",109 min 
231,Toonstone,2014,Brent Triplett,"Cullen Moss, Brent Triplett, Nate Panning",6.9,"Animation, Action, Comedy",81 min 
232,Persecuted,2014,Daniel Lusko,"James Remar, Dean Stockwell, Bruce Davison",3.6,"Action, Drama, Mystery",91 min 
233,Default,2014,Simon Brand,"David Oyelowo, Greg Callahan, Katherine Moennig",4.2,"Action, Thriller",88 min 
234,Tension(s),2014,Vincent Lecrocq,"Louis Mandylor, David Kinsman, Richard Roy Sutton",5.3,"Action, Crime, Drama",77 min 
235,The Amazing Spider-Man 2,2014,Marc Webb,"Andrew Garfield, Emma Stone, Jamie Foxx",6.8,"Action, Adventure, Fantasy",142 min 
236,Hunting the Phantom,2014,Marina Kunarova,"Kristanna Loken, Armand Assante, Jose Rosete",5.4,"Action, Adventure, Sci-Fi",120 min 
237,Pompeii,2014,Paul W.S. Anderson,"Kit Harington, Emily Browning, Kiefer Sutherland",5.6,"Action, Adventure, Drama",105 min 
238,Contract Killers,2014,Mathew John Pearson,"Richard Alexander, Dallas Barnett, Renee Cataldo",3.7,"Action, Crime, Thriller",95 min 
239,Everly,2014,Joe Lynch,"Salma Hayek, Hiroyuki Watanabe, Laura Cepeda",5,"Action, Thriller",92 min 
240,Red Sky,2014,Mario Van Peebles,"Cam Gigandet, Rachael Leigh Cook, Mario Van Peebles",4.2,"Action, Thriller",100 min 
241,Battle B-Boy,2014,Frank Lin,"Jae Phan, Alison Dahlstrom, Ricky Cole",5.1,"Action, Comedy, Sport",89 min 
242,Noah,2014,Darren Aronofsky,"Russell Crowe, Jennifer Connelly, Anthony Hopkins",5.9,"Action, Adventure, Drama",138 min 
243,Strike One,2014,David Llauger Meiselman,"Danny Trejo, James Russo, Billy Gallo",8.4,"Action, Crime, Drama",102 min 
244,Tom Sawyer & Huckleberry Finn,2014,Jo Kastner,"Katherine McNamara, Val Kilmer, Jake T. Austin",5.2,"Action, Adventure, Drama",90 min 
245,Slaughter Is the Best Medicine,2014,Rishi Thaker,"Nigel Woodings, A.D. Barker, Andrew Gibney",3.5,"Action, Drama, Mystery",97 min 
246,Heavenly Sword,2014,Gun Ho Jang,"Ashleigh Ball, Barry Dennen, Renae Geerlings",5.2,"Animation, Action, Adventure",85 min 
247,Devil's Mile,2014,Joseph O'Brien,"David Hayter, Maria del Mar, Casey Hudecki",3.5,"Action, Crime, Horror",88 min 
248,Non-Stop,2014,Jaume Collet-Serra,"Liam Neeson, Julianne Moore, Scoot McNairy",7,"Action, Mystery, Thriller",106 min 
249,Kite,2014,Ralph Ziman,"India Eisley, Jaco Muller, Annabel Linder",4.4,"Action, Crime, Drama",90 min 
250,Rapture,2014,Richard Lowry,"Blair Besten, Jacqueline Buda, Dagmar Edwards",5.1,"Action, Sci-Fi, Thriller",85 min 
251,SEAL Patrol,2014,Nicolas Aaron Mezzanatto,"Kristina Anapau, James C. Burns, Tina Casciani",3.6,"Action, Sci-Fi, Thriller",80 min 
252,Sultanat,2014,Syed Faisal Bukhari,"Javeria Abbasi, Raheela Agha, Haroon Ashraf",5.7,"Action, Drama, Romance",150 min 
253,Big Game,2014,Jalmari Helander,"Samuel L. Jackson, Onni Tommila, Ray Stevenson",5.5,"Action, Adventure",110 min 
254,Percentage,2014,Alex Merkin,"Cam'ron, Omar Gooding, Ving Rhames",5,"Action, Crime, Thriller",86 min 
255,Battle,2014,John Jillard Sr.,"John Jillard Sr., Brian Anthony Wilson, Kimberly Bada",7.4,Action,92 min 
256,In the Blood,2014,John Stockwell,"Gina Carano, Cam Gigandet, Danny Trejo",5.7,"Action, Crime, Thriller",108 min 
257,Dawn of the Planet of the Apes,2014,Matt Reeves,"Gary Oldman, Keri Russell, Andy Serkis",7.7,"Action, Drama, Sci-Fi",130 min 
258,Into the Storm,2014,Steven Quale,"Richard Armitage, Sarah Wayne Callies, Matt Walsh",5.8,"Action, Thriller",89 min 
259,Swelter,2014,Keith Parmer,"Jean-Claude Van Damme, Lennie James, Alfred Molina",4.6,"Action, Crime, Drama",96 min 
260,Robot Overlords,2014,Jon Wright,"Gillian Anderson, Ben Kingsley, Callan McAuliffe",4.6,"Action, Adventure, Sci-Fi",90 min 
261,Hackney's Finest,2014,Chris Bouchard,"Nathanael Wiseman, Arin Alldridge, Enoch Frost",4.5,"Action, Comedy, Crime",90 min 
262,Gone with the Bullets,2014,Wen Jiang,"Zhang Wen, Zhiwen Wang, Huang Hung",5.9,"Action, Comedy, Drama",140 min 
263,R.A.D.I.C.A.L.S,2014,Berenika Maciejewicz,"Michela Crayton, Keith Nagel, Adia Dinh",4.4,"Action, Adventure, Family",80 min 
264,Heaven Is Hell,2014,Mike Meyer,"Lindsey Marks, Christopher Marcum, Ethan Henry",6.6,"Action, Comedy, Fantasy",115 min 
265,3 Days to Kill,2014,McG,"Kevin Costner, Hailee Steinfeld, Connie Nielsen",6.2,"Action, Drama, Thriller",117 min 
266,The Cure,2014,David Gould,"Gabriel Abreu, Gino Acevedo, David Allen",3.4,"Action, Sci-Fi, Thriller",90 min 
267,To Survive,2014,Stephen Folker,"Burt Culver, Ramon Bailey, Berkeley Clayborne",5,"Action, Adventure, Drama",75 min 
268,To Survive,2014,Stephen Folker,"Burt Culver, Ramon Bailey, Berkeley Clayborne",5,"Action, Adventure, Drama",75 min 
269,Bachelor Games,2014,Edward McGown,"Charlie Bewley, Mike Noble, Jack Gordon",5.6,"Action, Adventure, Comedy",86 min 
270,C.O.O.L.I.O Time Travel Gangster,2014,Paul J. Lane,"Geoff Bell, Vicki Michelle, Paul J. Lane",6.7,"Action, Sci-Fi",85 min 
271,The Outsider,2014,Brian A Miller,"Craig Fairbrass, James Caan, Jason Patric",4.8,"Action, Crime, Drama",94 min 
272,Montana,2014,Mo Ali,"Michelle Fairley, Lars Mikkelsen, Dominique Tipper",5.4,"Action, Crime, Drama",108 min 
273,Yevadu,2014,Vamsi Paidipally,"Ram Charan, Allu Arjun, Shruti K. Haasan",4.8,"Action, Thriller",165 min 
274,Australiens,2014,Joe Bauer,"Rita Artmann, Tamara McLaughlin, Lawrence Silver",7.4,"Action, Comedy, Sci-Fi",112 min 
275,Common Outlaws,2014,Louie Iaccarino,"Louie Iaccarino, John Druska, Gregory P. Loomis",5.1,"Action, Drama, Western",92 min 
276,Pro Wrestlers vs Zombies,2014,Cody Knotts,"Roddy Piper, Jim Duggan, Matt Hardy",3.8,"Action, Comedy, Horror",88 min 
277,Gutshot Straight,2014,Justin Steele,"George Eads, AnnaLynne McCord, Steven Seagal",3.9,"Action, Thriller",85 min 
278,Kill Kapone,2014,Alfredo Ramos,"Ronnie Alvarez, Noel Gugliemi, Rico Aiello",7,"Action, Crime, Drama",94 min 
279,The Raid 2,2014,Gareth Evans,"Iko Uwais, Yayan Ruhian, Arifin Putra",8,"Action, Crime, Thriller",150 min 
280,The Control Group,2014,Peter Hurd,"Brad Dourif, Ross Destiche, Jenna Enemy",6.1,"Action, Horror, Sci-Fi",84 min 
281,Star Wars: Threads of Destiny,2014,Rasmus Tirzitis,"Patrik Hont, Carolina Neurath, Karl Lindqvist",4.1,"Action, Adventure, Sci-Fi",110 min 
282,Redirected,2014,Emilis Velyvis,"Vinnie Jones, Scot Williams, Gil Darnell",6.8,"Action, Comedy, Crime",99 min 
283,Now Hiring,2014,Mark Cantu,"Camden Toy, Johanna Goldsmith, Claire Tablizo",6.5,"Action, Comedy, Family",94 min 
284,Brutal,2014,Donald Lawrence Flaherty,"Morgan Benoit, Jeff Hatch, David Mattey",7.4,"Action, Drama, Horror",90 min 
285,22 Jump Street,2014,Phil Lord,"Channing Tatum, Jonah Hill, Ice Cube",7.1,"Action, Comedy, Crime",112 min 
286,Falcon Rising,2014,Ernie Barbarash,"Neal McDonough, Michael Jai White, Lateef Crowder",5.7,"Action, Adventure",103 min 
287,Fury: The Tales of Ronan Pierce,2014,Kevin A. McCarthy,"Michael McCarthy, Jordan Elizabeth, Kane Hodder",7,"Action, Adventure, Horror",91 min 
288,Infiltrators,2014,Michael Stokes,"Jonny Cruz, Nathalie Kelley, Hallee Hirsh",5.4,Action,94 min 
289,Singham Returns,2014,Rohit Shetty,"Kareena Kapoor, Ajay Devgn, Anupam Kher",5.8,"Action, Drama",142 min 
290,Freezer,2014,Mikael Salomon,"Peter Facinelli, Dylan McDermott, Yuliya Snigir",5.2,"Action, Thriller",91 min 
291,Broken,2014,Damian X. Fulton,"Soren Fulton, Felix Ryan, Whitney Goin",5.1,"Action, Adventure, Drama",91 min 
292,The Expendables 3,2014,Patrick Hughes,"Sylvester Stallone, Jason Statham, Jet Li",6.1,"Action, Adventure, Thriller",126 min 
293,Rogue Strike,2014,Kerry Beyer,"Kerry Beyer, John Lansch, Deke Anderson",6.9,Action,86 min 
294,Kochadaiiyaan,2014,Soundarya R. Ashwin,"Rajinikanth, Deepika Padukone, Sarath Kumar",6.8,"Animation, Action, Adventure",124 min 
295,Bad Country,2014,Chris Brinker,"Matt Dillon, Willem Dafoe, Neal McDonough",5.8,"Action, Crime, Drama",95 min 
296,Tapped Out,2014,Allan Ungar,"Michael Biehn, Cody Hackman, Krzysztof Soszynski",5.3,"Action, Drama, Sport",105 min 
297,Need for Speed,2014,Scott Waugh,"Aaron Paul, Dominic Cooper, Imogen Poots",6.6,"Action, Crime, Drama",132 min 
298,Kick,2014,Sajid Nadiadwala,"Salman Khan, Jacqueline Fernandez, Nawazuddin Siddiqui",5.6,"Action, Comedy, Romance",146 min 
299,1,2014,Sukumar,"Mahesh Babu, Kriti Sanon, Nasser",8.7,"Action, Mystery, Thriller",170 min 
300,Blood First,2014,Najaa Young,"Wanda Anthony, Mychal Bailey, Jason Baker",4.1,"Action, Crime, Drama",78 min 
301,The Popcorn Chronicles,2014,Emilio Portes,"Ana de la Reguera, Karla Souza, Kate del Castillo",4.3,"Action, Comedy",101 min 
302,Die Fighting,2014,Fabien Garcia,"Fabien Garcia, Laurent Buson, Didier Buson",4.8,"Action, Thriller",110 min 
303,Assassins,2014,Michael Bonomo,"Bill Oberst Jr., Stephen Katz, Dove Meir",6.5,"Action, Drama, Thriller",84 min 
304,Gang Money Run,2014,R. Scott Leisk,"Wesley Blake, Denise Downs, Jesse Campos",5,"Action, Drama, Romance",86 min 
305,American Muscle,2014,Ravi Dhar,"Nick Principe, Robin Sydney, Todd Farmer",3.9,Action,90 min 
306,The Hideout,2014,Denny Barnes,"Jinhee Joung, Jeff Trenkle, Tracey Dukes",3.5,"Action, Horror, Thriller",90 min 
307,Kill Me Three Times,2014,Kriv Stenders,"Simon Pegg, Teresa Palmer, Alice Braga",5.9,"Action, Comedy, Thriller",90 min 
308,To the Hilt,2014,Stole Popov,"Inti Sraj, Sasko Kocev, Martin Jordanoski",8.1,"Action, Drama, History",165 min 
309,Rage,2014,Paco Cabezas,"Nicolas Cage, Rachel Nichols, Max Ryan",5,"Action, Crime, Thriller",92 min 
310,The November Man,2014,Roger Donaldson,"Pierce Brosnan, Luke Bracey, Olga Kurylenko",6.3,"Action, Crime, Thriller",108 min 
311,Ironclad: Battle for Blood,2014,Jonathan English,"Roxanne McKee, Michelle Fairley, Tom Austen",4.3,"Action, Adventure",108 min 
312,Killers,2014,Kimo Stamboel,"Kazuki Kitamura, Oka Antara, Rin Takanashi",6.5,"Action, Crime, Drama",137 min 
313,Open Windows,2014,Nacho Vigalondo,"Sasha Grey, Elijah Wood, Neil Maskell",5.2,"Action, Crime, Thriller",100 min 
314,Undying Dreams,2014,Ash Kohan,"Ash Kohan, Mark Naji, Iyad Hajjaj",4.5,"Action, Drama, War",106 min 
315,A Grim Becoming,2014,Adam R. Steigert,"Bill Oberst Jr., Melantha Blackthorne, Jessica Cameron",6.6,"Action, Comedy, Horror",115 min 
316,Taken 3,2014,Olivier Megaton,"Liam Neeson, Forest Whitaker, Maggie Grace",6,"Action, Thriller",109 min 
317,Son of a Gun,2014,Julius Avery,"Ewan McGregor, Brendan Kerkvliet, Brenton Thwaites",6.5,"Action, Crime, Drama",108 min 
318,The American Gandhi,2014,Joseph Mungra,"James Patrick Stuart, Jim Storm, Rajesh Vivek",6.6,"Action, Drama, Thriller",110 min 
319,Happy New Year,2014,Farah Khan,"Shah Rukh Khan, Deepika Padukone, Abhishek Bachchan",5.5,"Action, Comedy, Crime",180 min 
320,Left Behind,2014,Vic Armstrong,"Nicolas Cage, Lea Thompson, Cassi Thomson",3.1,"Action, Sci-Fi, Thriller",110 min 
321,Alien Outpost,2014,Jabbar Raisani,"Adrian Paul, Brandon Auret, Rick Ravanello",4.7,"Action, Sci-Fi, Thriller",90 min 
322,Field of Lost Shoes,2014,Sean McNamara,"Lauren Holly, Luke Benward, Jason Isaacs",5.6,"Action, Drama, War",96 min 
323,Abducted,2014,Mark Harris,"Mark Harris, Anna Nightingale, Honor Kneafsey",3.8,"Action, Thriller",80 min 
324,Bullet,2014,Nick Lyon,"Danny Trejo, Torsten Voges, Jonathan Banks",4.7,"Action, Crime, Thriller",87 min 
325,Brush with Danger,2014,Livi Zheng,"Ken Zheng, Livi Zheng, Nikita Breznikov",7.3,"Action, Drama, Thriller",90 min 
326,Starship: Rising,2014,Neil Johnson,"Darren Jacobs, Emii, Brooke Lewis",2.1,"Action, Sci-Fi",91 min 
327,Poker Night,2014,Greg Francis,"Beau Mirchoff, Ron Perlman, Giancarlo Esposito",6.3,"Action, Crime, Thriller",104 min 
328,Holiday,2014,A.R. Murugadoss,"Akshay Kumar, Sonakshi Sinha, Freddy Daruwala",7.4,"Action, Drama, Mystery",170 min 
329,Plastic,2014,Julian Gilbey,"Ed Speleers, Will Poulter, Alfie Allen",6,"Action, Comedy, Crime",102 min 
330,Iceman,2014,Wing-cheong Law,"Donnie Yen, Baoqiang Wang, Shengyi Huang",4.8,"Action, Comedy, History",104 min 
331,The Last Survivors,2014,Thomas S. Hammock,"Haley Lu Richardson, Booboo Stewart, Max Charles",5.2,"Action, Thriller",95 min 
332,Bordering on Bad Behavior,2014,Jac Mulder,"Tom Sizemore, Bernard Curry, Oz Zehavi",4.3,"Action, Comedy, Drama",105 min 
333,Yaan,2014,Ravi K. Chandran,,3.4,"Action, Thriller",153 min 
334,Gulaab Gang,2014,Soumik Sen,"Madhuri Dixit, Juhi Chawla, Divya Jagdale",6.2,"Action, Drama",139 min 
335,Gunday,2014,Ali Abbas Zafar,"Ranveer Singh, Arjun Kapoor, Priyanka Chopra",2,"Action, Crime, Drama",152 min 
336,Starship: Apocalypse,2014,Neil Johnson,"Darren Jacobs, Emii, Brooke Lewis",2.5,"Action, Sci-Fi",86 min 
337,Karma Cartel,2014,Vinod Bharathan,"Sabumon Abdusamad, Madan Babu, Joseph Chakola",7.8,"Action, Comedy, Drama",100 min 
338,'71,2014,Yann Demange,"Jack O'Connell, Sam Reid, Sean Harris",7.2,"Action, Drama, Thriller",99 min 
339,Time to Kill,2014,Brian Williams,"Paul Arnone, Cassandra Baun, Christine Carollo",5.5,"Action, Horror, Thriller",71 min 
340,Queen of the Mountains,2014,Sadyk Sher-Niyaz,"Elina Abai Kyzy, Nasira Mambetova, Aziz Muradillayev",8.8,"Action, Biography, Drama",135 min 
341,Queen of the Mountains,2014,Sadyk Sher-Niyaz,"Elina Abai Kyzy, Nasira Mambetova, Aziz Muradillayev",8.8,"Action, Biography, Drama",135 min 
342,Fist of the Dragon,2014,Antony Szeto,"Josh Thomson, Juju Chan, Ellary Porterfield",4.9,Action,85 min 
343,April Rain,2014,Luciano Saber,"Deniz Akdeniz, Brittany Beery, Dragos Beldie",3,Action,90 min 
344,Jilla,2014,R.T. Neason,"Mohanlal, Vijay, Kajal Agarwal",6.1,"Action, Drama, Thriller",185 min 
345,Young Ones,2014,Jake Paltrow,"Nicholas Hoult, Kodi Smit-McPhee, Michael Shannon",5.9,"Action, Drama, Sci-Fi",100 min 
346,I Am Soldier,2014,Ronnie Thompson,"Tom Hughes, Noel Clarke, Alex Reid",4.5,"Action, Thriller, War",84 min 
347,P-51 Dragon Fighter,2014,Mark Atkins,"Scott Martin, Stephanie Beran, Ross Brooks",2.9,"Action, Fantasy, Sci-Fi",85 min 
348,Tell,2014,J.M.R. Luna,"Milo Ventimiglia, Katee Sackhoff, Jason Lee",5.5,"Action, Crime, Drama",89 min 
349,He Who Dares,2014,Paul Tanter,"Tom Benedict Knight, Simon Phillips, Christina Bellavia",2.9,"Action, Crime, Thriller",82 min 
350,Hot Bath an' a Stiff Drink,2014,Matthew Gratzner,"Jeffery Patterson, Timothy V. Murphy, Mirelly Taylor",6.6,"Action, Family, Western",93 min 
351,Main Tera Hero,2014,David Dhawan,"Nargis Fakhri, Salman Khan, Varun Dhawan",5.3,"Action, Comedy, Romance",128 min 
352,No Weapon Shall Prosper,2014,Michael Lemelle,"April Marcell, Aries Marvin Uzzle, Ryan Harrington",5.9,"Action, Drama, Romance",155 min 
353,Circus of the Dead,2014,Billy 'Bloody Bill' Pon,"Bill Oberst Jr., Parrish Randall, Chanel Ryan",7.8,"Action, Horror, Thriller",102 min 
354,Jack Strong,2014,Wladyslaw Pasikowski,"Marcin Dorocinski, Maja Ostaszewska, Patrick Wilson",7.2,"Action, Biography, Crime",128 min 
355,The Next Generation: Patlabor,2014,Mamoru Oshii,"Erina Mano, Toshio Kakei, Seiji Fukushi",6.2,"Action, Sci-Fi",48 min 
356,The Hybrid,2014,Billy O'Brien,"John Lynch, Morjana Alaoui, Craig Conway",4.6,"Action, Sci-Fi",94 min 
357,Spider Man: Lost Cause,2014,Joey Lever,"Joey Lever, Craig Ellis, Teravis Ward",6.5,"Action, Comedy, Drama",140 min 
358,Crows Explode,2014,Toshiaki Toyoda,"Elly, Motoki Fukami, Masahiro Higashide",6.2,Action,129 min 
359,The Posthuman Project,2014,Kyle William Roberts,"Kyle Whalen, Collin Place, Lindsay Sawyer",3.7,"Action, Adventure, Comedy",93 min 
360,Campin' Buddies,2014,Tom Logan,"Don Most, Victoria Jackson, Tom Lester",7.2,"Action, Comedy",60 min 
361,22 minuty,2014,Vasily Serikov,"Sergey Aprelskiy, Vladimir Blagoy, Vladislav Demin",5.4,"Action, Crime",120 min 
362,Lucy,2014,Luc Besson,"Scarlett Johansson, Morgan Freeman, Min-sik Choi",6.4,"Action, Sci-Fi, Thriller",89 min 
363,The War I Knew,2014,Ian Vernon,"Paul Harrison, Guy Wills, Adam Woodward",6.2,"Action, Drama, War",97 min 
364,Convict,2014,David Field and George Basha,"George Basha, Richard Green, Brian Ellison",4.9,"Action, Crime, Drama",110 min 
365,Jurassic City,2014,Sean Cain,"Ray Wise, Kevin Gage, Dana Melanie",4.5,"Action, Sci-Fi, Thriller",88 min 
366,Bang Bang,2014,Siddharth Anand,"Hrithik Roshan, Katrina Kaif, Pavan Malhotra",5.5,"Action, Adventure, Comedy",153 min 
367,Puncture Wounds,2014,Giorgio Serafini,"Cung Le, Dolph Lundgren, Vinnie Jones",4.3,"Action, Drama",96 min 
368,American Heist,2014,Sarik Andreasyan,"Hayden Christensen, Adrien Brody, Jordana Brewster",5.1,"Action, Crime, Drama",94 min 
369,Blood Mercury,2014,Len Kabasinski,"Len Kabasinski, Deborah Dutch, Jennifer Louise Bardsley",6.2,"Action, Horror, Sci-Fi",90 min 
370,A Most Violent Year,2014,J.C. Chandor,"Oscar Isaac, Jessica Chastain, David Oyelowo",7.1,"Action, Crime, Drama",125 min 
371,Wayward: The Prodigal Son,2014,Rob Diamond,"Landon Henneman, Blake Webb, Rob Diamond",6.7,"Action, Drama, Romance",93 min 
372,Legacy of Thorn,2014,Mj Dixon,"Jade Wallis, Mem Ferda, Paris Rivers",4.9,"Action, Horror",97 min 
373,Throwback,2014,Travis Bain,"Shawn Brack, Anthony Ring, Melanie Serafin",3.9,"Action, Adventure, Horror",93 min 
374,Run Like Hell,2014,James Thomas,"Dave Finn, Canyon Prince, Robyn Buck",3.2,"Action, Horror, Thriller",80 min 
375,Kung Fu Killer,2014,Teddy Chan,"Donnie Yen, Baoqiang Wang, Charlie Yeung",6.5,"Action, Thriller",100 min 
376,The Anomaly,2014,Noel Clarke,"Noel Clarke, Ian Somerhalder, Brian Cox",4.8,"Action, Sci-Fi, Thriller",97 min 
377,The Breaking Point,2014,James C. Hunter,"Erik Grey, Diana Lovell, Reggie Peters",7.8,"Action, Crime, Drama",75 min 
378,Drive Hard,2014,Brian Trenchard-Smith,"John Cusack, Thomas Jane, Zoe Ventoura",4.3,"Action, Comedy, Crime",92 min 
379,Kundo: Age of the Rampant,2014,Jong-bin Yun,"Jung-woo Ha, Dong-won Kang, Sung-min Lee",6.8,"Action, Drama",137 min 
380,Die Mamba,2014,Ali Samadi Ahadi,"Michael Niavarani, Christoph Maria Herbst, Melika Foroutan",4.7,"Action, Comedy",96 min 
381,The Purge: Anarchy,2014,James DeMonaco,"Frank Grillo, Carmen Ejogo, Zach Gilford",6.5,"Action, Horror, Sci-Fi",103 min 
382,Aagadu,2014,Sreenu Vaitla,"Mahesh Babu, Tamannaah Bhatia, Sonu Sood",5.7,"Action, Comedy, Drama",165 min 
383,Guardian Angel,2014,Vahik Pirhamzei,"Vahik Pirhamzei, Bokeem Woodbine, Justine Wachsberger",7.9,"Action, Drama",86 min 
384,Shongram,2014,Munsur Ali,"Anupam Kher, Asia Argento, Amaan Reza",7.3,"Action, Drama, History",103 min 
385,Shongram,2014,Munsur Ali,"Anupam Kher, Asia Argento, Amaan Reza",7.3,"Action, Drama, History",103 min 
386,Water Wars,2014,Cirio H. Santiago,,4.3,Action,78 min 
