ID,publisher,isbn,title,series,author,year,ENTRYTYPE,journal,number,volume,link,pages,booktitle,crossref
103,,,Fires on the Web: Towards Efficient Exploring Historical Web Graphs,,"Zhenglu Yang and
Jeffrey Xu Yu and Zheng Liu and Masaru Kitsuregawa",2010,inproceedings,,,,http://dx.doi.org/10.1007/978-3-642-12026-8_46,612--626,"Database Systems for Advanced Applications, 15th International Conference, {DASFAA} 2010, Tsukuba, Japan, April 1-4, 2010, Proceedings, Part
{I}",DBLP:conf/dasfaa/2010-1
104,,,Co-occurrence prediction in a large location-based social network,,"Rong{-}Hua Li and Jianquan Liu and Jeffrey Xu Yu and Hanxiong Chen and Hiroyuki Kitagawa",2013,article,Frontiers of Computer Science,2,7,http://dx.doi.org/10.1007/s11704-013-3902-8,185--194,,
105,,,Keyword Search in Relational Databases: {A} Survey,,"Jeffrey Xu Yu and Lu Qin and Lijun Chang",2010,article,{IEEE} Data Eng. Bull.,1,33,http://sites.computer.org/debull/A10mar/yu-paper.pdf,67--78,,
106,,,"Query Translation from XPath to {SQL} in the Presence of Recursive DTDs",,"Wenfei Fan and Jeffrey Xu Yu and Hongjun Lu and Jianhua Lu and Rajeev Rastogi",2005,inproceedings,,,,http://www.vldb2005.org/program/paper/wed/p337-fan.pdf,337--348,"Proceedings of the 31st International Conference on Very Large Data Bases, Trondheim, Norway, August 30 - September 2, 2005",DBLP:conf/vldb/2005
107,,,Computing weight constraint reachability in large networks,,"Miao Qiao and Hong Cheng and Lu Qin and Jeffrey Xu Yu and
Philip S. Yu and Lijun Chang",2013,article,{VLDB} J.,3,22,http://dx.doi.org/10.1007/s00778-012-0288-4,275--294,,
108,,,"Multiscale Representations for Fast Pattern Matching in Stream Time
Series",,"Xiang Lian and Lei Chen and Jeffrey Xu Yu and Jinsong Han and Jian Ma",2009,article,{IEEE} Trans. Knowl. Data Eng.,4,21,http://dx.doi.org/10.1109/TKDE.2008.184,568--581,,
109,,,A New Path Expression Computing Approach for {XML} Data,,"Jianhua Lv and
Guoren Wang and Jeffrey Xu Yu and Ge Yu and Hongjun Lu and Bing Sun",2002,inproceedings,,,,http://dx.doi.org/10.1007/3-540-36556-7_3,35--46,"Efficiency and Effectiveness of {XML} Tools and Techniques and Data
Integration over the Web, {VLDB} 2002 Workshop {EEXTT} and CAiSE 2002
Workshop DTWeb. Revised Papers",DBLP:conf/eextt/2002
110,,,Finding information nebula over large networks,,"Lijun Chang and
Jeffrey Xu Yu and Lu Qin and Yuanyuan Zhu and Haixun Wang",2011,inproceedings,,,,http://doi.acm.org/10.1145/2063576.2063787,1465--1474,"Proceedings of the 20th {ACM} Conference on Information and Knowledge
Management, {CIKM} 2011, Glasgow, United Kingdom, October 24-28, 2011",DBLP:conf/cikm/2011
111,,,Exploring Hierarchies in Online Social Networks,,"Can Lu and
Jeffrey Xu Yu and Rong{-}Hua Li and Hao Wei",2015,article,CoRR,,abs/1502.04220,http://arxiv.org/abs/1502.04220,,,
112,,,Probabilistic ranking over relations,,"Lijun Chang and Jeffrey Xu Yu and Lu Qin and
Xuemin Lin",2010,inproceedings,,,,http://doi.acm.org/10.1145/1739041.1739099,477--488,"{EDBT} 2010, 13th International Conference on Extending Database Technology, Lausanne, Switzerland, March 22-26, 2010, Proceedings",DBLP:conf/edbt/2010
113,,,"A Guideline for Implementing Access Method Modules in Extensible {DBMS}
{MODUS}",,"Kazutaka Furuse and Jeffrey Xu Yu and Kazunori Yamaguchi and Hiroyuki Kitagawa and
Nobuo Ohbo",1993,inproceedings,,,,,39--54,"Advances in Database Research - Proceedings of the 4th Australian
Database Conference, {ADC} '93, Griffith University, Brisbane, Queensland, Australia, February 1-2, 1993",DBLP:conf/adc/1993
114,,,"A Framework of Algorithms: Computing the Bias and Prestige of Nodes in Trust Networks",,"Rong{-}Hua Li and
Jeffrey Xu Yu and Xin Huang and Hong Cheng",2012,article,CoRR,,abs/1207.5661,http://arxiv.org/abs/1207.5661,,,
115,,,Fast Single-Pair SimRank Computation,,"Pei Li and Hongyan Liu and Jeffrey Xu Yu and Jun He and
Xiaoyong Du",2010,inproceedings,,,,http://dx.doi.org/10.1137/1.9781611972801.50,571--582,"Proceedings of the {SIAM} International Conference on Data Mining, {SDM} 2010, April 29 - May 1, 2010, Columbus, Ohio, {USA}",DBLP:conf/sdm/2010
116,,,Scalable Diversified Ranking on Large Graphs,,"Rong{-}Hua Li and
Jeffrey Xu Yu",2011,inproceedings,,,,http://dx.doi.org/10.1109/ICDM.2011.126,1152--1157,"11th {IEEE} International Conference on Data Mining, {ICDM} 2011, Vancouver, BC, Canada, December 11-14, 2011",DBLP:conf/icdm/2011
117,,,Research on geographic information sharing in different cultural backgrounds,,"Xu Yu and
Ning Chen and Jianbang He and Yanrong Cao and Liguang Ma and Haijun Yang",2010,inproceedings,,,,http://dx.doi.org/10.1109/GEOINFORMATICS.2010.5567613,1--5,"The 18th International Conference on Geoinformatics: GIScience in
Change, Geoinformatics 2010, Peking University, Beijing, China, June, 18-20, 2010",DBLP:conf/geoinformatics/2010
118,,,"Efficient Algorithms for Distance-Based Representative Skyline Computation
in 2D Space",,"Taotao Cai and Rong{-}Hua Li and Jeffrey Xu Yu and Rui Mao and Yadi Cai",2015,inproceedings,,,,http://dx.doi.org/10.1007/978-3-319-25255-1_10,116--128,"Web Technologies and Applications - 17th Asia-PacificWeb Conference, APWeb 2015, Guangzhou, China, September 18-20, 2015, Proceedings",DBLP:conf/apweb/2015
119,,,Transforming Tree Patterns with DTDs for Query Containment Test,,"Junhu Wang and Jeffrey Xu Yu and
Chengfei Liu and Rui Zhou",2008,inproceedings,,,,http://dx.doi.org/10.1007/978-3-540-85654-2_64,727--734,"Database and Expert Systems Applications, 19th International Conference, {DEXA} 2008, Turin, Italy, September 1-5, 2008. Proceedings",DBLP:conf/dexa/2008
120,,,Computing Structural Statistics by Keywords in Databases,,"Lu Qin and
Jeffrey Xu Yu and Lijun Chang",2012,article,{IEEE} Trans. Knowl. Data Eng.,10,24,http://dx.doi.org/10.1109/TKDE.2012.78,1731--1746,,
121,,,"Evaluating Irredundant Maximal Contained Rewritings for XPath Queries
on Views",,"Rui Zhou and Chengfei Liu and Jianxin Li and Junhu Wang and Jeffrey Xu Yu",2014,article,Comput. J.,11,57,http://dx.doi.org/10.1093/comjnl/bxt091,1674--1692,,
122,,,Top-K Structural Diversity Search in Large Networks,,"Xin Huang and
Hong Cheng and Rong{-}Hua Li and Lu Qin and Jeffrey Xu Yu",2013,article,PVLDB,13,6,http://www.vldb.org/pvldb/vol6/p1618-cheng.pdf,1618--1629,,
123,,,Multiple Materialized View Selection for XPath Query Rewriting,,"Nan Tang and
Jeffrey Xu Yu and M. Tamer {\""{O}}zsu and Byron Choi and Kam{-}Fai Wong",2008,inproceedings,,,,http://dx.doi.org/10.1109/ICDE.2008.4497496,873--882,"Proceedings of the 24th International Conference on Data Engineering, {ICDE} 2008, April 7-12, 2008, Canc{\'{u}}n, M{\'{e}}xico",DBLP:conf/icde/2008
124,,,Suppressing model overfitting in mining concept-drifting data streams,,"Haixun Wang and
Jian Yin and Jian Pei and Philip S. Yu and Jeffrey Xu Yu",2006,inproceedings,,,,http://doi.acm.org/10.1145/1150402.1150496,736--741,"Proceedings of the Twelfth {ACM} {SIGKDD} International Conference
on Knowledge Discovery and Data Mining, Philadelphia, PA, USA, August
20-23, 2006",DBLP:conf/kdd/2006
125,,,"Progressive skyline query evaluation and maintenance in wireless sensor
networks",,"Baichen Chen and Weifa Liang and Jeffrey Xu Yu",2009,inproceedings,,,,http://doi.acm.org/10.1145/1645953.1646141,1445--1448,"Proceedings of the 18th {ACM} Conference on Information and Knowledge
Management, {CIKM} 2009, Hong Kong, China, November 2-6, 2009",DBLP:conf/cikm/2009
126,,,Top-K Graph Pattern Matching: {A} Twig Query Approach,,"Xianggang Zeng and
Jiefeng Cheng and Jeffrey Xu Yu and Shengzhong Feng",2012,inproceedings,,,,http://dx.doi.org/10.1007/978-3-642-32281-5_28,284--295,"Web-Age Information Management - 13th International Conference, {WAIM}
2012, Harbin, China, August 18-20, 2012. Proceedings",DBLP:conf/waim/2012
127,,,Object Placement in Parallel {OODBMS},,"Z. He and
Jeffrey Xu Yu",1999,inproceedings,,,,,101--114,"Database Systems 99, Proceedings of the 10th Australasian Database
Conference, {ADC} '99, Auckland, New Zealand, 18-21 January 1999",DBLP:conf/adc/1999
128,,,Finding top-k similar graphs in graph databases,,"Yuanyuan Zhu and
Lu Qin and Jeffrey Xu Yu and Hong Cheng",2012,inproceedings,,,,http://doi.acm.org/10.1145/2247596.2247650,456--467,"15th International Conference on Extending Database Technology, {EDBT}
'12, Berlin, Germany, March 27-30, 2012, Proceedings",DBLP:conf/edbt/2012
129,,,"Finding the Cost-Optimal Path with Time Constraint over Time-Dependent
Graphs",,"Yajun Yang and Hong Gao and Jeffrey Xu Yu and Jianzhong Li",2014,article,PVLDB,9,7,http://www.vldb.org/pvldb/vol7/p673-yang.pdf,673--684,,
130,,,Materialized view selection as constrained evolutionary optimization,,"Jeffrey Xu Yu and
Xin Yao and Chi{-}Hon Choi and Gang Gou",2003,article,"{IEEE} Transactions on Systems, Man, and Cybernetics, Part {C}",4,33,http://dx.doi.org/10.1109/TSMCC.2003.818494,458--467,,
131,,,Graph Reachability Queries: {A} Survey,,"Jeffrey Xu Yu and
Jiefeng Cheng",2010,incollection,,,,http://dx.doi.org/10.1007/978-1-4419-6045-0_6,181--215,Managing and Mining Graph Data,DBLP:series/ads/2010-40
132,,,Semantics based Buffer Reduction for Queries over {XML} Data Streams,,"Chi Yang and
Chengfei Liu and Jianxin Li and Jeffrey Xu Yu and Junhu Wang",2008,inproceedings,,,,http://crpit.com/abstracts/CRPITV75Yang.html,145--153,"Database Technologies 2008. Proceedings of the Nineteenth Australasian
Database Conference, {ADC} 2008, January 22-25, 2008, Wollongong, NSW, Australia",DBLP:conf/adc/2008
133,,,Constructing Suffix Tree for Gigabyte Sequences with Megabyte Memory,,"Ching{-}Fung Cheung and
Jeffrey Xu Yu and Hongjun Lu",2005,article,{IEEE} Trans. Knowl. Data Eng.,1,17,http://dx.doi.org/10.1109/TKDE.2005.3,90--105,,
134,,,Top-down keyword query processing on {XML} data,,"Junfeng Zhou and
Xingmin Zhao and Wei Wang and Ziyang Chen and Jeffrey Xu Yu",2013,inproceedings,,,,http://doi.acm.org/10.1145/2505515.2505727,2225--2230,"22nd {ACM} International Conference on Information and Knowledge Management, CIKM'13, San Francisco, CA, USA, October 27 - November 1, 2013",DBLP:conf/cikm/2013
135,,,An efficient strategy for mining exceptions in multi-databases,,"Shichao Zhang and
Chengqi Zhang and
Jeffrey Xu Yu",2004,article,Inf. Sci.,01-Feb,165,http://dx.doi.org/10.1016/j.ins.2003.10.008,1--20,,
136,,,Approximate Graph Schema Extraction for Semi-Structured Data,,"Qiu Yue Wang and
Jeffrey Xu Yu and
Kam{-}Fai Wong",2000,inproceedings,,,,http://dx.doi.org/10.1007/3-540-46439-5_21,302--316,"Advances in Database Technology - {EDBT} 2000, 7th International Conference
on Extending Database Technology, Konstanz, Germany, March 27-31, 2000, Proceedings",DBLP:conf/edbt/2000
137,,,A Performance Study of Mobile {TCP/IP} Solutions,,"Xun Qu and
Jeffrey Xu Yu",1998,article,Australian Computer Journal,2,30,,53--64,,
138,,,XPath Rewriting Using Multiple Views,,"Junhu Wang and
Jeffrey Xu Yu",2008,inproceedings,,,,http://dx.doi.org/10.1007/978-3-540-85654-2_43,493--507,"Database and Expert Systems Applications, 19th International Conference, {DEXA} 2008, Turin, Italy, September 1-5, 2008. Proceedings",DBLP:conf/dexa/2008
139,,,A novel virtual sample generation method based on Gaussian distribution,,"Jing Yang and Xu Yu and Zhiqiang Xie and Jianpei Zhang",2011,article,Knowl.-Based Syst.,6,24,http://dx.doi.org/10.1016/j.knosys.2010.12.010,740--748,,
140,,,"Approximate Processing of Massive Continuous Quantile Queries over High-Speed Data Streams",,"Xuemin Lin and
Jian Xu and Qing Zhang and Hongjun Lu and Jeffrey Xu Yu and Xiaofang Zhou and Yidong Yuan",2006,article,{IEEE} Trans. Knowl. Data Eng.,5,18,http://dx.doi.org/10.1109/TKDE.2006.73,683--698,,
141,,,"Performance Evaluation of a DOM-Based {XML} Database: Storage, Indexing and Query Optimization",,"Jianhua Lv and
Guoren Wang and Jeffrey Xu Yu and Ge Yu and Hongjun Lu and Bing Sun",2002,inproceedings,,,,http://dx.doi.org/10.1007/3-540-45703-8_2,13--24,"Advances in Web-Age Information Management, Third International Conference, {WAIM} 2002, Beijing, China, August 11-13, 2002, Proceedings",DBLP:conf/waim/2002
142,,,On Tree Pattern Query Rewriting Using Views,,"Junhu Wang and Jeffrey Xu Yu and Chengfei Liu",2007,inproceedings,,,,http://dx.doi.org/10.1007/978-3-540-76993-4_1,1--12,"Web Information Systems Engineering - {WISE} 2007, 8th International
Conference on Web Information Systems Engineering, Nancy, France, December 3-7, 2007, Proceedings",DBLP:conf/wise/2007
143,,,Identifying Interesting Patterns in Multidatabases,,"Chengqi Zhang and
Jeffrey Xu Yu and Shichao Zhang",2005,incollection,,,,http://dx.doi.org/10.1007/11011620_7,91--112,Classification and Clustering for Knowledge Discovery,DBLP:series/sci/2005-4
144,,,Contained Rewritings of XPath Queries Using Views Revisited,,"Junhu Wang and
Jeffrey Xu Yu and Chengfei Liu",2008,inproceedings,,,,http://dx.doi.org/10.1007/978-3-540-85481-4_31,410--425,"Web Information Systems Engineering - {WISE} 2008, 9th International Conference, Auckland, New Zealand, September 1-3, 2008. Proceedings",DBLP:conf/wise/2008
145,,,Energy-efficient top-k query processing in wireless sensor networks,,"Baichen Chen and
Weifa Liang and Rui Zhou and Jeffrey Xu Yu",2010,inproceedings,,,,http://doi.acm.org/10.1145/1871437.1871482,329--338,"Proceedings of the 19th {ACM} Conference on Information and Knowledge
Management, {CIKM} 2010, Toronto, Ontario, Canada, October 26-30, 2010",DBLP:conf/cikm/2010
146,,,"Decomposition - An Approach for Optimizing Queries Including {ADT}
Functions",,"Hanxiong Chen and Xu Yu and Kazunori Yamaguchi and Hiroyuki Kitagawa and Nobuo Ohbo and
Yuzuru Fujiwara",1992,article,Inf. Process. Lett.,6,43,http://dx.doi.org/10.1016/0020-0190(92)90120-K,327--333,,
147,,,A Simple but Effective Dynamic Materialized View Caching,,"Chi{-}Hon Choi and Jeffrey Xu Yu and
Hongjun Lu",2004,inproceedings,,,,http://dx.doi.org/10.1007/978-3-540-27772-9_16,147--156,"Advances in Web-Age Information Management: 5th International Conference, {WAIM} 2004, Dalian, China, July 15-17, 2004",DBLP:conf/waim/2004
148,,,What Makes the Differences: Benchmarking {XML} Database Implementations,,"Hongjun Lu and
Jeffrey Xu Yu and Guoren Wang and Shihui Zheng and Haifeng Jiang and Ge Yu and Aoying Zhou",2003,inproceedings,,,,http://dx.doi.org/10.1109/ICDE.2003.1260847,720--722,"Proceedings of the 19th International Conference on Data Engineering, March 5-8, 2003, Bangalore, India",DBLP:conf/icde/2003
149,,,Answering tree pattern queries using views: a revisit,,"Junhu Wang and Jiang Li and Jeffrey Xu Yu",2011,inproceedings,,,,http://doi.acm.org/10.1145/1951365.1951386,153--164,"{EDBT} 2011, 14th International Conference on Extending Database Technology, Uppsala, Sweden, March 21-24, 2011, Proceedings",DBLP:conf/edbt/2011
150,,,Stock risk mining by news,,"Qi Pan and Hong Cheng and Di Wu and Jeffrey Xu Yu and Yiping Ke",2010,inproceedings,,,,http://portal.acm.org/citation.cfm?id=1862265&CFID=17470975&CFTOKEN=71845406,179--188,"Database Technologies 2010, Twenty-First Australasian Database Conference
{(ADC} 2010), Brisbane, Australia, 18-22 January, 2010, Proceedings",DBLP:conf/adc/2010
151,,,The exact distance to destination in undirected world,,"Lijun Chang and
Jeffrey Xu Yu and Lu Qin and Hong Cheng and Miao Qiao",2012,article,{VLDB} J.,6,21,http://dx.doi.org/10.1007/s00778-012-0274-x,869--888,,
152,,,Finding frequent co-occurring terms in relational keyword search,,"Yufei Tao and
Jeffrey Xu Yu",2009,inproceedings,,,,http://doi.acm.org/10.1145/1516360.1516456,839--850,"{EDBT} 2009, 12th International Conference on Extending Database Technology, Saint Petersburg, Russia, March 24-26, 2009, Proceedings",DBLP:conf/edbt/2009
153,,,"Clustering Large Attributed Graphs: {A} Balance between Structural
and Attribute Similarities",,"Hong Cheng and Yang Zhou and Jeffrey Xu Yu",2011,article,TKDD,2,5,http://doi.acm.org/10.1145/1921632.1921638,12,,
154,,,"Query-Driven Frequent Co-Occurring Term Computation over Relational
Data Using MapReduce",,"Jianxin Li and Chengfei Liu and Rui Zhou and Jeffrey Xu Yu",2015,article,Comput. J.,3,58,http://dx.doi.org/10.1093/comjnl/bxu090,497--513,,
155,,,Pushing Aggregate Constraints by Divide-and-Approximate,,"Ke Wang and Yuelong Jiang and Jeffrey Xu Yu and Guozhu Dong and Jiawei Han",2003,inproceedings,,,,http://dx.doi.org/10.1109/ICDE.2003.1260800,291--302,"Proceedings of the 19th International Conference on Data Engineering, March 5-8, 2003, Bangalore, India",DBLP:conf/icde/2003
156,,,"Efficient Computation of \emph{k}-Medians over Data Streams Under
Memory Constraints",,"Zhihong Chong and Jeffrey Xu Yu and Zhengjie Zhang and Xuemin Lin and Wei Wang and Aoying Zhou",2006,article,J. Comput. Sci. Technol.,2,21,http://dx.doi.org/10.1007/s11390-006-0284-5,284--296,,
157,,,What Difference Heuristics Make: Maintenance-Cost View-Selection Revisited,,"Chi{-}Hon Choi and
Jeffrey Xu Yu and Gang Gou",2002,inproceedings,,,,http://dx.doi.org/10.1007/3-540-45703-8_23,247--258,"Advances in Web-Age Information Management, Third International Conference, {WAIM} 2002, Beijing, China, August 11-13, 2002, Proceedings",DBLP:conf/waim/2002
158,,,"On Safety, Computability and Local Property of Web Queries",,"Hong{-}Cheu Liu and
Jeffrey Xu Yu",2008,inproceedings,,,,http://dx.doi.org/10.1007/978-3-540-78849-2_27,251--262,"Progress in {WWW} Research and Development, 10th Asia-Pacific Web
Conference, APWeb 2008, Shenyang, China, April 26-28, 2008. Proceedings",DBLP:conf/apweb/2008
