id,title,authors,venue,paper year
r204,"FastMap: a fast algorithm for indexing, data-mining and visualization of traditional and multimedia datasets","Christos Faloutsos, King-Ip Lin",International Conference on Management of Data,1995
r205,GraphDB: Modeling and Querying Graphs in Databases,Ralf Hartmut Güting,Very Large Data Bases,1994
r206,An extension of the relational data model to incorporate ordered domains,Wilfred Ng,ACM Transactions on Database Systems (TODS),2001
r207,Theory of dependence values,Rosa Meo,ACM Transactions on Database Systems (TODS),2000
r208,Metadata standards for data warehousing: open information model vs. common warehouse metadata,"Thomas Vetterli, Anca Vaduva, Martin Staudt",ACM SIGMOD Record,2000
r209,A data model and data structures for moving objects databases,"Luca Forlizzi, Ralf Hartmut Güting, Enrico Nardelli, Markus Schneider",International Conference on Management of Data,2000
r210,Managing video data in a mobile environment,"Rafael Alonso, Yuh-Lin Chang, Liviu Iftode, V. S. Mani",ACM SIGMOD Record,1995
r211,The Jungle database search engine,"Michael Böhlen, Linas Bukauskas, Curtis Dyreson",International Conference on Management of Data,1999
r212,The software information base: a server for reuse,"Panos Constantopoulos, Matthias Jarke, John Mylopoulos, Yannis Vassiliou",The VLDB Journal — The International Journal on Very Large Data Bases,1995
r213,Caprera: An Activity Framework for Transaction Processing on Wide-Area Networks,"Suresh Kumar, Eng-Kee Kwang, Divyakant Agrawal",Very Large Data Bases,1997
r214,Automating physical database design in a parallel database,"Jun Rao, Chun Zhang, Nimrod Megiddo, Guy Lohman",International Conference on Management of Data,2002
r215,Object query standards,Andrew E. Wade,ACM SIGMOD Record,1996
r216,Report on the EDBT'02 panel on scientific data integration,"Omar Boucelma, Silvana Castano, Carole Goble, Vanja Josifovski, Zoé Lacroix, Bertram Ludäscher",ACM SIGMOD Record,2001
r217,Parallel database systems 101,Jim Gray,International Conference on Management of Data,1995
r218,The REACH active OODBMS,"A. P. Buchmann, A. Deutsch, J. Zimmermann, M. Higa",International Conference on Management of Data,1995
r219,Heuristic and randomized optimization for the join ordering problem,"Michael Steinbrunn, Guido Moerkotte, Alfons Kemper",The VLDB Journal — The International Journal on Very Large Data Bases,1998
r220,UnQL: a query language and algebra for semistructured data based on structural recursion,"Peter Buneman, Mary Fernandez, Dan Suciu",The VLDB Journal — The International Journal on Very Large Data Bases,2000
r221,Microsoft site server (commerce ed.): Talk-slides available at the conference,Bassel Ojjeh,International Conference on Management of Data,2000
r222,Progressive approximate aggregate queries with a multi-resolution tree structure,"Iosif Lazaridis, Sharad Mehrotra",International Conference on Management of Data,2001
r223,Cache Coherency in Oracle Parallel Server,Boris Klots,Very Large Data Bases,1996
r224,Application architecture (panel session): 2Tier or 3Tier? What is DBMS's role?,Anil K. Nori,International Conference on Management of Data,2000
r225,"Review of Ontologies: a silver bullet for knowledge management and electronic commerce by Dieter Fensel. Springer-Verlag, 2002.",Antonio Badia,ACM SIGMOD Record,2002
r226,Research and products-are they relevant to each other? (panel session),Herb Edelstein,International Conference on Management of Data,1995
r227,Data mining on an OLTP system (nearly) for free,"Erik Riedel, Christos Faloutsos, Gregory R. Ganger, David F. Nagle",International Conference on Management of Data,2000
r228,Storage and Querying of E-Commerce Data,"Rakesh Agrawal, Amit Somani, Yirong Xu",Very Large Data Bases,2001
r229,"Hector Garcia-Molina speaks out: regarding startups, how life is getting harder, delta papers, CS in Mexico, life as a department chair, and more",Marianne Winslett,ACM SIGMOD Record,2002
r230,What is the Data Warehousing Problem? (Are Materialized Views the Answer?),"Ashish Gupta, Inderpal Singh Mumick",Very Large Data Bases,1996
r231,A study on data point search for HG-trees,"Joseph Kuan, Paul Lewis",ACM SIGMOD Record,1999
r232,In-context peer-to-peer information filtering on the Web,Aris M. Ouksel,ACM SIGMOD Record,2003
r233,Fast and accurate text classification via multiple linear discriminant projections,"Soumen Chakrabarti, Shourya Roy, Mahesh V. Soundalgekar",The VLDB Journal — The International Journal on Very Large Data Bases,2003
r234,"Object-oriented, rapid application development in a PC database environment",CORPORATE Fox Development Team Microsoft,International Conference on Management of Data,1995
r235,A multi-similarity algebra,"S. Adali, P. Bonatti, M. L. Sapino, V. S. Subrahmanian",International Conference on Management of Data,1997
r236,GeoMiner: a system prototype for spatial data mining,"Jaiwei Han, Krzysztof Koperski, Nebojsa Stefanovic",International Conference on Management of Data,1997
r237,Database research: achievements and opportunities into the 1st century,"Avi Silberschatz, Mike Stonebraker, Jeff Ullman",ACM SIGMOD Record,1995
r238,XSB as an efficient deductive database engine,"Konstantinos Sagonas, Terrance Swift, David S. Warren",International Conference on Management of Data,1994
r239,Report on the 13th Brazilian symposium on database systems (SBBD'98),"Mario A. Nascimento, Claudia Bauzer Medeiros",ACM SIGMOD Record,1999
r240,Metadata in video databases,"Ramesh Jain, Arun Hampapur",ACM SIGMOD Record,1994
r241,Report on the 5th international workshop on knowledge representation meets databases (KRDB'98),"Alex Borgida, Vinay K. Chaudhri, Martin Staudt",ACM SIGMOD Record,1998
r242,Image mining in IRIS: integrated retinal information system,"Wynne Hsu, Mong Li Lee, Kheng Guan Goh",International Conference on Management of Data,2000
r243,Efficient mid-query re-optimization of sub-optimal query execution plans,"Navin Kabra, David J. DeWitt",International Conference on Management of Data,1998
r244,"TPC-D: The Challenges, Issues and Results",Ramesh Bhashyam,Very Large Data Bases,1996
r245,Iterative dynamic programming: a new class of query optimization algorithms,"Donald Kossmann, Konrad Stocker",ACM Transactions on Database Systems (TODS),2001
r246,Partition selection policies in object database garbage collection,"Jonathan E. Cook, Alexander L. Wolf, Benjamin G. Zorn",International Conference on Management of Data,1994
r247,A Non-Uniform Data Fragmentation Strategy for Parallel Main-Menory Database Systems,"N. Bassiliades, Ioannis P. Vlahavas",Very Large Data Bases,1996
r248,What Is the Nearest Neighbor in High Dimensional Spaces?,"Alexander Hinneburg, Charu C. Aggarwal, Daniel A. Keim",Very Large Data Bases,2000
r249,A Database System for Real-Time Event Aggregation in Telecommunication,"Jerry Baulier, Stephen Blott, Henry F. Korth, Abraham Silberschatz",Very Large Data Bases,1998
r250,Olympic records for data at the 1998 Nagano games,Edwin R. Lassettre,International Conference on Management of Data,1998
r251,MDM: a multiple-data model tool for the management of heterogeneous database schemes,"Paolo Atzeni, Riccardo Torlone",International Conference on Management of Data,1997
r252,Database research at Columbia University,"Shih-Fu Chang, Luis Gravano, Gail E. Kaiser, Kenneth A. Ross, Salvatore J. Stolfo",ACM SIGMOD Record,1997
r253,The third manifesto,"Hugh Darwen, C. J. Date",ACM SIGMOD Record,1995
r254,Moving up the food chain: supporting e-commerce applications on databases,Anant Jhingran,ACM SIGMOD Record,2000
r255,Simultaneous optimization and evaluation of multiple dimensional queries,"Yihong Zhao, Prasad M. Deshpande, Jeffrey F. Naughton, Amit Shukla",International Conference on Management of Data,1998
r256,An effective hash-based algorithm for mining association rules,"Jong Soo Park, Ming-Syan Chen, Philip S. Yu",International Conference on Management of Data,1995
r257,"Et tu, XML? The downfall of the relational empire (abstract)",Philip Wadler,Very Large Data Bases,2001
r258,Efficient checking of temporal integrity constraints using bounded history encoding,Jan Chomicki,ACM Transactions on Database Systems (TODS),1995
r259,A Monte Carlo algorithm for fast projective clustering,"Cecilia M. Procopiuc, Michael Jones, Pankaj K. Agarwal, T. M. Murali",International Conference on Management of Data,2002
r260,Distinct Sampling for Highly-Accurate Answers to Distinct Values Queries and Event Reports,Phillip B. Gibbons,Very Large Data Bases,2001
r261,Algorithms for deferred view maintenance,"Latha S. Colby, Timothy Griffin, Leonid Libkin, Inderpal Singh Mumick, Howard Trickey",International Conference on Management of Data,1996
r262,Databases and Workflow Management: What is it All About? (Panel),"Andreas Reuter, Stefano Ceri, Jim Gray, Betty Salzberg, Gerhard Weikum",Very Large Data Bases,1995
r263,"Turmoil at NASA, and numerous funding announcements",Xiaolei Qian,ACM SIGMOD Record,1995
r264,"i3: intelligent, interactive investigation of OLAP data cubes","Sunita Sarawagi, Gayatri Sathe",International Conference on Management of Data,2001
r265,Generating efficient plans for queries using views,"Foto N. Afrati, Chen Li, Jeffrey D. Ullman",International Conference on Management of Data,2001
r266,The active database management system manifesto: a rulebase of ADBMS features,Corporate Act-Net Consortium,ACM SIGMOD Record,1996
r267,The handwritten trie: indexing electronic ink,"Walid Aref, Daniel Barbará, Padmavathi Vallabhaneni",International Conference on Management of Data,1995
r268,Anatomy of a native XML base management system,"T. Fiebig, S. Helmer, C.-C. Kanne, G. Moerkotte, J. Neumann, R. Schiele, T. Westmann",The VLDB Journal — The International Journal on Very Large Data Bases,2002
r269,Object-oriented extensions in SQL3: a status report,Krishna G. Kulkarni,International Conference on Management of Data,1994
r270,GridDB: a relational interface for the grid,"David T. Liu, Michael J. Franklin, Devesh Parekh",International Conference on Management of Data,2003
r271,Fast parallel similarity search in multimedia databases,"Stefan Berchtold, Christian Böhm, Bernhard Braunmüller, Daniel A. Keim, Hans-Peter Kriegel",International Conference on Management of Data,1997
r272,Distributing queries over low-power wireless sensor networks,"Samuel Madden, Joseph M. Hellerstein",International Conference on Management of Data,2002
r273,Some Issues in Design of Distributed Deductive Databases,"Mukesh K. Mohania, Nandlal L. Sarda",Very Large Data Bases,1994
r274,Design and user testing of a multi-paradigm query interface to an object-oriented database,"Dac Khoa Doan, Norman W. Paton, Alistair Kilgour",ACM SIGMOD Record,1995
r275,Learning to match ontologies on the Semantic Web,"AnHai Doan, Jayant Madhavan, Robin Dhamankar, Pedro Domingos, Alon Halevy",The VLDB Journal — The International Journal on Very Large Data Bases,2003
r276,Dissemination of dynamic data,"Pavan Deolasee, Amol Katkar, Ankur Panchbudhe, Krithi Ramamritham, Prashant Shenoy",International Conference on Management of Data,2001
r277,Synchronization and recovery in a client-server storage system,"E. Panagos, A. Biliris",The VLDB Journal — The International Journal on Very Large Data Bases,1997
r278,"Set Containment Joins: The Good, The Bad and The Ugly","Karthikeyan Ramasamy, Jignesh M. Patel, Jeffrey F. Naughton, Raghav Kaushik",Very Large Data Bases,2000
r279,Distributed query evaluation on semistructured data,Dan Suciu,ACM Transactions on Database Systems (TODS),2002
r280,NetCube: A Scalable Tool for Fast Data Mining and Compression,"Dimitris Margaritis, Christos Faloutsos, Sebastian Thrun",Very Large Data Bases,2001
r281,Application of OODB and SGML techniques in text database: an electronic dictionary system,Jian Zhang,ACM SIGMOD Record,1995
r282,Toward autonomic computing with DB2 universal database,"Sam S. Lightstone, Guy Lohman, Danny Zilio",ACM SIGMOD Record,2002
r283,Efficient algorithms for mining outliers from large data sets,"Sridhar Ramaswamy, Rajeev Rastogi, Kyuseok Shim",International Conference on Management of Data,2000
r284,DTL's DataSpot: Database Exploration Using Plain Language,"Shaul Dar, Gadi Entin, Shai Geva, Eran Palmon",Very Large Data Bases,1998
r285,Architectures for Internal Web Services Deployment,Oded Shmueli,Very Large Data Bases,2001
r286,Building a Laboratory Information System Around a C++-Based Object-Oriented DBMS,"Nathan Goodman, Steve Rozen, Lincoln Stein",Very Large Data Bases,1995
r287,Efficient evaluation of XML middle-ware queries,"Mary Fernandez, Atsuyuki Morishima, Dan Suciu",International Conference on Management of Data,2001
r288,DataSplash,"Chris Olston, Allison Woodruff, Alexander Aiken, Michael Chu, Vuk Ercegovac, Mark Lin, Mybrid Spalding, Michael Stonebraker",International Conference on Management of Data,1998
r289,Inferring Function Semantics to Optimize Queries,"Mitch Cherniack, Stanley B. Zdonik",Very Large Data Bases,1998
r290,Research issues in federated database systems: report of EFDBS '97 workshop,"S. Conrad, B. Eaglestone, W. Hasselbring, M. Roantree, M. Schöhoff, M. Strässler, M. Vermeer, F. Saltor",ACM SIGMOD Record,1997
r291,Journal relevance,Richard Snodgrass,ACM SIGMOD Record,2003
r292,A vision for management of complex models,"Phillip A. Bernstein, Alon Y. Halevy, Rachel A. Pottinger",ACM SIGMOD Record,2000
r293,Semantic integration of semistructured and structured data sources,"S. Bergamaschi, S. Castano, M. Vincini",ACM SIGMOD Record,1999
r294,E-commerce database issues and experience: (talk-slides available at at the conference),Anand Rajaraman,International Conference on Management of Data,1999
r295,QURSED: querying and reporting semistructured data,"Yannis Papakonstantinou, Michalis Petropoulos, Vasilis Vassalos",International Conference on Management of Data,2002
r296,Managing uncertainty in sensor database,"Reynold Cheng, Sunil Prabhakar",ACM SIGMOD Record,2003
