ID,Title,Episodes,Producers,Genres,Type,Year,Rating
175,Legend of the Galactic Heroes: My Conquest is the Sea of Stars,1,Kitty Films,"['Based on a Novel', 'Drama', 'Military', 'Outer Space', 'Political', 'Sci Fi', 'Space Opera', 'War']",Movie,1988,4.33
176,Break Blade Movie 5: Shisen no Hate,1,Production I.G,"['Action', 'Fantasy', 'Magic', 'Mecha', 'Military', 'Violence', 'War']",Movie,2011,4.33
177,Broken Blade: The Gap Between Life and Death,1,Production I.G,"['Action', 'Fantasy', 'Magic', 'Mecha', 'Military', 'Violence', 'War']",Movie,2011,4.33
178,Usagi Drop Specials,4,Production I.G,"['Childcare', 'Slice of Life']",DVD Special,2011,4.33
179,Kuragehime,11,Brains-Base,"['Based on a Manga', 'Boarding House', 'Comedy', 'Crossdressing', 'Josei', 'noitaminA']",TV,2010,4.33
180,Princess Jellyfish,11,Brains-Base,"['Based on a Manga', 'Boarding House', 'Comedy', 'Crossdressing', 'Josei', 'noitaminA']",TV,2010,4.33
181,Hozuki's Coolheadedness OVA,3,Wit Studio,"['Based on a Manga', 'Comedy', 'Japanese Mythology', 'Supernatural']",OVA,2015,4.33
182,Hoozuki no Reitetsu OVA,3,Wit Studio,"['Based on a Manga', 'Comedy', 'Japanese Mythology', 'Supernatural']",OVA,2015,4.33
183,Castle in the Sky,1,Studio Ghibli,"['Adventure', 'Family Friendly', 'Fantasy', 'Original Work']",Movie,1986,4.33
184,Laputa: Castle in the Sky,1,Studio Ghibli,"['Adventure', 'Family Friendly', 'Fantasy', 'Original Work']",Movie,1986,4.33
185,Millennium Actress,1,MADHOUSE,"['Drama', 'Original Work']",Movie,2001,4.33
186,Honey and Clover II,12,J.C.Staff,"['Based on a Manga', 'Comedy', 'Coming of Age', 'Drama', 'Josei', 'Love Triangle', 'noitaminA', 'Romance']",TV,2006,4.33
187,Kimi ni Todoke,25,Production I.G,"['Based on a Manga', 'Comedy', 'Coming of Age', 'Drama', 'Romance', 'School Life', 'Shoujo']",TV,2009,4.33
188,Kaiji 2,26,MADHOUSE,"['Based on a Manga', 'Debt', 'Gambling', 'High Stakes Games', 'Psychological', 'Seinen', 'Thriller']",TV,2011,4.33
189,Gyakkyou Burai Kaiji: Hakairoku-hen,26,MADHOUSE,"['Based on a Manga', 'Debt', 'Gambling', 'High Stakes Games', 'Psychological', 'Seinen', 'Thriller']",TV,2011,4.33
190,Gintama,201,Sunrise,"['Action', 'Aliens', 'Based on a Manga', 'Comedy', 'Crude', 'Drama', 'Feudal Japan', 'Parody', 'Samurai', 'Sci Fi', 'Swordplay']",TV,2006,4.33
191,JoJo's Bizarre Adventure: Stardust Crusaders,24,David Production,"['Action', 'Adventure', 'Animal Abuse', 'Based on a Manga', 'Explicit Violence', 'Monster-of-the-week', 'Supernatural']",TV,2014,4.32
192,JoJo no Kimyou na Bouken: Stardust Crusaders,24,David Production,"['Action', 'Adventure', 'Animal Abuse', 'Based on a Manga', 'Explicit Violence', 'Monster-of-the-week', 'Supernatural']",TV,2014,4.32
193,The World God Only Knows: Goddesses Arc,12,Manglobe,"['Based on a Manga', 'Comedy', 'Demons', 'Fantasy', 'Otaku Culture', 'Romance', 'School Life']",TV,2013,4.41
194,Kami nomi zo Shiru Sekai: Megami-hen,12,Manglobe,"['Based on a Manga', 'Comedy', 'Demons', 'Fantasy', 'Otaku Culture', 'Romance', 'School Life']",TV,2013,4.41
195,Log Horizon,25,Satelight,"['Adventure', 'Based on a Novel', 'Fantasy', 'MMORPG', 'Person in a Strange World', 'RPG', 'Sci Fi', 'Virtual Reality']",TV,2013,4.41
196,Cross Game,50,Synergy SP,"['Baseball', 'Based on a Manga', 'Drama', 'Sports']",TV,2009,4.41
197,Rainbow: Nisha Rokubou no Shichinin,26,MADHOUSE,"['Based on a Manga', 'Delinquents', 'Drama', 'Mature Themes', 'Seinen', 'Sexual Abuse', 'Sexual Content', 'Violence']",TV,2010,4.41
198,Hotaru no Haka,1,Studio Ghibli,"['Drama', 'Historical', 'World War 2']",Movie,1988,4.41
199,Grave of the Fireflies,1,Studio Ghibli,"['Drama', 'Historical', 'World War 2']",Movie,1988,4.41
200,You Are Umasou Movie,1,,"['Based on a Novel', 'Dinosaurs', 'Family Friendly']",Movie,2010,4.41
201,Omae Umasou da na Movie,1,,"['Based on a Novel', 'Dinosaurs', 'Family Friendly']",Movie,2010,4.41
202,The Garden of Words,1,CoMix Wave Inc.,"['Age Gap', 'Drama', 'Romance']",Movie,2013,4.41
203,Kotonoha no Niwa,1,CoMix Wave Inc.,"['Age Gap', 'Drama', 'Romance']",Movie,2013,4.41
204,Overlord,13,MADHOUSE,"['Action', 'Adventure', 'Based on a Light Novel', 'Fantasy', 'Magic', 'MMORPG', 'Person in a Strange World', 'RPG', 'Sci Fi', 'Violence', 'Virtual Reality']",TV,2015,4.41
205,Major Season 6,25,Studio Hibari,"['America', 'Baseball', 'Based on a Manga', 'Drama', 'Shounen', 'Sports']",TV,2010,4.41
206,Tsukimonogatari,4,Shaft,"['Based on a Light Novel']",TV Special,2014,4.41
207,Ping Pong The Animation,11,Tatsunoko Pro.,"['Based on a Manga', 'Drama', 'noitaminA', 'Sports', 'Tournaments']",TV,2014,4.4
208,Cowboy Bebop: The Movie,1,Bones,"['Bounty Hunters', 'Western']",Movie,2001,4.4
209,The Tale of the Princess Kaguya,1,Studio Ghibli,"['Coming of Age', 'Fantasy', 'Historical', 'Japanese Mythology']",Movie,2013,4.4
210,Kaguya-hime no Monogatari,1,Studio Ghibli,"['Coming of Age', 'Fantasy', 'Historical', 'Japanese Mythology']",Movie,2013,4.4
211,Magical Girl Lyrical Nanoha The MOVIE 2nd A's,1,Seven Arcs,"['Magic', 'Magical Girl']",Movie,2012,4.4
212,Clannad,23,Kyoto Animation,"['Based on a Visual Novel', 'Comedy', 'Drama', 'Harem', 'Romance', 'School Life']",TV,2007,4.4
213,Gintama: Jump Festa 2014,1,Sunrise,"['Based on a Manga', 'Comedy', 'Parody']",OVA,2014,4.4
214,Gintama OVA,1,Sunrise,"['Based on a Manga', 'Comedy', 'Parody']",OVA,2014,4.4
215,xxxHOLiC Kei,13,Production I.G,"['Based on a Manga', 'Comedy', 'Episodic', 'Japanese Mythology', 'Mysterious Shop', 'Supernatural']",TV,2008,4.4
216,Monthly Girls' Nozaki-kun,12,Dogakobo,"['Based on a Manga', 'Comedy', 'Manga Industry', 'Otaku Culture', 'Romance', 'School Life', 'Shounen']",TV,2014,4.4
217,Gekkan Shoujo Nozaki-kun,12,Dogakobo,"['Based on a Manga', 'Comedy', 'Manga Industry', 'Otaku Culture', 'Romance', 'School Life', 'Shounen']",TV,2014,4.4
218,Kaichou wa Maid-sama!,26,J.C.Staff,"['Based on a Manga', 'Comedy', 'Maids', 'Romance', 'School Life', 'Shoujo', 'Tsundere']",TV,2010,4.4
219,Fairy Tail 2,81+,A-1 Pictures,"['Action', 'Adventure', 'Based on a Manga', 'Comedy', 'Fantasy', 'Magic', 'Shounen']",TV,2014,4.4
220,Yahari Ore no Seishun Love Come wa Machigatteiru. Zoku,13,Feel,"['Based on a Light Novel', 'Comedy', 'School Club', 'School Life']",TV,2015,4.4
221,My Teen Romantic Comedy SNAFU TOO!,13,Feel,"['Based on a Light Novel', 'Comedy', 'School Club', 'School Life']",TV,2015,4.4
222,Nodame Cantabile: Paris,11,J.C.Staff,"['Based on a Manga', 'Classical Music', 'Comedy', 'Europe', 'Josei', 'Music', 'noitaminA', 'Romance']",TV,2008,4.4
223,xxxHOLiC Rou,2,Production I.G,"['Drama', 'Japanese Mythology', 'Supernatural']",OVA,2010,4.4
224,Durarara!!x2 Ten,12,Shuka,"['Action', 'Based on a Light Novel', 'Comedy', 'Drug Use', 'Social Media', 'Supernatural', 'Violence']",TV,2015,4.39
225,Durarara!! X2 The Second Arc,12,Shuka,"['Action', 'Based on a Light Novel', 'Comedy', 'Drug Use', 'Social Media', 'Supernatural', 'Violence']",TV,2015,4.39
226,Gekijouban Trigun: Badlands Rumble,1,MADHOUSE,"['Action', 'Gunfights', 'Violence', 'Western']",Movie,2010,4.39
227,Trigun: Badlands Rumble,1,MADHOUSE,"['Action', 'Gunfights', 'Violence', 'Western']",Movie,2010,4.39
228,Kenichi,50,TMS Entertainment,"['Action', 'Based on a Manga', 'Comedy', 'Martial Arts', 'Shounen']",TV,2006,4.39
229,History's Strongest Disciple Kenichi,50,TMS Entertainment,"['Action', 'Based on a Manga', 'Comedy', 'Martial Arts', 'Shounen']",TV,2006,4.39
230,Shijou Saikyou no Deshi Kenichi,50,TMS Entertainment,"['Action', 'Based on a Manga', 'Comedy', 'Martial Arts', 'Shounen']",TV,2006,4.39
231,Full Metal Panic? Fumoffu,12,Kyoto Animation,"['Action', 'Based on a Light Novel', 'Comedy', 'Military', 'Romance', 'School Life', 'Tsundere']",TV,2003,4.39
232,Hunter x Hunter OVA 2: Greed Island,8,Nippon Animation,"['Action', 'Adventure', 'Based on a Manga', 'Martial Arts', 'Shounen', 'Superpowers']",OVA,2003,4.39
233,Okami to Koshinryo,13,IMAGIN,"['Adventure', 'Based on a Light Novel', 'Drama', 'Fantasy', 'Medieval', 'Romance']",TV,2008,4.39
234,Spice and Wolf,13,IMAGIN,"['Adventure', 'Based on a Light Novel', 'Drama', 'Fantasy', 'Medieval', 'Romance']",TV,2008,4.39
235,Wolf and Spice,13,IMAGIN,"['Adventure', 'Based on a Light Novel', 'Drama', 'Fantasy', 'Medieval', 'Romance']",TV,2008,4.39
236,Redline,1,MADHOUSE,"['Action', 'Futuristic', 'Nudity', 'Racing', 'Romance']",Movie,2009,4.39
237,Isekai no Seikishi Monogatari,13,AIC Spirits,"['Ecchi', 'Fantasy', 'Harem', 'Mecha', 'School Life']",OVA,2009,4.39
238,Tenchi Muyo! War on Geminar,13,AIC Spirits,"['Ecchi', 'Fantasy', 'Harem', 'Mecha', 'School Life']",OVA,2009,4.39
239,Kamisama Hajimemashita 2,12,TMS Entertainment,"['Based on a Manga', 'Comedy', 'Fantasy', 'Japanese Mythology', 'Master-Servant Relationship', 'Romance', 'Shoujo']",TV,2015,4.39
240,Black Lagoon,12,MADHOUSE,"['Action', 'Based on a Manga', 'Gunfights', 'Mercenaries', 'Violence']",TV,2006,4.39
241,The Girl Who Leapt Through Time,1,MADHOUSE,"['Based on a Novel', 'Romance', 'School Life', 'Sci Fi', 'Slice of Life', 'Time Travel']",Movie,2006,4.49
242,Kuroshitsuji: Book of Murder,2,A-1 Pictures,"['Demons', 'Europe', 'Master-Servant Relationship', 'Mystery', 'Supernatural']",OVA,2014,4.49
243,Black Butler: Book of Murder,2,A-1 Pictures,"['Demons', 'Europe', 'Master-Servant Relationship', 'Mystery', 'Supernatural']",OVA,2014,4.49
244,JoJos Bizarre Adventure: Stardust Crusaders - Battle in Egypt,24,David Production,"['Action', 'Adventure', 'Animal Abuse', 'Based on a Manga', 'Comedy', 'Explicit Violence', 'Monster-of-the-week', 'Supernatural']",TV,2015,4.49
245,Spice and Wolf II,12,Brains-Base,"['Adventure', 'Based on a Light Novel', 'Fantasy']",TV,2009,4.49
246,Okami to Koshinryo II,12,Brains-Base,"['Adventure', 'Based on a Light Novel', 'Fantasy']",TV,2009,4.49
247,One-Punch Man,4+,MADHOUSE,"['Action', 'Based on a Manga', 'Comedy', 'Fantasy', 'Superpowers']",TV,2015,4.49
248,Magi: The Kingdom of Magic,25,A-1 Pictures,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic']",TV,2013,4.49
249,Tengen Toppa Gurren Lagann,27,Gainax,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Original Work', 'Post-apocalyptic', 'Sci Fi', 'Shounen']",TV,2007,4.49
250,Gurren Lagann,27,Gainax,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Original Work', 'Post-apocalyptic', 'Sci Fi', 'Shounen']",TV,2007,4.49
251,Bakuman.,25,J.C.Staff,"['Based on a Manga', 'Drama', 'Manga Industry', 'Otaku Culture', 'Shounen']",TV,2011,4.48
252,Toradora!,25,J.C.Staff,"['Based on a Light Novel', 'Comedy', 'Coming of Age', 'Romance', 'School Life', 'Tsundere']",TV,2008,4.48
253,Fate/Zero,13,ufotable,"['Action', 'Based on a Light Novel', 'Fantasy', 'Magic', 'Superpowers', 'Violence']",TV,2011,4.48
254,The Seven Deadly Sins,24,A-1 Pictures,"['Action', 'Adventure', 'Animal Abuse', 'Based on a Manga', 'Fantasy', 'Shounen', 'Superpowers', 'Violence']",TV,2014,4.48
255,Nanatsu no Taizai,24,A-1 Pictures,"['Action', 'Adventure', 'Animal Abuse', 'Based on a Manga', 'Fantasy', 'Shounen', 'Superpowers', 'Violence']",TV,2014,4.48
256,Summer Wars,1,MADHOUSE,"['Action', 'Comedy', 'Hacking', 'Original Work', 'Sci Fi', 'Social Media', 'Virtual Reality']",Movie,2009,4.48
257,Ghost in the Shell: Stand Alone Complex 2nd Gig,26,Production I.G,"['Cyberpunk', 'Cyborgs', 'Futuristic', 'Hacking', 'Sci Fi']",TV,2004,4.48
258,Black Lagoon: The Second Barrage,12,MADHOUSE,"['Action', 'Based on a Manga', 'Gunfights', 'Mercenaries', 'Violence']",TV,2006,4.47
259,Kids on the Slope,12,Tezuka Productions,"['Based on a Manga', 'Coming of Age', 'Drama', 'Historical', 'Love Triangle', 'Music', 'noitaminA', 'Romance']",TV,2012,4.47
260,Sakamichi no Apollon,12,Tezuka Productions,"['Based on a Manga', 'Coming of Age', 'Drama', 'Historical', 'Love Triangle', 'Music', 'noitaminA', 'Romance']",TV,2012,4.47
261,Time of Eve Movie,1,Studio Rikka,"['Androids', 'Cafe', 'Drama', 'Futuristic', 'Robots', 'Sci Fi']",Movie,2010,4.47
262,Eve no Jikan Movie,1,Studio Rikka,"['Androids', 'Cafe', 'Drama', 'Futuristic', 'Robots', 'Sci Fi']",Movie,2010,4.47
263,Psycho-Pass,22,Production I.G,"['Cyberpunk', 'Dystopia', 'Futuristic', 'noitaminA', 'Original Work', 'Police', 'Sci Fi', 'Violence']",TV,2012,4.47
264,Kamisama Hajimemashita OVA 2,1+,,"['Comedy', 'Japanese Mythology', 'Master-Servant Relationship', 'Romance']",OVA,2015,4.47
265,Hajime no Ippo - Champion Road,1,MADHOUSE,"['Boxing', 'Hand to Hand Combat', 'Sports']",Movie,2003,4.47
266,Silver Spoon (2014),11,A-1 Pictures,"['Agriculture', 'Based on a Manga', 'Comedy', 'Coming of Age', 'noitaminA', 'School Life', 'Slice of Life']",TV,2014,4.46
267,Gin no Saji (2014),11,A-1 Pictures,"['Agriculture', 'Based on a Manga', 'Comedy', 'Coming of Age', 'noitaminA', 'School Life', 'Slice of Life']",TV,2014,4.46
268,Angel Beats!,13,P.A. Works,"['Action', 'Comedy', 'Drama', 'Original Work', 'School Life', 'Supernatural']",TV,2010,4.46
269,Mahou Shoujo Madoka Magica,12,Shaft,"['Fantasy', 'Magic', 'Magical Girl', 'Original Work', 'Psychological', 'School Life']",TV,2011,4.46
270,Puella Magi Madoka Magica,12,Shaft,"['Fantasy', 'Magic', 'Magical Girl', 'Original Work', 'Psychological', 'School Life']",TV,2011,4.46
271,Owarimonogatari,4+,Shaft,"['Based on a Light Novel', 'Supernatural']",TV,2015,4.46
272,Nodame Cantabile,23,J.C.Staff,"['Based on a Manga', 'Classical Music', 'Comedy', 'Josei', 'Music', 'noitaminA', 'Romance']",TV,2007,4.46
273,K-On! Movie,1,Kyoto Animation,"['Comedy', 'Slice of Life']",Movie,2011,4.46
274,Puella Magi Madoka Magica the Movie Part 3: Rebellion,1,Shaft,"['Fantasy', 'Magic', 'Magical Girl', 'Psychological']",Movie,2013,4.46
275,Mahou Shoujo Madoka Magica Movie 3: Hangyaku no Monogatari,1,Shaft,"['Fantasy', 'Magic', 'Magical Girl', 'Psychological']",Movie,2013,4.46
276,Mahou Shoujo Madoka Magica Movie 2: Eien no Monogatari,1,Shaft,"['Fantasy', 'Magic', 'Magical Girl', 'Psychological', 'Recap']",Movie,2012,4.45
277,Puella Magi Madoka Magica the Movie Part 2: Eternal,1,Shaft,"['Fantasy', 'Magic', 'Magical Girl', 'Psychological', 'Recap']",Movie,2012,4.45
278,Baccano!,13,Brains-Base,"['Action', 'America', 'Based on a Light Novel', 'Trains', 'Violence']",TV,2007,4.45
279,Noragami Aragoto,4+,Bones,"['Action', 'Based on a Manga', 'Japanese Mythology', 'Shounen', 'Supernatural']",TV,2015,4.45
280,Higurashi no Naku Koro ni Kai,24,Studio Deen,"['Based on a Visual Novel', 'Explicit Violence', 'Horror', 'Psychological', 'School Life', 'Thriller']",TV,2007,4.45
281,When They Cry 2,24,Studio Deen,"['Based on a Visual Novel', 'Explicit Violence', 'Horror', 'Psychological', 'School Life', 'Thriller']",TV,2007,4.45
282,Major Season 2,26,Studio Hibari,"['Baseball', 'Based on a Manga', 'Drama', 'Shounen', 'Sports']",TV,2005,4.45
283,Time of Eve,6,Studio Rikka,"['Androids', 'Cafe', 'Drama', 'Futuristic', 'Robots', 'Sci Fi']",Web,2008,4.45
284,Eve no Jikan,6,Studio Rikka,"['Androids', 'Cafe', 'Drama', 'Futuristic', 'Robots', 'Sci Fi']",Web,2008,4.45
285,Sakasama no Patema,1,Purple Cow Studio Japan,"['Sci Fi']",Movie,2013,4.45
286,Patema Inverted,1,Purple Cow Studio Japan,"['Sci Fi']",Movie,2013,4.45
287,Baby Steps 2,25,Studio Pierrot,"['Based on a Manga', 'Sports', 'Tennis', 'Tournaments']",TV,2015,4.45
288,Ouran High School Host Club,26,Bones,"['Based on a Manga', 'Comedy', 'Crossdressing', 'Reverse Harem', 'School Life', 'Shoujo']",TV,2006,4.45
289,Kingdom 2,39,Studio Pierrot,"['Action', 'Based on a Manga', 'Drama', 'Historical', 'Political', 'Swordplay', 'War']",TV,2013,4.45
290,Durarara!!x2 Shou,12,Shuka,"['Action', 'Based on a Light Novel', 'Comedy', 'Social Media', 'Supernatural', 'Violence']",TV,2015,4.45
291,Hagane no Renkinjutsushi,51,Bones,"['Action', 'Adventure', 'Animal Abuse', 'Based on a Manga', 'Drama', 'Fantasy', 'Military', 'Mystery', 'Violence']",TV,2003,4.45
292,Fullmetal Alchemist,51,Bones,"['Action', 'Adventure', 'Animal Abuse', 'Based on a Manga', 'Drama', 'Fantasy', 'Military', 'Mystery', 'Violence']",TV,2003,4.45
293,Natsume Yuujinchou: Itsuka Yuki no Hi ni,1,Brains-Base,"[]",OVA,2014,4.45
294,Kyoukai no Kanata Movie: I'll Be Here - Mirai-hen,1,Kyoto Animation,"['Based on a Light Novel', 'Fantasy']",Movie,2015,4.44
295,Beyond the Boundary Movie: I'll Be Here - Mirai-hen,1,Kyoto Animation,"['Based on a Light Novel', 'Fantasy']",Movie,2015,4.44
296,Blue Spring Ride: Page.13,1,Production I.G,"[]",OVA,2014,4.44
297,Stranger -Mukou Hadan-,1,Bones,"['Action', 'Drama', 'Original Work', 'Samurai', 'Violence']",Movie,2007,4.44
298,Blade of the Stranger,1,Bones,"['Action', 'Drama', 'Original Work', 'Samurai', 'Violence']",Movie,2007,4.44
299,Sword of the Stranger,1,Bones,"['Action', 'Drama', 'Original Work', 'Samurai', 'Violence']",Movie,2007,4.44
300,Berserk Golden Age Arc III: Descent,1,Studio 4C,"['Action', 'Based on a Manga', 'Demons', 'Explicit Sex', 'Fantasy', 'Medieval', 'Mercenaries', 'Physical Abuse', 'Sexual Abuse', 'Swordplay']",Movie,2013,4.44
301,One Piece Film Z,1,Toei Animation,"['Action', 'Pirates', 'Shounen', 'Superpowers']",Movie,2012,4.44
302,Durarara!!,24,Brains-Base,"['Action', 'Based on a Light Novel', 'Comedy', 'Social Media', 'Supernatural', 'Violence']",TV,2010,4.44
303,Major Season 3,26,Studio Hibari,"['Baseball', 'Based on a Manga', 'Drama', 'Shounen', 'Sports']",TV,2007,4.44
304,Initial D Final Stage,4,Synergy SP,"['Cars', 'Drama', 'Racing', 'Seinen']",TV,2014,4.44
305,Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,1,ufotable,"['Based on a Light Novel', 'Drug Use', 'Explicit Sex', 'Mature Themes', 'Mystery', 'Physical Abuse', 'Sexual Abuse', 'Supernatural', 'Violence']",Movie,2008,4.44
306,Katanagatari,12,WHITE FOX,"['Action', 'Adventure', 'Based on a Light Novel', 'Drama', 'Fantasy', 'Feudal Japan', 'Martial Arts', 'Romance', 'Swordplay']",TV,2010,4.43
307,Uchuu Senkan Yamato 2199,26,AIC,"['Adventure', 'Based on an Anime', 'Outer Space', 'Sci Fi']",TV,2012,4.43
308,Space Battleship Yamato 2199,26,AIC,"['Adventure', 'Based on an Anime', 'Outer Space', 'Sci Fi']",TV,2012,4.43
309,Star Blazers 2199,26,AIC,"['Adventure', 'Based on an Anime', 'Outer Space', 'Sci Fi']",TV,2012,4.43
310,Psycho-Pass Movie,1,Production I.G,"['Action', 'Drama', 'Dystopia', 'Explicit Violence', 'Futuristic', 'noitaminA', 'Original Work', 'Sci Fi']",Movie,2015,4.43
311,Gekijouban Psycho-Pass,1,Production I.G,"['Action', 'Drama', 'Dystopia', 'Explicit Violence', 'Futuristic', 'noitaminA', 'Original Work', 'Sci Fi']",Movie,2015,4.43
312,Nausicaa of the Valley of the Wind,1,Top Craft,"['Based on a Manga', 'Drama', 'Environmental', 'Fantasy']",Movie,1984,4.43
313,Kaze no Tani no Nausicaa,1,Top Craft,"['Based on a Manga', 'Drama', 'Environmental', 'Fantasy']",Movie,1984,4.43
314,Death Parade,12,MADHOUSE,"['Drama', 'High Stakes Games', 'Mature Themes', 'Physical Abuse', 'Play or Die', 'Psychological', 'Thriller']",TV,2015,4.43
315,Black Butler: Book of Circus,10,A-1 Pictures,"['Based on a Manga', 'Demons', 'Europe', 'Master-Servant Relationship', 'Supernatural']",TV,2014,4.43
316,Kuroshitsuji: Book of Circus,10,A-1 Pictures,"['Based on a Manga', 'Demons', 'Europe', 'Master-Servant Relationship', 'Supernatural']",TV,2014,4.43
317,Tsumiki no Ie,1,,"['Drama', 'Fantasy', 'Original Work', 'Shorts']",Movie,2008,4.43
318,La Maison en Petits Cubes,1,,"['Drama', 'Fantasy', 'Original Work', 'Shorts']",Movie,2008,4.43
319,Gurren Lagann Movie 2: The Lights in the Sky Are Stars,1,Gainax,"['Action', 'Mecha', 'Sci Fi']",Movie,2009,4.43
320,Tengen Toppa Gurren Lagann: Lagann-hen,1,Gainax,"['Action', 'Mecha', 'Sci Fi']",Movie,2009,4.43
321,Junjou Romantica 2,12,Studio Deen,"['Age Gap', 'Based on a Manga', 'Comedy', 'Drama', 'LGBT Themes', 'Romance', 'Sexual Content', 'Shounen-ai', 'Yaoi Hand Syndrome']",TV,2008,4.43
322,Nodame Cantabile: Finale,11,J.C.Staff,"['Based on a Manga', 'Classical Music', 'Comedy', 'Josei', 'Music', 'noitaminA', 'Romance']",TV,2010,4.43
323,Sekai-ichi Hatsukoi TV 2,12,Studio Deen,"['Based on a Manga', 'Comedy', 'Drama', 'LGBT Themes', 'Manga Industry', 'Otaku Culture', 'Romance', 'Sexual Content', 'Shounen-ai', 'Work Life']",TV,2011,4.43
324,My Neighbor Totoro,1,Studio Ghibli,"['Countryside', 'Family Friendly', 'Fantasy', 'Japanese Mythology', 'Original Work', 'Slice of Life']",Movie,1988,4.42
325,Tonari no Totoro,1,Studio Ghibli,"['Countryside', 'Family Friendly', 'Fantasy', 'Japanese Mythology', 'Original Work', 'Slice of Life']",Movie,1988,4.42
326,Major Season 1,26,Studio Hibari,"['Baseball', 'Based on a Manga', 'Coming of Age', 'Drama', 'Shounen', 'Sports']",TV,2004,4.42
327,Skip Beat!,25,Hal Film Maker,"['Based on a Manga', 'Comedy', 'Idols', 'Romance', 'Shoujo', 'Work Life']",TV,2008,4.42
328,Major: World Series,2,,"['Baseball', 'Sports']",OVA,2011,4.42
329,Monster,74,MADHOUSE,"['Based on a Manga', 'Europe', 'Mystery', 'Revenge', 'Seinen', 'Thriller']",TV,2004,4.42
330,Berserk Golden Age Arc II: The Battle for Doldrey,1,Studio 4C,"['Action', 'Based on a Manga', 'Demons', 'Explicit Sex', 'Fantasy', 'Medieval', 'Mercenaries', 'Swordplay']",Movie,2012,4.42
331,Hunter x Hunter OVA 3: Greed Island Final,14,Nippon Animation,"['Action', 'Adventure', 'Based on a Manga', 'Martial Arts', 'Shounen', 'Superpowers']",OVA,2004,4.42
332,Major Season 4,26,Studio Hibari,"['Baseball', 'Based on a Manga', 'Drama', 'Shounen', 'Sports']",TV,2008,4.42
333,Free! Eternal Summer Special,1,Kyoto Animation,"[]",DVD Special,2015,4.42
