id,title,category,brand,modelno,price,proddescrlong
76,draper m2500 premier electric screen - av format 7 x 9,electronics - general,draper,101198,1793.45,dr3674premier electric wall or ceiling projection screen. draper s tab-tensioning system holds the surface taut and wrinkle-free. delivers outstanding picture quality. projected image is framed by standard black masking borders at sides. motor-in-roller is mounted on special vibration insulators so it operates smoothly and silently. features now available in 16 10 and 15 9 laptop presentation formats available with a ceiling trim kit for ceiling recessed installation. 12 black drop is standard. black case with matching endcaps. depending on surface available in sizes through 14 x 14 and 12 x 16 230 ntsc and 230 or 20 hdtv. see charts below for details. with control options it can be operated from any remote location. custom sizes available. warranted for one year against defects in materials and workmanship. plug accessories section below. screen material m2500 higher gain surface provides good black retention with accurate light colors and whites. m2500 is black-backed and tolerates a higher ambient light level in the audience area than many front projection screen surfaces. on-axis gain of 1.5.
77,draper matte white ultimate access series e electric screen - ntsc 150 diagonal,electronics - general,draper,119018,2443.45,dr5530ultimate access series e electric ceiling-recessed projection screen. you can install the case first screen later. motor-in-roller assures quiet and smooth operation. ceiling-recessed screen with an independently motorized ceiling closure. when the screen is retracted the motorized closure forms a solid bottom panel giving the ceiling a clean appearance. features now available in 16 10 and 15 9 laptop presentation formats at the touch of a switch or wireless transmitter the door of the ultimate access opens into the case before the viewing surface descends into the room. your audience will be impressed by its precision timing and quiet fluid movement. with control options it can be operated from any remote location. depending on surface available in sizes through 12 x 12 and 15 ntsc. custom sizes available. warranted for one year against defects in materials and workmanship. screen material matte white the standard to which all other screen surfaces are compared. matt white vinyl reflective surface laminated to tear-resistant woven textile base. a matt white surface diffuses projected light in all directions so the image can be seen from any angle. provides accurate color rendition as well as superior clarity. recommended for use with all high light output projection devices. requires control of ambient light in the audience area. washable flame and mildew resistant. peak gain 1.0.
78,case logic 18 laptop case,electronics - general,case logic,147735,39.99,product material dobby nylon product weight 2.24 lbs. laptop compartment dimensions 17.8 - a quick access secure place to put valuables watch keys cell phone etc. prior to passing through airport security luggage strap securely attaches briefcase to most rolling luggage adjustable shoulder strap and comfortable fully-padded handles pocket on inside of laptop case stores files folders and other small items available in asia pacific europe latin america us
79,sharpie fine point permanent markers assorted 5ct,stationery &amp; office machinery,sharpie,30653pp,8.19,sharpie fine point permanent markers quick drying waterproof smear proof fade resistant writes on most hard-to-mark surfaces durable tip produces thinner detailed lines 5 per pack color assorted fine point tip
80,vaultz lock mobile file chest storage box letter legal black,stationery &amp; office machinery,vaultz,vz01270,59.94,vaultz lock mobile file chest storage box telescopic handle extends to 32 includes side handles front stoppers provide level placement sturdy wheels provides easy mobility 2 combination locks provide added security built-in rails accommodate 2 hanging file sizes chrome label holder plate
81,innovera heavyweight photo paper matte 8-1 2 x 11 50 sheets pack,stationery &amp; office machinery,innovera,99650,11.7,innovera heavyweight matte photo paper 8-1 2 pack of 50 sheets excellent results in any inkjet printer designed to give professional print results matte finish
82,pelican storm shipping case without foam 9.8 x 11.8 x 4.7,electronics - general,pelican storm,im2050nf black,40.99,case does not come with foam pca1001 case does not come with foam features available in black yellow and od green lightweight strong hpx resin two press and pull latches double-layered soft-grip handle two pad lockable clasps vortex valve powerful hinges meets carry-on regulations watertight guaranteed for life interior dimensions 7.5 h x 9.5 w x 4.25 d exterior dimensions 9.8 h x 11.8 w x 4.7 d
83,scosche full range speaker system with two 6.5 woofers,car stereos,scosche,hdfrb6,0.0,scosche full range speaker system with two 6.5 woofers oversized 15 oz strontium magnets woofers injection molded polypropylene cones dual high output horn tweeters durable mdf enclosure with carpet and vinyl covering 300w 100 rated spring loaded speaker terminals
84,sony 4gb flash memory card black,usb drives,sony,sf4n4/tq,10.88,sony 4gb flash memory card for use with digital still cameras camcorders and other sd sdhc card compatible devices class 4 speed label area on card includes x-pict story picture sharing software includes file rescue software color black
85,sony 2gb ms pro duo mark2,usb drives,sony,msmt2g/tq,14.88,sony 2gb ms pro duo mark2 technical information storage capacity 2gb memory card quantity 1 x 2gb physical characteristics form factor memory stick ms
86,samsung 33-0525-05 samsung fasciante i500 oem multimedia dock,electronics - general,samsung,33-0525-05,29.88,samsung 33-0525-05 samsung fasciante i500 oem multimedia dock charging dock picture frame mode access applications when docked perfect for multimedia viewing 3.5mm audio out
87,vizio 37 class lcd 1080p 120hz hdtv e371va refurbished,television,vizio,e371va,379.0,vizio 37 class lcd 1080p 120hz hdtv 16 9 lcd panel with a 1920 x 1080 full hd resolution true 16 9 aspect ratio view your movies as the director intended wide 178-degree vertical and 178-degree horizontal angles see a clear picture from anywhere in the room built-in atsc digital ntsc analog tuner watch digital broadcasts including hdtv programs where available high brightness of 500 nits place your tv anywhere 50 000 1 dynamic contrast ratio and 5-ms response ensures bright whites rich blacks vivid colors and less blurring during on screen motion
88,balt wheasel easel adjustable melamine dry erase board white,stationery &amp; office machinery,balt,33250,239.88,balt wheasel easel adjustable melamine dry erase board white 2 h unframed dry erase surface marker trays flip chart holders supply shelf
89,targus 15.6 a7 slipcase orange,electronics - general,targus,tss10805us,29.99,targus 15.6 laptops tri-cell cushion system protects laptop material neoprene highly durable and water-resistant color orange
90,dane-elec 8gb high-speed compact flash memory card,usb drives,dane-elec,dacf3008gc,44.88,dane-elec 8gb high-speed compact flash memory card optimized for rapid-fire photo and video perfect for the newest digital high-definition video recorders and dslr cameras udma optimized card-to-computer download speed compatible with udma camera and card readers 300x rating gives read speeds up to 45mbps
