_id,ltable_id,rtable_id,ltable_title,ltable_authors,ltable_year,rtable_title,rtable_authors,rtable_year,gold
396,journals/vldb/FiletoLPAM03,953244,POESIA: An ontological workflow approach for composing Web services in agriculture,"Ling Liu, Eduardo Delgado Assad, Calton Pu, Renato Fileto, Claudia Bauzer Medeiros",2003,POESIA: An ontological workflow approach for composing Web services in agriculture,"Renato Fileto, Ling Liu, Calton Pu, Eduardo Delgado Assad, Claudia Bauzer Medeiros",2003,1
397,journals/vldb/HarderR96,765805,Access Path Support for Referential Integrity in SQL2,"Joachim Reinert, Theo Hrder",1996,Access path support for referential integrity in SQL2,"Theo Härder, Joachim Reinert",1996,1
398,journals/vldb/HarderST99,564703,The Intrinsic Problems of Structural Heterogeneity and an Approach to Their Solution,"Theo Hrder, Joachim Thomas, Gnter Sauter",1999,Proxy-based acceleration of dynamically generated content on the world wide web: an approach and implementation,"Anindya Datta, Kaushik Dutta, Helen Thomas, Debra VanderMeer, Suresha, Krithi Ramamritham",2002,0
399,journals/vldb/IvesHW02,764206,An XML query engine for network-bound data,"Daniel S. Weld, Alon Y. Halevy, Zachary G. Ives",2002,An XML query engine for network-bound data,"Zachary G. Ives, A. Y. Halevy, D. S. Weld",2002,1
400,journals/vldb/KashyapS96,637430,Semantic and Schematic Similarities Between Database Objects: A Context-Based Approach,"Vipul Kashyap, Amit P. Sheth",1996,Amicalola report: database and information systems research challenges and opportunities in semantic web and enterprises,"Amit Sheth, Robert Meersman",2002,0
401,journals/vldb/KraissW98,673664,Integrated Document Caching and Prefetching in Storage Hierarchies Based on Markov-Chain Predictions,"Achim Kraiss, Gerhard Weikum",1998,Vertical Data Migration in Large Near-Line Document Archives Based on Markov-Chain Predictions,"Achim Kraiss, Gerhard Weikum",1997,0
402,journals/vldb/MaratheS02,767098,Query processing techniques for arrays,"Arunprasad P. Marathe, Kenneth Salem",2002,Query processing techniques for arrays,"Arunprasad P. Marathe, Kenneth Salem",2002,1
403,journals/vldb/MylopoulosCPST96,765853,Building Knowledge Base Management Systems,"Thodoros Topaloglou, Adel Shrufi, Vinay K. Chaudhri, Dimitris Plexousakis, John Mylopoulos",1996,Building knowledge base management systems,"John Mylopoulos, Vinay Chaudhri, Dimitris Plexousakis, Adel Shrufi, Thodoros Topologlou",1996,1
404,journals/vldb/NanopoulosM02,767130,Efficient similarity search for market basket data,"Alexandros Nanopoulos, Yannis Manolopoulos",2002,Efficient similarity search for market basket data,"Alexandros Nanopoulos, Yannis Manolopoulos",2002,1
405,journals/vldb/OoiHLT96,233338,Index Nesting - An Efficient Approach to Indexing in Object-Oriented Databases,"Jiawei Han, Beng Chin Ooi, Hongjun Lu, Kian-Lee Tan",1996,Partition based spatial-merge join,"Jignesh M. Patel, David J. DeWitt",1996,0
406,journals/vldb/OoiHLT96,673139,Index Nesting - An Efficient Approach to Indexing in Object-Oriented Databases,"Jiawei Han, Beng Chin Ooi, Hongjun Lu, Kian-Lee Tan",1996,The Fittest Survives: An Adaptive Approach to Query Optimization,"Hongjun Lu, Kian-Lee Tan, Son Dao",1995,0
407,journals/vldb/OzsuPSILM95,615215,TIGUKAT: A Uniform Behavioral Objectbase Management System,"Randal J. Peters, M. Tamer zsu, Boman Irani, Adriana Muoz, Anna Lipka, Duane Szafron",1995,Ordered shared locks for real-time databases,"Divyakant Agrawal, Amr El Abbadi, Richard Jeffers, Lijing Lin",1995,0
408,journals/vldb/PapadiasS94,615209,Qualitative Representation of Spatial Knowledge in Two-Dimensional Space,"Dimitris Papadias, Timos K. Sellis",1994,Qualitative representation of spatial knowledge in two-dimensional space,"Dimitris Papadias, Timos Sellis",1994,1
409,journals/vldb/RamakrishnanSSS94,191979,The CORAL Deductive System,"Raghu Ramakrishnan, S. Sudarshan, Divesh Srivastava, Praveen Seshadri",1994,DBLearn: a system prototype for knowledge discovery in relational databases,"Jiawei Han, Yongjian Fu, Yue Huang, Yandong Cai, Nick Cercone",1994,0
410,journals/vldb/ScheuermannWZ98,765523,Data Partitioning and Load Balancing in Parallel Disk Systems,"Gerhard Weikum, Peter Zabback, Peter Scheuermann",1998,Data partitioning and load balancing in parallel disk systems,"Peter Scheuermann, Gerhard Weikum, Peter Zabback",1998,1
411,journals/vldb/SivasankaranSTPR96,253294,Priority Assignment in Real-Time Active Databases,"Rajendran M. Sivasankaran, Bhaskar Purimetla, John A. Stankovic, Krithi Ramamritham, Donald F. Towsley",1996,InfoSleuth: agent-based semantic integration of information in open and dynamic environments,"R. J. Bayardo, Jr., W. Bohrer, R. Brice, A. Cichocki, J. Fowler, A. Helal, V. Kashyap, T. Ksiezyk, G. Martin, M. Nodine, M. Rashid, M. Rusinkiewicz, R. Shea, C. Unnikrishnan, A. Unruh, D. Woelk",1997,0
412,journals/vldb/SivasankaranSTPR96,765752,Priority Assignment in Real-Time Active Databases,"Rajendran M. Sivasankaran, Bhaskar Purimetla, John A. Stankovic, Krithi Ramamritham, Donald F. Towsley",1996,Priority assignment in real-time active databases,"Rajendran M. Sivasankaran, John A. Stankovic, Don Towsley, Bhaskar Purimetla, Krithi Ramamritham",1996,1
413,journals/vldb/SwamiS95,191877,Estimating Page Fetches for Index Scans with Finite LRU Buffers,"K. Bernhard Schiefer, Arun N. Swami",1995,Estimating page fetches for index scans with finite LRU buffers,"Arun Swami, K. Bernhard Schiefer",1994,0
414,journals/vldb/TsatalosSI96,765690,The GMAP: A Versatile Tool for Physical Data Independence,"Yannis E. Ioannidis, Marvin H. Solomon, Odysseas G. Tsatalos",1996,The GMAP: a versatile tool for physical data independence,"Odysseas G. Tsatalos, Marvin H. Solomon, Yannis E. Ioannidis",1996,1
