ID,Title,UsedPrice,NewPrice,Author,ISBN10,ISBN13,Publisher,Publication_Date,Pages,Dimensions
HC0151,The Mysterious Benedict Society and the Prisoner's Dilemma(Mysterious Benedict Society (Paperback)),$6.48,$9.55,Trenton Lee Stewart,0316045500,9780316045506,"Little, Brown Books for Young Readers","Oct. 5th, 2010",391,5.54 x 7.64 x 1.03 inches
HC0152,Locomotion,$4.48,$8.57,Jacqueline Woodson,0142415529,9780142415528,Puffin Books,"Jan. 7th, 2010",99,5.40 x 8.30 x 0.36 inches
HC0153,Lawn Boy,$5.79,$7.72,Gary Paulsen,0553494651,9780553494655,Yearling Books,"Mar. 24th, 2009",88,5.18 x 7.58 x 0.29 inches
HC0154,"Middle School, the Worst Years of My Life",$3.98,,James Patterson,0316101699,9780316101691,Little Brown and Company,"Nov. 6th, 2012",336,
HC0155,The River,$8.21,$9.69,Gary Paulsen,0307929612,9780307929617,Ember,"Mar. 13th, 2012",132,5.40 x 8.00 x 0.40 inches
HC0156,Pretties(Uglies Trilogy),$5.79,$5.79,Scott Westerfeld,0689865392,9780689865398,Simon Pulse,"Nov. 30th, 2005",370,5.02 x 7.06 x 0.99 inches
HC0157,Of Beetles & Angels,$3.98,$10.58,Mawi Asgedom,0316826200,9780316826204,"Little, Brown Books for Young Readers","Sep. 1st, 2002",176,5.54 x 8.42 x 0.47 inches
HC0158,The Burning Bridge(Ranger's Apprentice (Quality)),$3.98,$9.88,John Flanagan,0142408425,9780142408421,Puffin Books,"Jun. 26th, 2007",262,5.06 x 7.73 x 0.78 inches
HC0159,Harry Potter and the Half-Blood Prince(Harry Potter (Paperback)),$5.79,$12.63,J. K. Rowling,0439785960,9780439785969,Scholastic Paperbacks,"Sep. 1st, 2006",652,5.26 x 7.67 x 1.39 inches
HC0160,Brian's Winter,$3.98,$5.86,Gary Paulsen,0440227194,9780440227199,Laurel Leaf Library,"Jan. 31st, 1998",144,4.20 x 6.91 x 0.45 inches
HC0161,Gone(Gone (Paper)),$3.98,$10.89,Michael Grant,0061448788,9780061448782,Harper Teen,"Apr. 28th, 2009",558,5.28 x 8.04 x 1.35 inches
HC0162,Pretty Little Liars(Pretty Little Liars (Quality)),$3.98,$10.59,Sara Shepard,006088732X,9780060887322,Harper Teen,"Aug. 21st, 2007",286,5.39 x 8.05 x 0.73 inches
HC0163,The Call of the Wild(Dover Thrift Editions),$5.79,$6.14,Jack London,0486264726,9780486264721,Dover Publications,"Jul. 1st, 1990",64,5.23 x 8.27 x 0.25 inches
HC0164,Shiver(Shiver),$3.98,,Maggie Stiefvater,0545123275,9780545123273,Scholastic Paperbacks,"Jun. 1st, 2010",392,6.30 x 8.04 x 0.78 inches
HC0165,The Power of Six(Lorien Legacies),$5.79,$10.86,Pittacus Lore,0061974579,9780061974571,HarperCollins,"Jul. 24th, 2012",406,5.30 x 7.90 x 1.20 inches
HC0166,Inheritance(Inheritance Cycle (Paperback)),$9.40,$13.49,Christopher Paolini,037584631X,9780375846311,Alfred A. Knopf Books for Young Readers,"Oct. 23rd, 2012",880,
HC0167,Ship Breaker,$5.79,$11.32,Paolo Bacigalupi,0316056197,9780316056199,"Little, Brown Books for Young Readers","Oct. 3rd, 2011",352,5.24 x 8.48 x 0.92 inches
HC0168,The Angel Experiment(Maximum Ride (Quality)),$4.98,$10.97,James Patterson,0316067954,9780316067959,"Little, Brown Young Readers","Apr. 1st, 2007",422,5.25 x 7.55 x 1.26 inches
HC0169,Joey Pigza Swallowed the Key(Joey Pigza),$3.98,$29.05,Jack Gantos,0312623550,9780312623555,Square Fish,"Jul. 5th, 2011",176,5.24 x 7.66 x 0.48 inches
HC0170,Rosa Parks,$3.98,$8.45,Rosa Parks,0141301201,9780141301204,Puffin Books,"Jan. 1st, 1999",192,5.18 x 7.74 x 0.57 inches
HC0171,The Wednesday Wars,$3.98,$9.17,Gary D. Schmidt,054723760X,9780547237602,Houghton Mifflin Harcourt (HMH),"May. 1st, 2009",264,5.93 x 6.96 x 0.69 inches
HC0172,The Face on the Milk Carton,$3.98,,Caroline B. Cooney,0440220653,9780440220657,Laurel Leaf Library,"Apr. 1st, 1991",208,4.19 x 6.91 x 0.61 inches
HC0173,Webster's English/Spanish Dictionary(Webster's Classic Reference Library),$5.98,$5.98,School Specialty Publishing,0769615902,9780769615905,American Education Publishing,"Aug. 1st, 2000",222,5.10 x 7.50 x 0.70 inches
HC0174,Milkweed(Readers Circle (Laurel-Leaf)),$3.98,$9.14,Jerry Spinelli,0440420059,9780440420057,Laurel Leaf Library,"Sep. 13th, 2005",208,4.20 x 6.90 x 0.70 inches
HC0175,Mockingbird,$3.98,$8.47,Kathryn Erskine,0142417750,9780142417751,Puffin Books,"Feb. 3rd, 2011",235,5.00 x 7.60 x 0.70 inches
HC0176,Artemis Fowl(Artemis Fowl (Quality)),$5.79,,Eoin Colfer,0786817879,9780786817870,Disney Press,Unknown,416,4.18 x 6.92 x 1.09 inches
HC0177,Where the Red Fern Grows,$3.98,$8.44,Wilson Rawls,0553274295,9780553274295,Laurel Leaf Library,"Mar. 12th, 1997",256,4.17 x 6.89 x 0.74 inches
HC0178,Forged by Fire,$5.79,$8.68,Sharon M. Draper,0689818513,9780689818516,Simon Pulse,"Jan. 1st, 1998",160,4.29 x 7.13 x 0.48 inches
HC0179,If I Stay,$5.98,$10.64,Gayle Forman,014241543X,9780142415436,Speak,"Apr. 6th, 2010",272,5.80 x 8.20 x 0.80 inches
HC0180,The Lost Prince(Iron Fey - Trilogy),$7.95,$10.86,Julie Kagawa,0373210574,9780373210572,Harlequin Teen,"Oct. 23rd, 2012",400,
HC0181,Go Ask Alice,$5.48,$10.57,Anonymous,1416914633,9781416914631,Simon Pulse,"Dec. 1st, 2005",214,5.02 x 7.05 x 0.64 inches
HC0182,Facing the Lion,$3.98,$9.31,Joseph Lemasolai Lekuton,0792272978,9780792272977,National Geographic Society,"Oct. 11th, 2005",127,5.26 x 8.26 x 0.40 inches
HC0183,My Side of the Mountain,$5.48,$8.44,Jean Craighead George,0141312424,9780141312422,Puffin Books,"May. 21st, 2001",192,5.02 x 7.90 x 0.50 inches
HC0184,"Heroes, Gods and Monsters of the Greek Myths",$3.98,$8.54,Bernard Evslin,0553259202,9780553259209,Laurel Leaf Library,"Sep. 1st, 1984",224,4.10 x 6.80 x 0.70 inches
HC0185,Knots in My Yo-Yo String,$3.98,$10.51,Jerry Spinelli,0679887911,9780679887911,Alfred A. Knopf,"Apr. 28th, 1998",160,5.54 x 8.23 x 0.36 inches
HC0186,Copper Sun,$5.79,$11.32,Sharon M. Draper,1416953485,9781416953487,Simon Pulse,"Jan. 1st, 2008",314,5.64 x 8.27 x 0.91 inches
HC0187,"Drums, Girls & Dangerous Pie",$3.98,,Jordan Sonnenblick,0439755204,9780439755207,Scholastic Paperbacks,"Sep. 1st, 2006",273,5.00 x 7.11 x 0.57 inches
HC0188,Schooled,$5.79,$8.59,Gordon Korman,1423105168,9781423105169,Hyperion Books for Children,"Aug. 26th, 2008",208,5.58 x 7.22 x 0.46 inches
HC0189,I Am the Messenger,$5.79,$10.63,Markus Zusak,0375836675,9780375836671,Alfred A. Knopf Books for Young Readers,"May. 9th, 2006",357,5.30 x 7.10 x 0.90 inches
HC0190,The Emperor of Nihon-Ja(Ranger's Apprentice (Quality)),$12.75,$10.62,John Flanagan,0142418595,9780142418598,Puffin Books,"Mar. 20th, 2012",438,5.10 x 7.70 x 1.40 inches
HC0191,The Siege of Macindaw(Ranger's Apprentice (Quality)),$3.98,$9.99,John Flanagan,0142415243,9780142415245,Puffin Books,"May. 18th, 2010",293,6.34 x 7.74 x 0.86 inches
HC0192,The King's of Clonmel(Ranger's Apprentice (Quality)),$9.91,$9.91,John Flanagan,0142418579,9780142418574,Puffin Books,"Sep. 6th, 2011",400,5.00 x 7.75 x 1.00 inches
HC0193,Erak's Ransom(Ranger's Apprentice (Quality)),$10.00,$10.00,John Flanagan,0142415251,9780142415252,Puffin Books,"Sep. 6th, 2011",373,5.00 x 7.70 x 1.10 inches
HC0194,Sold,$3.98,$10.01,Patricia McCormick,0786851724,9780786851720,Hyperion Books for Children,"Apr. 1st, 2008",263,5.74 x 8.26 x 0.59 inches
HC0195,My Brother Sam Is Dead(Point),$5.79,$8.27,James Lincoln Collier,059042792X,9780590427920,Scholastic Paperbacks,"May. 1st, 1985",224,4.20 x 6.78 x 0.60 inches
HC0196,Before I Fall,$3.98,$10.87,Lauren Oliver,0061726818,9780061726811,HarperCollins,"Oct. 25th, 2011",470,5.50 x 8.00 x 1.40 inches
HC0197,The Odyssey,$17.64,$19.75,Gareth Hinds,0763642681,9780763642686,Candlewick Press (MA),"Oct. 12th, 2010",256,6.76 x 10.28 x 0.81 inches
HC0198,Little Brother,$5.79,$12.28,Cory Doctorow,0765323117,9780765323118,Tor Books,"Apr. 13th, 2010",416,5.50 x 8.25 x 1.10 inches
HC0199,Wild Things,$13.49,$10.84,Clay Carmichael,1590789148,9781590789148,Boyds Mills Press,"Oct. 1st, 2012",184,5.20 x 7.50 x 0.80 inches
HC0200,Scat,$3.98,$9.35,Carl Hiaasen,0375834877,9780375834875,Alfred A. Knopf Books for Young Readers,"Apr. 27th, 2010",371,5.30 x 7.93 x 0.85 inches
HC0201,Holes,$5.79,,Louis Sachar,0440419468,9780440419464,Yearling Books,"Mar. 31st, 2003",256,5.20 x 7.86 x 0.62 inches
HC0202,The Boy in the Striped Pajamas(Random House Movie Tie-In Books),$3.98,$8.90,John Boyne,0385751893,9780385751896,David Fickling Books,"Oct. 28th, 2008",215,5.20 x 7.80 x 0.60 inches
HC0203,Messenger,$5.79,$9.29,Lois Lowry,0385737165,9780385737166,Bantam Books for Young Readers,"Jan. 13th, 2009",169,4.22 x 6.92 x 0.51 inches
HC0204,"The Kane Chronicles, The, Book One: Red Pyramid(Kane Chronicles Graahic Novels)",$3.98,$6.87,Rick Riordan,1423150694,9781423150695,Hyperion Books,"Oct. 2nd, 2012",192,
HC0205,Eldest(Inheritance Cycle (Paperback)),$3.98,$121.48,Christopher Paolini,0440238498,9780440238492,Laurel Leaf Library,"Aug. 31st, 2008",1056,4.20 x 6.70 x 1.70 inches
HC0206,Life as We Knew It,$3.98,$10.01,Susan Beth Pfeffer,0152061541,9780152061548,Graphia Books,"May. 1st, 2008",360,5.06 x 7.05 x 0.90 inches
HC0207,Twilight(Twilight Saga (Paperback)),$5.79,$5.79,Stephenie Meyer,0316038377,9780316038379,"Little, Brown Young Readers","Nov. 1st, 2008",498,4.22 x 6.85 x 1.14 inches
HC0208,The Sorcerer of the North(Ranger's Apprentice (Quality)),$4.48,$9.97,John Flanagan,0142414298,9780142414293,Puffin Books,"Jul. 1st, 2009",295,5.12 x 7.78 x 0.85 inches
HC0209,Brisingr(Inheritance Cycle (Paperback)),$4.98,$13.65,Christopher Paolini,0375826742,9780375826740,Alfred A. Knopf Books for Young Readers,"Apr. 13th, 2010",800,5.70 x 8.10 x 1.70 inches
HC0210,Fallen Angels,$5.79,$8.70,Walter Dean Myers,0545055768,9780545055765,Scholastic Paperbacks,"May. 1st, 2008",309,5.30 x 7.08 x 0.67 inches
HC0211,Flipped,$7.48,$9.88,Wendelin Van Draanen,0375825444,9780375825446,Ember,"May. 13th, 2003",224,5.20 x 8.10 x 0.50 inches
HC0212,Woods Runner,$6.48,$8.67,Gary Paulsen,037585908X,9780375859083,Wendy Lamb Books,"Jan. 11th, 2011",164,5.55 x 8.20 x 0.41 inches
HC0213,Sign of the Moon(Warriors: Omen of the Stars),$5.79,$9.06,Erin Hunter,0061555215,9780061555213,Harper,"Apr. 3rd, 2012",297,5.23 x 7.57 x 0.78 inches
HC0214,Gathering Blue,$3.98,$119.24,Lois Lowry,0385732562,9780385732567,Delacorte Press Books for Young Readers,"Jan. 24th, 2006",215,5.18 x 8.02 x 0.50 inches
HC0215,The Circuit,$7.48,$14.09,Francisco Jimenez,0826317979,9780826317971,University of New Mexico Press,"Oct. 1st, 1997",146,4.80 x 7.10 x 0.39 inches
HC0216,The Pigman,$5.79,$9.85,Paul Zindel,0060757353,9780060757359,Harper Teen,"Mar. 29th, 2005",192,4.24 x 6.72 x 0.53 inches
HC0217,The Revealers,$3.98,$9.16,Doug Wilhelm,0312563744,9780312563745,Square Fish,"Aug. 30th, 2011",240,5.10 x 7.50 x 0.80 inches
HC0218,Flipped,$3.98,$121.39,Wendelin Van Draanen,0375863478,9780375863479,Alfred A. Knopf Books for Young Readers,"Aug. 10th, 2010",212,5.50 x 8.20 x 0.60 inches
HC0219,Peak,$3.98,$9.15,Roland Smith,0152062688,9780152062682,Harcourt Paperbacks,"Aug. 1st, 2008",246,4.45 x 7.01 x 0.64 inches
HC0220,Leviathan(Leviathan (Numbered)),$3.98,$11.30,Scott Westerfeld,1416971742,9781416971740,Simon Pulse,"Aug. 10th, 2010",440,5.50 x 8.20 x 1.20 inches
HC0221,The Bad Beginning(Series of Unfortunate Events (Paperback)),$5.79,$8.54,Lemony Snicket,0061146307,9780061146305,HarperTrophy,"May. 8th, 2007",142,5.17 x 7.62 x 0.43 inches
HC0222,Ashfall(Ashfall (Trilogy - Quality)),$10.73,$9.27,Mike Mullin,1933718749,9781933718743,Tanglewood Press,"Oct. 16th, 2012",476,
HC0223,Before We Were Free,$3.98,$8.43,Julia Alvarez,044023784X,9780440237846,Laurel Leaf Library,"Apr. 13th, 2004",192,4.18 x 6.86 x 0.56 inches
HC0224,Flush,$3.98,$8.45,Carl Hiaasen,0375861254,9780375861253,Yearling Books,"May. 11th, 2010",263,5.40 x 7.64 x 0.69 inches
HC0225,Homeless Bird,$3.98,$8.44,Gloria Whelan,0064408191,9780064408196,HarperTrophy,"Aug. 21st, 2001",192,4.92 x 7.83 x 0.43 inches
HC0226,The Misfits,$3.98,$9.28,James Howe,0689839561,9780689839566,Atheneum Books for Young Readers,"May. 1st, 2003",266,5.26 x 7.62 x 0.79 inches
HC0227,I Am Number Four: The Lost Files(Lorien Legacies (Unnumbered)),$5.79,$10.86,Pittacus Lore,0062211102,9780062211101,HarperCollins,"Jul. 24th, 2012",351,5.26 x 8.09 x 1.10 inches
HC0228,Yummy,$19.64,$19.64,Greg Neri,1584302674,9781584302674,Lee & Low Books,"Sep. 1st, 2010",94,6.64 x 8.90 x 0.30 inches
HC0229,Fire and Ice(Warriors (Avon Paperback)),$5.79,,Erin Hunter,0060525592,9780060525590,Avon Books,"Jun. 1st, 2004",317,5.27 x 7.65 x 0.74 inches
HC0230,Halt's Peril(Ranger's Apprentice (Quality)),$7.48,$9.83,John Flanagan,0142418587,9780142418581,Puffin Books,"Mar. 20th, 2012",386,5.00 x 7.60 x 1.20 inches
HC0231,Letters from Rifka,$4.48,$8.48,Karen Hesse,0312535619,9780312535612,Square Fish,"Jan. 6th, 2009",148,5.46 x 7.66 x 0.52 inches
HC0232,Rot & Ruin,$5.80,$12.29,Jonathan Maberry,1442402334,9781442402331,Simon & Schuster Children's Publishing,"May. 3rd, 2011",458,5.50 x 8.10 x 1.50 inches
HC0233,Crank,$3.98,,Ellen Hopkins,0689865198,9780689865190,Simon Pulse,"Oct. 5th, 2004",537,6.86 x 7.12 x 1.46 inches
HC0234,Howl's Moving Castle,$8.97,$9.29,Diana Wynne Jones,0061478784,9780061478789,Eos,"Apr. 22nd, 2008",429,5.22 x 7.62 x 0.98 inches
HC0235,Crossed(Matched),$5.79,,Ally Condie,0142421715,9780142421710,Speak,"Jan. 15th, 2013",400,
HC0236,Pretties(Uglies Trilogy),$5.79,$12.03,Scott Westerfeld,1442419806,9781442419803,Simon Pulse,"May. 3rd, 2011",348,5.50 x 8.20 x 1.00 inches
HC0237,Chinese Cinderella,$4.48,$9.87,Adeline Yen Mah,0385740077,9780385740074,Delacorte Press Books for Young Readers,"Sep. 14th, 2010",205,5.50 x 8.04 x 0.52 inches
HC0238,Beowulf,$3.98,$7.71,Robert Nye,0440905605,9780440905608,Laurel Leaf Library,"Mar. 15th, 1982",112,4.40 x 7.18 x 0.33 inches
HC0239,Breaking Dawn(Twilight Saga (Paperback)),$5.79,$14.73,Stephenie Meyer,0316067938,9780316067935,"Little, Brown Books for Young Readers","Aug. 3rd, 2010",768,5.40 x 8.20 x 2.10 inches
HC0240,Cut,$5.48,$5.79,Patricia McCormick,0439324599,9780439324595,Push,"Jan. 31st, 2002",160,5.04 x 7.26 x 0.39 inches
HC0241,A Wrinkle in Time(Madeleine L'Engle's Time Quintet),$3.98,$8.43,Madeleine L'Engle,0312367554,9780312367558,Square Fish,"May. 1st, 2007",212,4.20 x 6.80 x 0.60 inches
HC0242,Whirligig,$4.48,$9.15,Paul Fleischman,0312629117,9780312629113,Square Fish,"Oct. 12th, 2010",133,5.40 x 8.20 x 0.50 inches
HC0243,The Call of the Wild(Puffin Classics (Paperback)),$3.98,$7.40,Jack London,0141321059,9780141321059,Puffin Books,"Apr. 1st, 2008",133,5.10 x 7.04 x 0.49 inches
HC0244,Island of the Blue Dolphins,$5.79,,Scott O'Dell,0440940001,9780440940005,Laurel Leaf Library,"Mar. 31st, 1978",197,4.00 x 7.25 x 1.00 inches
HC0245,Kingdom Keepers(Kingdom Keepers (Paperback)),$3.98,$10.27,Ridley Pearson,1423123115,9781423123118,Hyperion Books,"Sep. 1st, 2009",336,5.50 x 8.10 x 0.70 inches
HC0246,The Outcasts(Brotherband Chronicles (Quality)),$3.98,$6.90,John Flanagan,0142421944,9780142421949,Puffin Books,"Sep. 4th, 2012",464,5.00 x 7.50 x 1.30 inches
HC0247,Los Juegos del Hambre = The Hunger Games(Hunger Games),$17.35,$19.87,Suzanne Collins,8427202121,9788427202122,Molino,"Mar. 1st, 2012",396,5.59 x 8.33 x 1.38 inches
HC0248,The People of Sparks(Book of Ember (Paperback)),$3.98,$9.17,Jeanne DuPrau,0375828257,9780375828256,Yearling Books,"Apr. 12th, 2005",352,4.95 x 7.95 x 0.82 inches
HC0249,The Magician(Secrets of the Immortal Nicholas Flamel (Paperback)),$3.98,$10.55,Michael Scott,0385737289,9780385737289,Delacorte Press,"Apr. 28th, 2009",464,5.22 x 8.01 x 1.08 inches
HC0250,Feed,$3.98,,M. T. Anderson,0763622591,9780763622596,Candlewick Press (MA),"Mar. 1st, 2004",299,4.60 x 7.76 x 0.86 inches
HC0251,The Death Cure (Maze Runner Series #3)(Maze Runner Trilogy (Paperback)),$11.29,$11.27,James Dashner,0385738781,9780385738781,Delacorte Press Books for Young Readers,"Jan. 8th, 2013",336,
HC0252,The Recruit(Cherub),$5.79,$18.61,Robert Muchamore,068987779X,9780689877797,Simon Pulse,Unknown,342,4.26 x 7.02 x 0.96 inches
HC0253,Eragon(Inheritance Cycle (Paperback)),$5.79,$8.69,Christopher Paolini,0440240735,9780440240730,Laurel Leaf Library,"Jun. 30th, 2007",754,5.73 x 7.00 x 1.24 inches
HC0254,The False Prince(Ascendance Trilogy (Quality)),$3.98,$10.56,Jennifer A. Nielsen,0545284147,9780545284141,Scholastic Paperbacks,"Mar. 1st, 2013",352,
HC0255,New Moon(Twilight Saga (Paperback)),$8.48,$14.45,Stephenie Meyer,0316024961,9780316024969,"Little, Brown Young Readers","May. 31st, 2008",563,5.50 x 8.20 x 1.50 inches
HC0256,Rumble Fish,$3.98,,S. E. Hinton,0440975344,9780440975342,Laurel Leaf Library,"Oct. 1st, 1989",135,4.17 x 6.91 x 0.47 inches
HC0257,The Dark Is Rising(Dark Is Rising Sequence (Paperback)),$5.79,$8.98,Susan Cooper,0689829833,9780689829833,Aladdin Paperbacks,"Oct. 1st, 1999",232,5.21 x 7.67 x 0.70 inches
HC0258,Chicken Soup for the Teenage Soul(Chicken Soup for the Soul (Paperback Health Communications)),$8.98,,Jack Canfield,1558744630,9781558744639,Chicken Soup for the Soul,"May. 14th, 1997",352,5.50 x 8.50 x 1.00 inches
HC0259,A Child in Prison Camp,$3.98,$13.98,Shizuye Takashima,0887762417,9780887762413,Tundra Books (NY),"Dec. 14th, 1992",104,5.54 x 8.46 x 0.33 inches
HC0260,The Sorceress(Secrets of the Immortal Nicholas Flamel (Paperback)),$5.79,$10.81,Michael Scott,0385735308,9780385735308,Delacorte Press Books for Young Readers,"Apr. 27th, 2010",502,5.40 x 8.20 x 1.00 inches
HC0261,Harry Potter y la Piedra Filosofal = Harry Potter and the Sorcerer's Stone(Harry Potter (Paperback)),$11.30,$103.79,J. K. Rowling,8478886540,9788478886548,Lectorum Publications,"Mar. 6th, 2001",502,5.20 x 7.94 x 0.59 inches
HC0262,Witness,$3.98,$8.24,Karen Hesse,0439272009,9780439272001,Scholastic Paperbacks,"Feb. 1st, 2003",176,5.30 x 7.54 x 0.45 inches
HC0263,Private Peaceful(After Words),$3.98,$8.91,Michael Morpurgo,0439636531,9780439636537,Scholastic,"May. 1st, 2006",202,4.04 x 7.06 x 0.60 inches
HC0264,Ashes of Roses,$3.98,$121.39,Mary Jane Auch,044023851X,9780440238515,Laurel Leaf Library,"Feb. 10th, 2004",256,4.24 x 6.88 x 0.71 inches
HC0265,Storm Runners(Storm Runners - Trilogy (Paperback)),$3.98,$7.55,Roland Smith,0545081777,9780545081771,Scholastic Paperbacks,"Feb. 1st, 2012",143,5.28 x 7.60 x 0.42 inches
HC0266,Eclipse(Twilight Saga (Paperback)),$3.98,$14.75,Stephenie Meyer,0316027650,9780316027656,"Little, Brown Young Readers","Aug. 4th, 2009",629,5.52 x 8.20 x 1.72 inches
HC0267,The Warlock(Secrets of the Immortal Nicholas Flamel (Paperback)),$10.00,$11.92,Michael Scott,0385735340,9780385735346,Ember,"Apr. 24th, 2012",385,8.03 x 7.42 x 0.89 inches
HC0268,The Odyssey(Puffin Classics (Paperback)),$3.98,$7.81,Homer,0140383093,9780140383096,Puffin Books,"Dec. 1st, 1997",112,5.08 x 7.76 x 0.28 inches
HC0269,Summer of the Monkeys,$3.98,$8.45,Wilson Rawls,0440415802,9780440415800,Yearling Books,"Dec. 29th, 1998",288,5.19 x 7.69 x 0.75 inches
HC0270,Harriet Tubman,$3.98,$8.45,Ann Petry,0064461815,9780064461818,Amistad Press,"Dec. 15th, 1995",256,5.18 x 7.60 x 0.60 inches
HC0271,The Great Gilly Hopkins,$3.98,$7.73,Katherine Paterson,0064402010,9780064402019,HarperTrophy,"Jun. 17th, 1987",148,5.09 x 7.63 x 0.43 inches
HC0272,The Mortal Instruments(Mortal Instruments),$32.20,$45.39,Cassandra Clare,1442472065,9781442472068,Margaret K. McElderry Books,"Oct. 2nd, 2012",2032,
HC0273,Home of the Brave,$7.18,$9.15,Katherine Applegate,0312535635,9780312535636,Square Fish,"Dec. 23rd, 2008",267,5.30 x 7.60 x 0.70 inches
HC0274,The Giver,$3.98,$10.55,Lois Lowry,0553571338,9780553571332,Starfire,"May. 11th, 1999",192,4.20 x 6.90 x 0.57 inches
HC0275,Crimson Frost(Mythos Academy Novels),$3.98,$11.25,Jennifer Estep,0758281463,9780758281463,K-Teen,"Dec. 24th, 2012",384,
HC0276,It's Perfectly Normal(Family Library (Paperback)),$6.56,$16.48,Robie H. Harris,0763644846,9780763644840,Candlewick Press (MA),"Sep. 8th, 2009",96,8.48 x 10.20 x 0.36 inches
HC0277,The Battle of Jericho,$3.98,$8.75,Sharon M. Draper,0689842333,9780689842337,Simon Pulse,"Dec. 28th, 2004",352,4.25 x 7.06 x 1.03 inches
HC0278,Le Petit Prince (French),$6.90,$11.27,Antoine de Saint-Exupery,0156013983,9780156013987,Mariner Books,"Sep. 4th, 2001",96,5.34 x 8.06 x 0.34 inches
HC0279,Let It Snow,$5.79,$10.81,John Green,0142412147,9780142412145,Speak,"Oct. 2nd, 2008",352,5.52 x 8.16 x 0.97 inches
HC0280,The Knife of Never Letting Go(Chaos Walking Trilogy (Paper)),$5.79,$10.12,Patrick Ness,0763645761,9780763645762,Candlewick Press (MA),"Jul. 14th, 2009",479,5.20 x 8.20 x 1.30 inches
HC0281,The Necromancer(Secrets of the Immortal Nicholas Flamel (Paperback)),$5.79,$10.54,Michael Scott,0385735324,9780385735322,Ember,"Apr. 26th, 2011",403,5.28 x 7.95 x 0.92 inches
HC0282,Ender's Shadow(Ender's Shadow),$5.79,,Orson Scott Card,0765342405,9780765342409,Starscape Books,"May. 19th, 2002",480,5.31 x 7.65 x 1.29 inches
HC0283,The War with Grandpa(Yearling),$3.98,$8.43,Robert Kimmel Smith,0440492769,9780440492764,Yearling Books,"Sep. 1st, 1984",140,5.17 x 7.66 x 0.39 inches
HC0284,Extras(Uglies Trilogy),$3.98,,Scott Westerfeld,1416971211,9781416971214,Simon Pulse,"Apr. 30th, 2009",417,5.00 x 7.00 x 1.25 inches
HC0285,Artemis Fowl(Artemis Fowl (Quality)),$3.98,,Eoin Colfer,0786817070,9780786817078,Hyperion Books for Children,"Jun. 30th, 2002",304,5.16 x 7.56 x 0.81 inches
HC0286,Eldest(Inheritance Cycle (Paperback)),$3.98,$12.41,Christopher Paolini,0375840400,9780375840401,Alfred A. Knopf Books for Young Readers,"Mar. 13th, 2007",704,5.50 x 8.20 x 1.50 inches
HC0287,Fire from the Rock,$5.79,$7.93,Sharon M. Draper,014241199X,9780142411995,Speak,"Sep. 18th, 2008",231,5.54 x 8.20 x 0.64 inches
HC0288,Johnny Tremain,$4.98,,Esther Forbes,0440942500,9780440942504,Laurel Leaf Library,"Nov. 3rd, 1987",272,4.18 x 6.88 x 0.88 inches
HC0289,Bull Run,$3.98,$8.44,Paul Fleischman,0064405885,9780064405881,HarperTrophy,"Mar. 31st, 1995",128,5.40 x 8.00 x 0.40 inches
HC0290,The Great Cow Race(Bone (Graphix Paperback)),$3.98,$12.62,Jeff Smith,0439706394,9780439706391,Graphix,"Aug. 1st, 2005",132,5.92 x 9.26 x 0.39 inches
